Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Bento,br BRA,GK,22.0,33.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,11,2,Matches
Pedro Henrique,br BRA,DF,26.0,25.6,44,24,30,12,2,28,41,68.3,13,38,27,11,42,86,130,1,Matches
David Terans,uy URU,MF,27.0,22.3,19,10,4,12,3,6,21,28.6,15,10,0,10,5,24,1,0,Matches
Abner,br BRA,DF,21.0,23.4,43,28,26,14,3,24,38,63.2,14,18,3,15,39,82,54,0,Matches
Khellven,br BRA,DF,20.0,23.4,50,25,29,18,3,23,42,54.8,19,24,8,16,39,89,69,0,Matches
Hugo Moura,br BRA,MF,24.0,19.4,40,23,21,19,0,21,50,42.0,29,29,5,24,43,83,27,0,Matches
Erick,br BRA,MF,24.0,20.5,56,26,26,27,3,23,55,41.8,32,39,16,23,31,87,47,0,Matches
Matheus Felipe,br BRA,DF,23.0,19.8,27,20,18,9,0,16,26,61.5,10,29,20,9,17,44,84,0,Matches
Tomás Cuello,ar ARG,FW,21.0,18.0,44,25,21,17,6,16,40,40.0,24,15,2,13,12,56,10,0,Matches
Nicolás Hernández,co COL,DF,24.0,18.0,32,17,21,11,0,21,27,77.8,6,30,15,15,22,54,67,0,Matches
Agustín Canobbio,uy URU,FW,23.0,15.6,31,16,12,15,4,16,34,47.1,18,19,0,19,7,38,7,0,Matches
Pablo,br BRA,FW,29.0,16.6,12,10,2,6,4,1,4,25.0,3,9,2,7,11,23,27,0,Matches
Vitinho,br BRA,FW,22.0,15.9,22,11,5,11,6,10,29,34.5,19,11,0,11,5,27,13,0,Matches
Luis Manuel Orejuela,co COL,DF,26.0,13.0,25,14,15,7,3,15,26,57.7,11,8,2,6,10,35,28,0,Matches
Vitor Roque,br BRA,FW,16.0,14.6,17,9,4,6,7,4,9,44.4,5,10,0,10,9,26,1,0,Matches
Pedro Henrique,br BRA,"DF,FW",19.0,15.4,21,13,11,8,2,13,24,54.2,11,18,2,16,27,48,51,1,Matches
Thiago Heleno,br BRA,DF,33.0,12.7,12,6,8,4,0,8,14,57.1,6,12,10,2,23,35,34,1,Matches
Vitor Bueno,br BRA,"MF,FW",27.0,12.5,8,5,3,5,0,2,13,15.4,11,15,2,13,7,15,13,0,Matches
Fernandinho,br BRA,MF,36.0,10.8,16,8,4,10,2,3,12,25.0,9,13,4,9,11,27,8,1,Matches
Rômulo,br BRA,FW,19.0,13.3,25,13,12,10,3,12,30,40.0,18,17,2,15,4,29,22,0,Matches
Alex Santana,br BRA,MF,26.0,9.9,18,8,9,9,0,9,22,40.9,13,11,3,8,12,30,14,0,Matches
Matheus Fernandes,br BRA,MF,23.0,7.6,25,13,15,7,3,10,28,35.7,18,19,3,16,9,34,13,0,Matches
Marcelo Cirino,br BRA,FW,30.0,5.2,5,3,1,2,2,2,6,33.3,4,7,0,7,5,10,5,0,Matches
Anderson,br BRA,GK,23.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches
Léo Cittadini,br BRA,"MF,FW",27.0,8.0,18,10,9,8,1,7,15,46.7,8,9,0,9,5,23,12,0,Matches
Christian,br BRA,MF,21.0,4.8,8,6,1,6,1,4,8,50.0,4,3,1,2,5,13,4,0,Matches
Bryan García,ec ECU,MF,21.0,3.1,4,4,1,3,0,2,13,15.4,11,3,0,3,2,6,7,0,Matches
Pedro Rocha Neves,br BRA,FW,27.0,3.1,2,1,0,1,1,2,2,100.0,0,4,0,4,2,4,0,0,Matches
Pablo Siles,uy URU,MF,24.0,1.8,5,1,1,1,3,4,8,50.0,4,4,3,1,3,8,0,0,Matches
Lucas Halter,br BRA,DF,21.0,1.1,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,6,0,Matches
Lucas Fasson,br BRA,DF,20.0,0.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,Matches
Marlos,ua UKR,"MF,FW",33.0,1.7,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches
Matheus Babi,br BRA,"FW,MF",24.0,0.9,1,1,0,0,1,0,0,,0,0,0,0,0,1,3,0,Matches
João Vialle,br BRA,DF,19.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
John Mercado,ec ECU,FW,19.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,24.4,38.0,632,351,311,258,63,304,640,47.5,336,428,130,298,411,1043,779,7,
Opponent Total,,,27.2,38.0,604,354,310,220,74,308,596,51.7,288,353,125,228,369,973,651,3,
