Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Deivid,br BRA,MF,27.0,9,696.0,77.0,20.4,7.7,7,90.0,7.0,2,33.0,7,1.44,6.0,8.0,-2.0,-0.26,-0.52,Matches
Ewandro,br BRA,"FW,MF",19.0,9,563.0,63.0,16.5,6.3,7,75.0,2.0,2,18.0,0,1.44,6.0,9.0,-3.0,-0.48,-0.76,Matches
Luan,br BRA,"FW,MF",27.0,6,279.0,47.0,8.2,3.1,5,53.0,0.0,1,12.0,7,1.5,4.0,3.0,1.0,0.32,0.18,Matches
Marcão,br BRA,DF,19.0,12,493.0,41.0,14.4,5.5,4,92.0,4.0,8,16.0,16,2.0,3.0,7.0,-4.0,-0.73,-1.04,Matches
Rafael Galhardo,br BRA,DF,24.0,6,406.0,68.0,11.9,4.5,4,85.0,3.0,2,34.0,9,0.67,3.0,6.0,-3.0,-0.67,-0.93,Matches
Eduardo,br BRA,DF,29.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,10,1.0,4.0,5.0,-1.0,-0.25,-0.46,Matches
Yago César,br BRA,MF,18.0,6,318.0,53.0,9.3,3.5,4,72.0,0.0,2,16.0,12,1.17,3.0,4.0,-1.0,-0.28,-0.49,Matches
Cleberson,br BRA,DF,23.0,4,314.0,79.0,9.2,3.5,4,79.0,3.0,0,,1,1.0,4.0,5.0,-1.0,-0.29,-0.49,Matches
Giovanny,br BRA,MF,18.0,11,327.0,30.0,9.6,3.6,3,61.0,0.0,8,18.0,16,1.45,2.0,2.0,0.0,0.0,-0.17,Matches
Renan Lodi,br BRA,"DF,MF",17.0,3,237.0,79.0,6.9,2.6,3,79.0,1.0,0,,8,1.0,1.0,1.0,0.0,0.0,-0.17,Matches
Luciano Cabral,cl CHI,"FW,MF",20.0,6,251.0,42.0,7.3,2.8,2,69.0,1.0,4,29.0,5,0.5,1.0,3.0,-2.0,-0.72,-0.94,Matches
Juninho,br BRA,"FW,MF",19.0,7,204.0,29.0,6.0,2.3,1,71.0,0.0,6,22.0,5,1.29,1.0,2.0,-1.0,-0.44,-0.64,Matches
Anderson Lopes,br BRA,"FW,MF",22.0,4,137.0,34.0,4.0,1.5,1,93.0,1.0,3,15.0,4,1.25,1.0,0.0,1.0,0.66,0.52,Matches
Renan,br BRA,"GK,MF",20.0,3,136.0,45.0,4.0,1.5,1,91.0,1.0,2,23.0,8,1.0,0.0,2.0,-2.0,-1.32,-1.54,Matches
Jadson,br BRA,MF,22.0,1,58.0,58.0,1.7,0.6,1,58.0,0.0,0,,0,0.0,0.0,3.0,-3.0,-4.66,-4.9,Matches
João Pedro Heinen,br BRA,MF,19.0,9,165.0,18.0,4.8,1.8,0,,0.0,9,17.0,21,1.89,3.0,1.0,2.0,1.09,0.98,Matches
Guilherme Schettine,br BRA,FW,20.0,2,58.0,29.0,1.7,0.6,0,,0.0,2,29.0,3,1.5,2.0,0.0,2.0,3.1,3.0,Matches
Fernando Barrientos,ar ARG,MF,24.0,0,,,,,0,,0.0,0,,8,,,,,,,Matches
Gustavo Cascardo,br BRA,DF,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Ikaro,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Zé Ivaldo,br BRA,DF,18.0,0,,,,,0,,0.0,0,,8,,,,,,,Matches
Lucas Macanhan,br BRA,GK,21.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Rodolfo de Melo,br BRA,GK,24.0,0,,,,,0,,0.0,0,,12,,,,,,,Matches
Mosquito,br BRA,FW,20.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Pará,br BRA,DF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Léo Pereira,br BRA,DF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Bruno Pereirinha,pt POR,"DF,MF",27.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Christian Vilches,cl CHI,DF,32.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Warleson,br BRA,GK,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,24.8,38,3420.0,90.0,100.0,38.0,418,84.0,,109,23.0,272,1.5,38.0,32.0,6.0,0.16,,
Opponent Total,,,26.7,38,3420.0,90.0,100.0,38.0,418,84.0,,113,22.0,294,1.34,32.0,38.0,-6.0,-0.16,,
