Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Wéverton,br BRA,GK,27.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.42,41.0,41.0,0.0,0.0,2.5,Matches
Eduardo,br BRA,DF,28.0,34,2820.0,83.0,82.5,31.3,33,84.0,24.0,1,45.0,2,1.29,34.0,39.0,-5.0,-0.16,-0.16,Matches
Otávio,br BRA,MF,20.0,32,2826.0,88.0,82.6,31.4,32,88.0,30.0,0,,0,1.34,35.0,41.0,-6.0,-0.19,-0.34,Matches
Kadu,br BRA,"DF,MF",28.0,31,2672.0,86.0,78.1,29.7,31,86.0,28.0,0,,2,1.32,29.0,36.0,-7.0,-0.24,-0.48,Matches
Walter,br BRA,FW,25.0,32,2543.0,79.0,74.4,28.3,27,87.0,22.0,5,37.0,0,1.28,37.0,39.0,-2.0,-0.07,0.24,Matches
Nikão,br BRA,"FW,MF",22.0,31,2214.0,71.0,64.7,24.6,27,79.0,12.0,4,18.0,1,1.55,26.0,30.0,-4.0,-0.16,-0.09,Matches
Hernani,br BRA,MF,20.0,30,2231.0,74.0,65.2,24.8,25,84.0,16.0,5,26.0,5,1.47,28.0,32.0,-4.0,-0.16,-0.09,Matches
Marcos Guilherme,br BRA,"FW,MF",19.0,26,2091.0,80.0,61.1,23.2,25,82.0,17.0,1,45.0,0,1.15,25.0,28.0,-3.0,-0.13,0.01,Matches
Christian Vilches,cl CHI,DF,31.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,2,1.1,19.0,29.0,-10.0,-0.48,-0.77,Matches
Sidcley,br BRA,"DF,MF",21.0,24,1833.0,76.0,53.6,20.4,21,85.0,18.0,3,17.0,1,1.29,24.0,24.0,0.0,0.0,0.28,Matches
Gustavo,br BRA,DF,32.0,14,1242.0,89.0,36.3,13.8,13,90.0,13.0,1,71.0,7,1.79,19.0,14.0,5.0,0.36,0.78,Matches
Natanael,br BRA,"DF,MF",24.0,13,1128.0,87.0,33.0,12.5,12,88.0,10.0,1,68.0,0,1.69,16.0,15.0,1.0,0.08,0.32,Matches
Deivid,br BRA,MF,26.0,13,939.0,72.0,27.5,10.4,12,78.0,8.0,1,8.0,10,1.23,12.0,18.0,-6.0,-0.58,-0.61,Matches
Bruno Mota,br BRA,MF,19.0,13,835.0,64.0,24.4,9.3,11,71.0,6.0,2,28.0,10,1.15,9.0,15.0,-6.0,-0.65,-0.68,Matches
Ytalo,br BRA,"FW,MF",27.0,16,773.0,48.0,22.6,8.6,9,69.0,3.0,7,22.0,9,1.31,11.0,10.0,1.0,0.12,0.32,Matches
Roberto Heuchayer,br BRA,"DF,MF",24.0,10,719.0,72.0,21.0,8.0,9,79.0,6.0,1,9.0,7,1.2,9.0,12.0,-3.0,-0.38,-0.31,Matches
Douglas Coutinho,br BRA,"FW,MF",20.0,13,706.0,54.0,20.6,7.8,8,72.0,1.0,5,27.0,3,1.62,11.0,8.0,3.0,0.38,0.65,Matches
Crysan,br BRA,"FW,MF",18.0,14,662.0,47.0,19.4,7.4,8,68.0,2.0,6,20.0,8,1.21,8.0,8.0,0.0,0.0,0.16,Matches
Daniel Alejandro Hernández,co COL,MF,24.0,19,955.0,50.0,27.9,10.6,7,81.0,3.0,12,32.0,2,1.32,12.0,11.0,1.0,0.09,0.31,Matches
Wellington,br BRA,DF,23.0,7,564.0,81.0,16.5,6.3,6,90.0,5.0,1,24.0,20,2.0,9.0,5.0,4.0,0.64,0.92,Matches
Ewandro,br BRA,"FW,MF",18.0,14,536.0,38.0,15.7,6.0,6,57.0,0.0,8,24.0,6,0.79,8.0,8.0,0.0,0.0,0.16,Matches
Fernando Barrientos,ar ARG,MF,23.0,8,544.0,68.0,15.9,6.0,5,75.0,1.0,3,56.0,3,1.0,6.0,9.0,-3.0,-0.5,-0.43,Matches
Jadson,br BRA,MF,21.0,10,495.0,50.0,14.5,5.5,5,83.0,3.0,5,16.0,16,1.6,5.0,10.0,-5.0,-0.91,-0.91,Matches
Cléo,br BRA,FW,29.0,8,444.0,56.0,13.0,4.9,5,80.0,3.0,3,15.0,9,0.88,3.0,6.0,-3.0,-0.61,-0.55,Matches
Cleberson,br BRA,DF,22.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,1,1.25,7.0,8.0,-1.0,-0.25,-0.13,Matches
Felipe Silva,br BRA,MF,24.0,6,324.0,54.0,9.5,3.6,4,72.0,1.0,2,19.0,0,1.17,5.0,3.0,2.0,0.56,0.76,Matches
Matheus Ribeiro,br BRA,DF,21.0,5,303.0,61.0,8.9,3.4,3,87.0,2.0,2,22.0,21,2.0,6.0,1.0,5.0,1.49,1.77,Matches
Bruno Pereirinha,pt POR,"DF,MF",26.0,7,241.0,34.0,7.0,2.7,3,61.0,0.0,4,15.0,4,1.14,3.0,5.0,-2.0,-0.75,-0.66,Matches
Giovanni Piccolomo,br BRA,"FW,MF",20.0,8,267.0,33.0,7.8,3.0,2,62.0,0.0,6,24.0,12,1.63,3.0,2.0,1.0,0.34,0.51,Matches
Dellatorre,br BRA,FW,22.0,9,210.0,23.0,6.1,2.3,1,53.0,0.0,8,20.0,11,1.22,2.0,2.0,0.0,0.0,0.14,Matches
Ricardo Silva,br BRA,DF,22.0,4,166.0,42.0,4.9,1.8,1,93.0,1.0,3,24.0,17,1.25,3.0,4.0,-1.0,-0.54,-0.43,Matches
Guilherme Arana,br BRA,"DF,MF",17.0,3,137.0,46.0,4.0,1.5,1,92.0,1.0,2,23.0,2,2.0,2.0,2.0,0.0,0.0,0.14,Matches
Rodolfo de Melo,br BRA,GK,23.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,16,0.0,2.0,9.0,-7.0,-7.0,-7.05,Matches
Santos,br BRA,GK,24.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,22,0.0,1.0,2.0,-1.0,-1.0,-0.89,Matches
Alan Ruschel,br BRA,"DF,MF",25.0,1,89.0,89.0,2.6,1.0,1,89.0,0.0,0,,0,1.0,0.0,0.0,0.0,0.0,0.14,Matches
Marco Damasceno,br BRA,MF,18.0,2,78.0,39.0,2.3,0.9,1,57.0,0.0,1,21.0,4,3.0,1.0,0.0,1.0,1.15,1.32,Matches
Alessandro,br BRA,DF,37.0,1,44.0,44.0,1.3,0.5,1,44.0,0.0,0,,1,3.0,2.0,0.0,2.0,4.09,4.28,Matches
Edigar Junio,br BRA,FW,23.0,5,139.0,28.0,4.1,1.5,0,,0.0,5,27.0,6,0.8,1.0,4.0,-3.0,-1.94,-1.89,Matches
Bady,br BRA,MF,25.0,2,59.0,30.0,1.7,0.7,0,,0.0,2,29.0,4,0.0,0.0,2.0,-2.0,-3.05,-2.97,Matches
Caíque,br BRA,FW,21.0,1,27.0,27.0,0.8,0.3,0,,0.0,1,26.0,0,3.0,0.0,0.0,0.0,0.0,0.13,Matches
Paulinho Dias,br BRA,MF,26.0,2,25.0,13.0,0.7,0.3,0,,0.0,2,12.0,17,3.0,0.0,0.0,0.0,0.0,0.13,Matches
André Luis,br BRA,"FW,MF",17.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Bruno Nascimento,br BRA,"FW,MF",17.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
João Pedro Heinen,br BRA,MF,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Wagner da Silva,br BRA,DF,25.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Taiberson,br BRA,FW,21.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,24.6,38,3420.0,90.0,100.0,38.0,418,83.0,,113,25.0,268,1.34,43.0,48.0,-5.0,-0.13,,
Opponent Total,,,26.2,38,3420.0,90.0,100.0,38.0,418,83.0,,114,25.0,276,1.42,48.0,43.0,5.0,0.13,,
