Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Mycael,br BRA,GK,19.0,17.4,21,0,1,3,0,23.5,0.26,2.5,0.14,84,218,38.5,273,55,49.5,38.6,131,63.4,48.5,250,4,1.6,5,0.29,10.2,Matches
Leonardo Linck,br BRA,GK,22.0,13.6,21,0,1,3,0,18.5,0.31,-2.5,-0.19,62,145,42.8,276,55,40.2,36.3,78,43.6,41.6,200,10,5.0,10,0.74,11.3,Matches
Bento,br BRA,GK,24.0,7.0,4,0,0,1,0,6.5,0.24,2.5,0.36,45,86,52.3,123,18,39.8,34.8,47,78.7,55.7,86,6,7.0,2,0.29,11.3,Matches
Squad Total,,,26.2,38.0,46,0,2,7,0,48.4,0.28,2.4,0.06,191,449,42.5,632,128,46.0,,296,53.4,43.5,536,20,3.7,17,0.45,,
Opponent Total,,,27.5,38.0,40,1,1,2,1,50.7,0.26,11.7,0.31,152,420,36.2,948,198,29.4,32.4,356,39.6,35.9,657,51,7.8,26,0.68,12.2,
