Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-02,20:30,Sudamericana,Group stage,Tue,Away,W,4,1,py Sportivo Ameliano,,,60,9790.0,Thiago Heleno,3-4-3,4-5-1,,Match Report,
2024-04-09,21:30,Sudamericana,Group stage,Tue,Home,W,6,0,ve Rayo Zuliano,,,59,22317.0,Thiago Heleno,4-4-2,4-2-3-1,Ivo Méndez,Match Report,
2024-04-14,16:00,Série A,Matchweek 1,Sun,Home,W,4,0,Cuiabá,2.0,0.3,62,21388.0,Thiago Heleno,4-1-2-1-2◆,5-4-1,,Match Report,
2024-04-17,19:00,Série A,Matchweek 2,Wed,Away,L,0,2,Grêmio,0.2,1.1,52,13236.0,Thiago Heleno,4-2-3-1,4-3-3,,Match Report,
2024-04-21,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,Internacional,0.8,1.6,46,29784.0,Thiago Heleno,4-2-3-1,4-2-3-1,,Match Report,
2024-04-24,19:00,Sudamericana,Group stage,Wed,Away,W,1,0,uy Danubio,,,58,,Alex Santana,4-2-3-1,3-5-2,,Match Report,
2024-04-28,18:30,Série A,Matchweek 4,Sun,Away,D,1,1,Juventude,1.3,1.2,45,5032.0,Fernandinho,4-2-3-1,4-2-3-1,,Match Report,
2024-05-05,16:00,Série A,Matchweek 5,Sun,Home,W,1,0,Vasco da Gama,2.3,0.5,56,31192.0,Fernandinho,4-2-3-1,4-3-3,,Match Report,
2024-05-08,18:00,Sudamericana,Group stage,Wed,Away,W,5,1,ve Rayo Zuliano,,,65,784.0,Gonzalo Mastriani,4-2-3-1,4-2-3-1,,Match Report,
2024-05-12,16:00,Série A,Matchweek 6,Sun,Away,W,2,0,Palmeiras,0.9,1.7,38,12108.0,Fernandinho,4-2-3-1,4-2-3-1,,Match Report,
2024-05-15,19:00,Sudamericana,Group stage,Wed,Home,L,1,2,uy Danubio,,,77,22926.0,Fernandinho,3-4-1-2,3-5-2,,Match Report,
2024-05-30,19:00,Sudamericana,Group stage,Thu,Home,L,0,1,py Sportivo Ameliano,,,78,26026.0,Thiago Heleno,4-2-3-1,5-4-1,,Match Report,
2024-06-02,18:30,Série A,Matchweek 7,Sun,Away,L,0,1,Fortaleza,0.7,1.3,48,12191.0,Thiago Heleno,4-1-4-1,4-3-3,,Match Report,
2024-06-13,20:00,Série A,Matchweek 8,Thu,Home,W,3,1,Criciúma,2.6,1.4,57,23424.0,Thiago Heleno,4-2-3-1,4-4-2,,Match Report,
2024-06-16,16:00,Série A,Matchweek 9,Sun,Home,D,1,1,Flamengo,1.8,0.6,48,38641.0,Thiago Heleno,4-2-3-1,4-2-3-1,,Match Report,
2024-06-19,19:00,Série A,Matchweek 10,Wed,Away,D,1,1,Botafogo (RJ),1.5,0.6,38,19589.0,Thiago Heleno,4-2-3-1,4-2-3-1,,Match Report,
2024-06-23,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Corinthians,1.4,1.2,54,34682.0,Thiago Heleno,4-2-3-1,4-2-3-1,,Match Report,
2024-06-26,19:00,Série A,Matchweek 12,Wed,Away,L,0,2,Cruzeiro,0.7,1.9,50,26465.0,Thiago Heleno,4-2-3-1,4-3-3,,Match Report,
2024-06-30,18:30,Série A,Matchweek 13,Sun,Away,W,1,0,Vitória,0.9,1.0,41,20376.0,Thiago Heleno,4-2-3-1,4-1-4-1,,Match Report,
2024-07-03,21:30,Série A,Matchweek 14,Wed,Home,L,1,2,São Paulo,0.4,1.6,45,28632.0,Thiago Heleno,4-2-3-1,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-07-07,18:30,Série A,Matchweek 15,Sun,Away,W,2,1,Atl Goianiense,1.0,0.7,56,6152.0,Pablo,4-2-3-1,4-3-3,João Vitor Gobi,Match Report,
2024-07-10,19:00,Série A,Matchweek 16,Wed,Home,L,1,3,Bahia,1.9,1.3,52,23307.0,Thiago Heleno,4-2-3-1,4-1-2-1-2,Felipe Fernandes de Lima,Match Report,
2024-07-18,20:30,Sudamericana,Knockout round play-offs,Thu,Away,D,1,1,py Cerro Porteño,,,58,,Thiago Heleno,4-2-3-1,4-4-2,,Match Report,Leg 1 of 2
2024-07-21,18:30,Série A,Matchweek 18,Sun,Away,L,0,1,RB Bragantino,1.4,0.8,64,4423.0,Erick,4-2-3-1,4-2-3-1,,Match Report,
2024-07-25,21:30,Sudamericana,Knockout round play-offs,Thu,Home,W,2,1,py Cerro Porteño,,,49,28196.0,Thiago Heleno,3-4-3,4-2-3-1,,Match Report,Leg 2 of 2; Ath Paranaense won
2024-07-28,18:00,Série A,Matchweek 20,Sun,Away,W,2,1,Cuiabá,2.1,1.5,49,4452.0,Thiago Heleno,4-3-3,4-2-3-1,,Match Report,
2024-08-04,16:00,Série A,Matchweek 21,Sun,Home,L,0,2,Grêmio,0.9,2.2,74,27205.0,Erick,3-3-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-08-11,19:00,Série A,Matchweek 22,Sun,Away,D,2,2,Internacional,1.3,2.5,47,17136.0,Thiago Heleno,4-3-3,4-2-3-1,Paulo Zanovelli,Match Report,
2024-08-15,19:00,Sudamericana,Round of 16,Thu,Home,W,2,1,ar Belgrano,,,54,27275.0,Thiago Heleno,4-3-3,3-5-2,,Match Report,Leg 1 of 2
2024-08-18,18:30,Série A,Matchweek 23,Sun,Home,L,1,2,Juventude,1.5,1.1,60,22926.0,Nikão,4-3-3,4-2-3-1,João Vitor Gobi,Match Report,
2024-08-22,19:00,Sudamericana,Round of 16,Thu,Away,W,2,0,ar Belgrano,,,24,,Thiago Heleno,3-2-4-1,3-5-2,,Match Report,Leg 2 of 2; Ath Paranaense won
2024-08-26,21:00,Série A,Matchweek 24,Mon,Away,L,1,2,Vasco da Gama,0.7,0.7,54,16433.0,Thiago Heleno,3-2-4-1,4-2-3-1,,Match Report,
2024-09-01,18:30,Série A,Matchweek 25,Sun,Home,L,0,2,Palmeiras,0.9,3.0,46,28334.0,Erick,4-4-2,4-2-3-1,Braulio Machado,Match Report,
2024-09-14,18:30,Série A,Matchweek 26,Sat,Home,D,1,1,Fortaleza,2.9,1.1,56,31551.0,Erick,4-2-3-1,4-2-3-1,Davi de Oliveira Lacerda,Match Report,
2024-09-19,21:30,Sudamericana,Quarter-finals,Thu,Home,W,1,0,ar Racing Club,,,43,24214.0,Thiago Heleno,4-2-3-1,3-4-3,Cristián Garay,Match Report,Leg 1 of 2
2024-09-22,20:00,Série A,Matchweek 27,Sun,Away,D,0,0,Criciúma,0.6,1.4,36,12765.0,Thiago Heleno,4-3-3,4-1-4-1,Anderson Daronco,Match Report,
2024-09-26,21:30,Sudamericana,Quarter-finals,Thu,Away,L,1,4,ar Racing Club,,,55,28578.0,Thiago Heleno,4-2-3-1,3-4-1-2,Andrés Rojas,Match Report,Leg 2 of 2; Racing Club won
