Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Santos,br BRA,GK,30.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,0,1.41,35.0,32.0,3.0,0.1,0.88,34.8,32.7,2.1,0.07,0.71,Matches
Thiago Heleno,br BRA,DF,32.0,28,2490.0,89.0,72.8,27.7,28,89.0,25.0,0,,1,1.43,35.0,30.0,5.0,0.18,1.05,32.4,33.3,-0.9,-0.03,0.24,Matches
Pedro Henrique,br BRA,DF,25.0,28,2344.0,84.0,68.5,26.0,27,87.0,23.0,1,4.0,4,1.29,26.0,30.0,-4.0,-0.15,-0.15,27.6,33.5,-6.0,-0.23,-0.42,Matches
Marcinho,br BRA,"DF,MF",24.0,30,2237.0,75.0,65.4,24.9,26,84.0,16.0,4,16.0,3,1.5,33.0,28.0,5.0,0.2,0.89,28.3,29.9,-1.5,-0.06,0.1,Matches
Christian,br BRA,MF,20.0,32,2115.0,66.0,61.8,23.5,25,78.0,7.0,7,24.0,2,1.13,22.0,32.0,-10.0,-0.43,-0.84,25.8,28.9,-3.1,-0.13,-0.09,Matches
Abner,br BRA,"DF,MF",20.0,24,1948.0,81.0,57.0,21.6,23,83.0,16.0,1,33.0,3,1.5,22.0,22.0,0.0,0.0,0.24,25.7,23.7,2.0,0.09,0.44,Matches
Nikão,br BRA,"FW,MF",28.0,27,1997.0,74.0,58.4,22.2,21,86.0,18.0,6,32.0,1,1.56,30.0,19.0,11.0,0.5,1.44,28.4,25.3,3.1,0.14,0.57,Matches
Zé Ivaldo,br BRA,DF,23.0,30,1860.0,62.0,54.4,20.7,21,82.0,17.0,9,15.0,5,,26.0,26.0,0.0,0.0,0.23,24.3,21.4,2.8,0.14,0.51,Matches
David Terans,uy URU,"MF,FW",26.0,29,1752.0,60.0,51.2,19.5,21,74.0,5.0,8,25.0,1,1.31,26.0,28.0,-2.0,-0.1,0.01,22.3,26.4,-4.0,-0.21,-0.22,Matches
Richard,br BRA,MF,26.0,20,1403.0,70.0,41.0,15.6,18,76.0,9.0,2,19.0,0,1.5,22.0,20.0,2.0,0.13,0.4,18.0,19.1,-1.1,-0.07,0.04,Matches
Léo Cittadini,br BRA,MF,26.0,29,1699.0,59.0,49.7,18.9,17,84.0,12.0,12,23.0,1,1.41,22.0,22.0,0.0,0.0,0.21,18.5,22.9,-4.4,-0.23,-0.27,Matches
Erick,br BRA,"MF,DF",23.0,25,1477.0,59.0,43.2,16.4,17,80.0,8.0,8,15.0,5,1.04,10.0,18.0,-8.0,-0.49,-0.67,18.6,18.4,0.2,0.01,0.19,Matches
Renato Kayser,br BRA,FW,24.0,28,1333.0,48.0,39.0,14.8,14,74.0,5.0,14,22.0,2,1.18,15.0,20.0,-5.0,-0.34,-0.38,16.9,20.2,-3.3,-0.22,-0.2,Matches
Nicolas,br BRA,DF,23.0,15,1075.0,72.0,31.4,11.9,12,83.0,9.0,3,28.0,11,1.2,13.0,15.0,-2.0,-0.17,-0.09,11.5,13.7,-2.2,-0.19,-0.13,Matches
Pedro Rocha Neves,br BRA,"FW,MF",26.0,20,1228.0,61.0,35.9,13.6,11,80.0,2.0,9,38.0,0,1.1,12.0,16.0,-4.0,-0.29,-0.29,15.5,13.9,1.7,0.12,0.34,Matches
Guilherme Bissoli,br BRA,FW,23.0,21,1010.0,48.0,29.5,11.2,11,75.0,3.0,10,18.0,4,1.0,9.0,13.0,-4.0,-0.36,-0.36,11.2,10.9,0.3,0.03,0.18,Matches
Carlos Eduardo,br BRA,"FW,MF",24.0,22,1006.0,46.0,29.4,11.2,11,71.0,1.0,11,20.0,12,1.05,6.0,19.0,-13.0,-1.16,-1.5,7.3,13.8,-6.5,-0.58,-0.68,Matches
Khellven,br BRA,DF,19.0,20,1036.0,52.0,30.3,11.5,10,85.0,7.0,10,18.0,18,1.1,8.0,13.0,-5.0,-0.43,-0.47,12.4,12.7,-0.3,-0.02,0.1,Matches
Bento,br BRA,GK,21.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,27,0.67,6.0,13.0,-7.0,-0.78,-0.88,7.0,12.8,-5.7,-0.64,-0.71,Matches
Vitinho,br BRA,"MF,FW",21.0,12,810.0,68.0,23.7,9.0,9,82.0,2.0,3,25.0,0,1.92,17.0,10.0,7.0,0.78,1.16,12.1,11.6,0.4,0.05,0.19,Matches
Nicolás Hernández,co COL,DF,23.0,11,711.0,65.0,20.8,7.9,9,75.0,3.0,2,19.0,8,1.09,4.0,12.0,-8.0,-1.01,-1.15,7.8,9.6,-1.8,-0.23,-0.17,Matches
Matheus Babi,br BRA,FW,23.0,11,701.0,64.0,20.5,7.8,9,74.0,1.0,2,19.0,0,2.09,16.0,9.0,7.0,0.9,1.26,10.7,9.0,1.7,0.22,0.4,Matches
Lucas Fasson,br BRA,DF,19.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,13,1.25,9.0,12.0,-3.0,-0.37,-0.34,9.0,9.9,-0.9,-0.11,-0.02,Matches
Fernando Canesin,br BRA,"MF,FW",28.0,14,600.0,43.0,17.5,6.7,7,67.0,1.0,7,19.0,18,1.36,6.0,9.0,-3.0,-0.45,-0.42,6.8,7.3,-0.5,-0.07,0.03,Matches
Pedro Henrique,br BRA,"DF,MF",18.0,11,458.0,42.0,13.4,5.1,4,79.0,1.0,7,20.0,7,0.91,5.0,7.0,-2.0,-0.39,-0.33,6.8,6.0,0.8,0.15,0.29,Matches
Jader,br BRA,"MF,FW",17.0,13,407.0,31.0,11.9,4.5,4,70.0,0.0,9,14.0,5,0.31,2.0,6.0,-4.0,-0.88,-0.88,3.9,5.8,-1.9,-0.41,-0.36,Matches
Márcio Azevedo,br BRA,"DF,MF",34.0,10,387.0,39.0,11.3,4.3,4,71.0,0.0,6,17.0,27,0.5,2.0,4.0,-2.0,-0.47,-0.41,3.6,6.5,-2.9,-0.69,-0.66,Matches
