Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-01-29,19:00,Libertadores,First stage,Wed,Away,L,1,2,pe Sporting Cristal,,23752.0,,,,Enrique Osses,Match Report,Leg 1 of 2
2014-02-05,22:00,Libertadores,First stage,Wed,Home,W,2 (5),1 (4),pe Sporting Cristal,,9156.0,,,,Antonio Arias,Match Report,Leg 2 of 2; Ath Paranaense won; Ath Paranaense won on penalty kicks following extra time
2014-02-13,20:00,Libertadores,Second stage,Thu,Home,W,1,0,bo The Strongest,,11731.0,,,,Daniel Fedorczuk,Match Report,
2014-02-25,19:45,Libertadores,Second stage,Tue,Away,L,0,2,ar Vélez Sarsfield,,15000.0,,,,Roberto Silvera,Match Report,
2014-03-13,21:30,Libertadores,Second stage,Thu,Away,W,1,0,pe Universitario,,,,,,Ímer Machado,Match Report,
2014-03-20,17:30,Libertadores,Second stage,Thu,Home,W,3,0,pe Universitario,,,,,,Patricio Polic,Match Report,
2014-03-26,22:00,Libertadores,Second stage,Wed,Home,L,1,3,ar Vélez Sarsfield,,,,,,Wilmar Roldán,Match Report,
2014-04-08,17:45,Libertadores,Second stage,Tue,Away,L,1,2,bo The Strongest,,,,,,Roddy Zambrano,Match Report,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Home,W,1,0,Grêmio,,2495.0,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,
2014-04-27,16:00,Série A,Matchweek 2,Sun,Away,D,2,2,Vitória,,4953.0,,4-3-2-1,4-3-3,Francisco Carlos do Nascimento,Match Report,
2014-05-03,18:30,Série A,Matchweek 3,Sat,Home,L,2,3,Cruzeiro,,11877.0,,4-4-2,4-5-1,Elmo Alves Resende Cunha,Match Report,
2014-05-10,18:30,Série A,Matchweek 4,Sat,Away,L,1,2,Internacional,,28426.0,,4-2-2-2,4-2-3-1,Sandro Ricci,Match Report,
2014-05-18,16:15,Série A,Matchweek 5,Sun,Home,D,1,1,Chapecoense,,766.0,,4-4-2,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Away,D,1,1,Corinthians,,13137.0,,4-3-2-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Home,W,2,0,Coritiba,,1063.0,,4-1-2-1-2◆,3-4-3,Edivaldo Elias da Silva,Match Report,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Home,D,2,2,São Paulo,,2817.0,,4-2-2-2,4-2-3-1,Anderson Daronco,Match Report,
2014-06-01,18:30,Série A,Matchweek 9,Sun,Away,W,3,1,Figueirense,,4608.0,,4-2-2-2,4-4-2,Raphael Claus,Match Report,
2014-07-16,22:00,Série A,Matchweek 10,Wed,Away,W,2,1,Flamengo,,6692.0,,4-5-1,3-4-3,Paulo Henrique De Godoy Bezerra,Match Report,
