Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Santos,br BRA,GK,29.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,0,1.48,35.0,30.0,5.0,0.15,0.75,38.8,39.3,-0.4,-0.01,0.19,Matches
Abner,br BRA,DF,19.0,34,2833.0,83.0,82.8,31.5,30,90.0,29.0,4,34.0,1,1.53,36.0,26.0,10.0,0.32,1.54,39.9,35.7,4.1,0.13,0.99,Matches
Pedro Henrique,br BRA,DF,24.0,30,2646.0,88.0,77.4,29.4,30,88.0,27.0,0,,3,1.43,30.0,25.0,5.0,0.17,0.52,33.0,35.4,-2.4,-0.08,-0.19,Matches
Thiago Heleno,br BRA,DF,31.0,29,2555.0,88.0,74.7,28.4,29,88.0,27.0,0,,0,1.59,32.0,25.0,7.0,0.25,0.77,34.4,35.7,-1.3,-0.05,-0.03,Matches
Léo Cittadini,br BRA,MF,25.0,31,2395.0,77.0,70.0,26.6,29,80.0,13.0,2,42.0,1,1.45,25.0,21.0,4.0,0.15,0.33,32.5,31.5,1.0,0.04,0.25,Matches
Nikão,br BRA,"FW,MF",27.0,26,2148.0,83.0,62.8,23.9,25,84.0,18.0,1,36.0,0,1.81,33.0,17.0,16.0,0.67,1.66,32.4,27.8,4.7,0.2,0.63,Matches
Renato Kayser,br BRA,FW,23.0,27,2005.0,74.0,58.6,22.3,24,81.0,10.0,3,23.0,0,1.52,25.0,22.0,3.0,0.13,0.2,24.3,31.8,-7.5,-0.34,-0.72,Matches
Christian,br BRA,MF,19.0,30,1967.0,66.0,57.5,21.9,22,78.0,11.0,8,31.0,2,1.43,22.0,21.0,1.0,0.05,-0.02,25.4,28.0,-2.6,-0.12,-0.2,Matches
Richard,br BRA,MF,25.0,28,1765.0,63.0,51.6,19.6,21,79.0,6.0,7,16.0,3,1.29,20.0,18.0,2.0,0.1,0.1,20.4,24.5,-4.1,-0.21,-0.36,Matches
Carlos Eduardo,br BRA,"FW,MF",23.0,30,1709.0,57.0,50.0,19.0,20,74.0,2.0,10,23.0,3,1.5,25.0,18.0,7.0,0.37,0.63,24.6,24.3,0.3,0.02,0.11,Matches
Jonathan Moreira,br BRA,DF,33.0,18,1393.0,77.0,40.7,15.5,18,77.0,1.0,0,,2,1.78,19.0,13.0,6.0,0.39,0.57,19.5,15.9,3.6,0.23,0.45,Matches
Erick,br BRA,"DF,MF",22.0,19,1514.0,80.0,44.3,16.8,17,85.0,13.0,2,38.0,0,1.26,14.0,18.0,-4.0,-0.24,-0.52,17.7,21.8,-4.2,-0.25,-0.38,Matches
Wellington Martins,br BRA,MF,29.0,20,1420.0,71.0,41.5,15.8,17,80.0,9.0,3,21.0,0,1.2,11.0,15.0,-4.0,-0.25,-0.52,17.2,19.1,-1.9,-0.12,-0.14,Matches
Khellven,br BRA,DF,18.0,21,928.0,44.0,27.1,10.3,9,82.0,6.0,12,16.0,6,1.52,8.0,8.0,0.0,0.0,-0.07,10.7,12.5,-1.8,-0.17,-0.19,Matches
Fernando Canesin,br BRA,"MF,FW",27.0,16,757.0,47.0,22.1,8.4,9,71.0,1.0,7,16.0,7,1.94,10.0,8.0,2.0,0.24,0.24,9.6,7.9,1.7,0.2,0.31,Matches
Vitinho,br BRA,"FW,MF",20.0,13,739.0,57.0,21.6,8.2,8,76.0,2.0,5,27.0,1,1.38,7.0,8.0,-1.0,-0.12,-0.22,8.9,8.9,0.1,0.01,0.06,Matches
Fabinho,br BRA,"FW,MF",20.0,13,702.0,54.0,20.5,7.8,6,77.0,1.0,7,34.0,4,1.23,4.0,3.0,1.0,0.13,0.1,9.1,7.4,1.7,0.22,0.32,Matches
Zé Ivaldo,br BRA,DF,22.0,14,656.0,47.0,19.2,7.3,6,90.0,6.0,8,15.0,11,1.79,9.0,7.0,2.0,0.27,0.27,9.8,9.0,0.8,0.11,0.18,Matches
Lucas Halter,br BRA,DF,19.0,9,604.0,67.0,17.7,6.7,6,88.0,5.0,3,25.0,22,0.78,4.0,10.0,-6.0,-0.89,-1.15,7.1,9.4,-2.2,-0.33,-0.36,Matches
Guilherme Bissoli,br BRA,FW,22.0,15,544.0,36.0,15.9,6.0,6,68.0,1.0,9,15.0,15,1.27,5.0,5.0,0.0,0.0,-0.06,9.7,8.0,1.6,0.27,0.37,Matches
Márcio Azevedo,br BRA,DF,33.0,6,376.0,63.0,11.0,4.2,6,63.0,1.0,0,,5,1.17,2.0,5.0,-3.0,-0.72,-0.87,4.1,6.1,-2.0,-0.47,-0.49,Matches
Felipe Aguilar,co COL,DF,27.0,11,532.0,48.0,15.6,5.9,5,90.0,5.0,6,14.0,19,1.55,5.0,6.0,-1.0,-0.17,-0.26,9.1,7.3,1.8,0.31,0.41,Matches
Geuvânio,br BRA,"FW,MF",27.0,12,471.0,39.0,13.8,5.2,5,69.0,1.0,7,18.0,6,0.83,4.0,5.0,-1.0,-0.19,-0.28,6.9,6.9,0.1,0.01,0.06,Matches
Reinaldo,br BRA,"MF,FW",18.0,11,404.0,37.0,11.8,4.5,4,72.0,0.0,7,17.0,9,1.82,2.0,2.0,0.0,0.0,-0.06,4.1,4.6,-0.5,-0.12,-0.09,Matches
Jádson,br BRA,"MF,FW",36.0,9,386.0,43.0,11.3,4.3,4,70.0,1.0,5,21.0,4,1.67,5.0,2.0,3.0,0.7,0.73,4.8,4.6,0.1,0.03,0.08,Matches
Jandrei,br BRA,GK,26.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,33,1.0,3.0,3.0,0.0,0.0,-0.06,6.2,4.6,1.7,0.42,0.51,Matches
Lucho González,ar ARG,MF,39.0,12,348.0,29.0,10.2,3.9,4,57.0,0.0,8,15.0,13,0.92,1.0,4.0,-3.0,-0.78,-0.92,3.9,4.9,-1.0,-0.26,-0.24,Matches
Vinicius Mingotti,br BRA,FW,20.0,6,289.0,48.0,8.5,3.2,4,63.0,0.0,2,19.0,1,1.0,3.0,6.0,-3.0,-0.93,-1.08,4.3,4.2,0.1,0.03,0.07,Matches
Jaime Alvarado,co COL,MF,20.0,14,383.0,27.0,11.2,4.3,3,69.0,0.0,11,16.0,18,1.64,6.0,9.0,-3.0,-0.7,-0.85,7.3,8.8,-1.5,-0.36,-0.36,Matches
Pedrinho,br BRA,"FW,MF",20.0,9,350.0,39.0,10.2,3.9,3,62.0,0.0,6,27.0,3,0.44,2.0,5.0,-3.0,-0.77,-0.92,5.4,4.4,1.0,0.26,0.34,Matches
Marquinhos Gabriel,br BRA,"MF,FW",29.0,4,223.0,56.0,6.5,2.5,3,65.0,0.0,1,27.0,0,0.75,2.0,5.0,-3.0,-1.21,-1.35,3.2,3.4,-0.2,-0.08,-0.05,Matches
Jorginho,br BRA,"FW,MF",29.0,4,195.0,49.0,5.7,2.2,2,72.0,0.0,2,26.0,5,1.0,2.0,4.0,-2.0,-0.92,-1.03,2.0,3.9,-1.9,-0.89,-0.91,Matches
