Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Leo Gomes,br BRA,DF,22.0,2,126.0,63.0,3.7,1.4,2,63.0,0.0,0,,10,0.5,1.0,4.0,-3.0,-2.14,-2.28,1.4,2.3,-0.9,-0.62,-0.6,Matches
Ravanelli,br BRA,"MF,FW",22.0,11,279.0,25.0,8.2,3.1,1,75.0,0.0,10,20.0,4,1.09,4.0,3.0,1.0,0.32,0.29,6.6,4.0,2.7,0.86,0.98,Matches
Walter,br BRA,"FW,MF",30.0,17,264.0,16.0,7.7,2.9,1,45.0,0.0,16,14.0,13,0.94,1.0,6.0,-5.0,-1.7,-1.9,3.9,5.4,-1.5,-0.51,-0.51,Matches
João Victor,br BRA,DF,17.0,3,121.0,40.0,3.5,1.3,1,90.0,1.0,2,16.0,7,0.0,0.0,4.0,-4.0,-2.98,-3.14,1.0,3.6,-2.6,-1.91,-1.94,Matches
Bento,br BRA,GK,20.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,6,0.0,0.0,3.0,-3.0,-3.0,-3.14,0.5,3.2,-2.7,-2.71,-2.75,Matches
Bruno Leite,br BRA,"FW,MF",19.0,3,43.0,14.0,1.3,0.5,0,,0.0,3,14.0,16,0.33,0.0,0.0,0.0,0.0,-0.05,0.7,0.1,0.7,1.4,1.46,Matches
Kawan,br BRA,MF,17.0,1,34.0,34.0,1.0,0.4,0,,0.0,1,34.0,5,3.0,0.0,0.0,0.0,0.0,-0.05,0.4,0.1,0.3,0.69,0.74,Matches
Luan Patrick,br BRA,MF,18.0,1,21.0,21.0,0.6,0.2,0,,0.0,1,21.0,1,1.0,1.0,0.0,1.0,4.29,4.26,0.2,0.2,0.0,-0.16,-0.12,Matches
Jajá,br BRA,FW,18.0,1,19.0,19.0,0.6,0.2,0,,0.0,1,19.0,3,0.0,0.0,0.0,0.0,0.0,-0.05,0.2,0.1,0.1,0.59,0.63,Matches
Anderson,br BRA,GK,21.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Iago,br BRA,MF,18.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Julimar,br BRA,FW,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Squad Total,,,25.4,38,3420.0,90.0,100.0,38.0,418,81.0,235.0,180,20.0,265,1.39,38.0,36.0,2.0,0.05,,45.6,47.0,-1.4,-0.04,,
Opponent Total,,,26.4,38,3420.0,90.0,100.0,38.0,418,81.0,239.0,175,22.0,256,1.39,36.0,38.0,-2.0,-0.05,,47.0,45.6,1.4,0.04,,
