Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
12,Internacional,19,8,6,5,29,22,7,30,1.58,28.8,26.3,2.5,0.13,19,4,6,9,15,20,-5,18,0.95,21.9,28.2,-6.3,-0.33
13,São Paulo,19,7,9,3,18,15,3,30,1.58,24.2,15.9,8.3,0.43,19,4,6,9,13,24,-11,18,0.95,21.3,25.7,-4.4,-0.23
14,Ath Paranaense,19,8,5,6,23,21,2,29,1.53,25.9,20.6,5.2,0.27,19,5,3,11,18,24,-6,18,0.95,15.9,24.8,-8.9,-0.47
15,Cuiabá,19,7,6,6,18,20,-2,27,1.42,23.7,19.5,4.2,0.22,19,3,11,5,16,17,-1,20,1.05,12.9,25.9,-13.0,-0.69
16,Juventude,19,9,6,4,19,15,4,33,1.74,20.9,16.9,3.9,0.21,19,2,7,10,17,29,-12,13,0.68,16.6,25.4,-8.8,-0.46
