Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Wéverton,br BRA,GK,29.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Moreira,br BRA,DF,30.0,29,29,2431.0,27.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.07,0.11,0.19,0.07,0.19,Matches
Thiago Heleno,br BRA,DF,28.0,28,28,2507.0,27.9,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Sidcley,br BRA,"DF,MF",23.0,35,27,2411.0,26.8,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,0.22,0.15,0.37,0.22,0.37,Matches
Lucho González,ar ARG,MF,36.0,26,26,1700.0,18.9,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches
Wanderson,br BRA,DF,25.0,25,25,2240.0,24.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Nikão,br BRA,"FW,MF",24.0,29,24,2187.0,24.3,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,0.08,0.08,0.16,0.04,0.12,Matches
Paulo André,br BRA,DF,33.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Esteban Pavez,cl CHI,MF,26.0,21,21,1804.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Rossetto,br BRA,MF,20.0,31,19,1775.0,19.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches
Fabrício,br BRA,"DF,MF",30.0,20,18,1713.0,19.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Guilherme,br BRA,"FW,MF",28.0,21,18,1675.0,18.6,5.0,5.0,10.0,5.0,0.0,0.0,5.0,0.0,0.27,0.27,0.54,0.27,0.54,Matches
Pablo,br BRA,"FW,MF",24.0,22,16,1364.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.13,0.07,0.13,Matches
Ribamar,br BRA,FW,19.0,19,16,1323.0,14.7,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches
Douglas Coutinho,br BRA,"FW,MF",22.0,26,15,1493.0,16.6,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches
Otávio,br BRA,MF,22.0,13,13,1170.0,13.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.08,0.15,0.23,0.08,0.23,Matches
Lucas Fernandes,br BRA,"FW,MF",22.0,14,9,799.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Eduardo Henrique,br BRA,MF,21.0,15,8,858.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Éderson,br BRA,FW,27.0,18,8,809.0,9.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.22,0.22,0.44,0.11,0.33,Matches
Gustavo Cascardo,br BRA,DF,19.0,10,6,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Grafite,br BRA,FW,37.0,9,6,492.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
