Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Bento,br BRA,GK,22.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Henrique,br BRA,DF,26.0,28,26,2305.0,25.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.2,1.2,0.3,1.6,12.0,71.0,2.0,0.0,0.04,0.04,0.0,0.04,0.05,0.01,0.06,0.05,0.06,Matches
David Terans,uy URU,MF,27.0,31,26,2009.0,22.3,12.0,4.0,16.0,6.0,6.0,7.0,3.0,0.0,9.8,4.3,4.4,8.7,45.0,78.0,105.0,0.54,0.18,0.72,0.27,0.45,0.44,0.2,0.63,0.19,0.39,Matches
Abner,br BRA,DF,21.0,28,25,2106.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,2.2,3.4,29.0,139.0,68.0,0.04,0.09,0.13,0.04,0.13,0.05,0.09,0.15,0.05,0.15,Matches
Khellven,br BRA,DF,20.0,28,22,2103.0,23.4,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.3,0.5,3.5,4.0,39.0,66.0,111.0,0.04,0.09,0.13,0.0,0.09,0.05,0.15,0.2,0.02,0.17,Matches
Hugo Moura,br BRA,MF,24.0,25,21,1750.0,19.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.5,0.5,0.5,1.0,22.0,56.0,14.0,0.05,0.0,0.05,0.05,0.05,0.02,0.03,0.05,0.02,0.05,Matches
Erick,br BRA,MF,24.0,31,20,1849.0,20.5,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,0.9,3.6,13.0,80.0,25.0,0.15,0.0,0.15,0.15,0.15,0.13,0.04,0.17,0.13,0.17,Matches
Matheus Felipe,br BRA,DF,23.0,23,19,1779.0,19.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,0.2,0.8,11.0,56.0,3.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches
Tomás Cuello,ar ARG,FW,21.0,31,19,1616.0,18.0,2.0,4.0,6.0,2.0,0.0,0.0,6.0,1.0,2.3,2.3,2.4,4.7,76.0,73.0,163.0,0.11,0.22,0.33,0.11,0.33,0.13,0.13,0.26,0.13,0.26,Matches
