Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Santos,br BRA,GK,29.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abner,br BRA,DF,19.0,34,30,2833.0,31.5,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,3.9,5.9,64.0,142.0,171.0,0.1,0.1,0.19,0.1,0.19,0.06,0.12,0.19,0.06,0.19,Matches
Pedro Henrique,br BRA,DF,24.0,30,30,2646.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,21.0,119.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Thiago Heleno,br BRA,DF,31.0,29,29,2555.0,28.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,2.0,1.4,1.4,0.1,1.5,9.0,142.0,3.0,0.07,0.04,0.11,0.07,0.11,0.05,0.0,0.05,0.05,0.05,Matches
Léo Cittadini,br BRA,MF,25.0,31,29,2395.0,26.6,5.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,6.8,6.8,1.2,8.0,55.0,98.0,110.0,0.19,0.0,0.19,0.19,0.19,0.26,0.05,0.3,0.26,0.3,Matches
Nikão,br BRA,"FW,MF",27.0,26,25,2148.0,23.9,3.0,4.0,7.0,3.0,0.0,1.0,5.0,0.0,4.3,3.5,5.3,8.7,39.0,141.0,196.0,0.13,0.17,0.29,0.13,0.29,0.18,0.22,0.4,0.15,0.37,Matches
Renato Kayser,br BRA,FW,23.0,27,24,2005.0,22.3,8.0,2.0,10.0,8.0,0.0,0.0,3.0,0.0,7.8,7.8,1.2,9.0,25.0,27.0,100.0,0.36,0.09,0.45,0.36,0.45,0.35,0.06,0.4,0.35,0.4,Matches
Christian,br BRA,MF,19.0,30,22,1967.0,21.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,3.0,33.0,132.0,74.0,0.09,0.0,0.09,0.09,0.09,0.04,0.09,0.14,0.04,0.14,Matches
Richard,br BRA,MF,25.0,28,21,1765.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.7,0.7,0.8,1.5,12.0,85.0,21.0,0.0,0.05,0.05,0.0,0.05,0.04,0.04,0.07,0.04,0.07,Matches
Carlos Eduardo,br BRA,"FW,MF",23.0,30,20,1709.0,19.0,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,5.6,5.6,3.6,9.2,55.0,38.0,173.0,0.37,0.21,0.58,0.37,0.58,0.29,0.19,0.48,0.29,0.48,Matches
Jonathan Moreira,br BRA,DF,33.0,18,18,1393.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.6,0.7,37.0,117.0,60.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,Matches
Erick,br BRA,"DF,MF",22.0,19,17,1514.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.8,1.8,0.9,2.8,27.0,76.0,44.0,0.0,0.06,0.06,0.0,0.06,0.11,0.06,0.17,0.11,0.17,Matches
Wellington Martins,br BRA,MF,29.0,20,17,1420.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.2,0.5,0.7,11.0,98.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Khellven,br BRA,DF,18.0,21,9,928.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.7,1.8,15.0,39.0,51.0,0.0,0.19,0.19,0.0,0.19,0.01,0.16,0.18,0.01,0.18,Matches
Fernando Canesin,br BRA,"MF,FW",27.0,16,9,757.0,8.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.5,1.3,22.0,28.0,36.0,0.12,0.36,0.48,0.12,0.48,0.09,0.06,0.15,0.09,0.15,Matches
Vitinho,br BRA,"FW,MF",20.0,13,8,739.0,8.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.4,2.4,2.0,4.4,28.0,19.0,103.0,0.49,0.12,0.61,0.49,0.61,0.3,0.24,0.54,0.3,0.54,Matches
Fabinho,br BRA,"FW,MF",20.0,13,6,702.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.4,3.1,20.0,23.0,100.0,0.13,0.0,0.13,0.13,0.13,0.22,0.18,0.4,0.22,0.4,Matches
Zé Ivaldo,br BRA,DF,22.0,14,6,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Lucas Halter,br BRA,DF,19.0,9,6,604.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,8.0,34.0,0.0,0.0,0.15,0.15,0.0,0.15,0.2,0.02,0.21,0.2,0.21,Matches
Guilherme Bissoli,br BRA,FW,22.0,15,6,544.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.9,1.0,5.0,36.0,0.0,0.17,0.17,0.0,0.17,0.16,0.15,0.31,0.16,0.31,Matches
Márcio Azevedo,br BRA,DF,33.0,6,6,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,11.0,42.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches
Felipe Aguilar,co COL,DF,27.0,11,5,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Geuvânio,br BRA,"FW,MF",27.0,12,5,471.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.7,2.5,24.0,16.0,54.0,0.19,0.19,0.38,0.19,0.38,0.15,0.32,0.47,0.15,0.47,Matches
Reinaldo,br BRA,"MF,FW",18.0,11,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,16.0,8.0,51.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.18,0.16,0.18,Matches
Jádson,br BRA,"MF,FW",36.0,9,4,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,3.0,44.0,20.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.27,0.07,0.27,Matches
Jandrei,br BRA,GK,26.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucho González,ar ARG,MF,39.0,12,4,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.8,2.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,Matches
Vinicius Mingotti,br BRA,FW,20.0,6,4,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches
Jaime Alvarado,co COL,MF,20.0,14,3,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,3.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Pedrinho,br BRA,"FW,MF",20.0,9,3,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,1.0,13.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.25,0.18,0.25,Matches
Marquinhos Gabriel,br BRA,"MF,FW",29.0,4,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches
Jorginho,br BRA,"FW,MF",29.0,4,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches
Leo Gomes,br BRA,DF,22.0,2,2,126.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,5.0,0.0,0.71,0.71,0.0,0.71,0.0,0.29,0.29,0.0,0.29,Matches
Ravanelli,br BRA,"MF,FW",22.0,11,1,279.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.7,2.2,2.0,20.0,27.0,0.32,0.32,0.65,0.32,0.65,0.46,0.24,0.7,0.46,0.7,Matches
Walter,br BRA,"FW,MF",30.0,17,1,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.6,3.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.2,0.19,0.2,Matches
João Victor,br BRA,DF,17.0,3,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches
Bento,br BRA,GK,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Leite,br BRA,"FW,MF",19.0,3,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.71,Matches
Kawan,br BRA,MF,17.0,1,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luan Patrick,br BRA,MF,18.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Jajá,br BRA,FW,18.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Iago,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Julimar,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.4,38,418,3420.0,38.0,38.0,27.0,65.0,38.0,0.0,1.0,80.0,3.0,45.6,44.8,32.6,77.4,578.0,1622.0,1611.0,1.0,0.71,1.71,1.0,1.71,1.2,0.86,2.06,1.18,2.04,
Opponent Total,,,26.4,38,418,3420.0,38.0,34.0,24.0,58.0,31.0,3.0,6.0,75.0,6.0,47.0,42.5,33.2,75.6,663.0,1396.0,1384.0,0.89,0.63,1.53,0.82,1.45,1.24,0.87,2.11,1.12,1.99,
