Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Santos,br BRA,GK,27.0,32,32,2880,32.0,28,0.87,132,111,84.1,13,8,11,15,46.9,7,7,0,0,0.0,Matches
Felipe Alves Raymundo,br BRA,GK,29.0,6,6,540,6.0,9,1.5,25,19,72.0,3,1,2,1,16.7,3,2,1,0,33.3,Matches
Squad Total,,,26.1,38,38,3420,38.0,37,0.97,157,130,82.2,16,9,13,16,42.1,10,9,1,0,10.0,
Opponent Total,,,27.1,38,38,3420,38.0,52,1.37,175,125,71.4,13,9,16,12,31.6,2,2,0,0,0.0,
