Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Esquivel,ar ARG,DF,22.0,30.2,1407,1834,76.7,26679,9500,549,622,88.3,678,817,83.0,158,320,49.4,4,4.5,4.6,-0.5,38,156,40,25,178,Matches
Erick,br BRA,"MF,DF",26.0,28.4,968,1131,85.6,17901,5021,373,418,89.2,481,536,89.7,96,129,74.4,1,1.5,1.4,-0.5,17,115,11,1,119,Matches
Kaique Rocha,br BRA,DF,22.0,27.6,1111,1272,87.3,21534,8396,357,393,90.8,657,716,91.8,90,143,62.9,1,1.3,0.8,-0.3,17,71,10,2,84,Matches
Thiago Heleno,br BRA,DF,35.0,25.3,1009,1186,85.1,23142,9153,244,270,90.4,561,601,93.3,198,297,66.7,1,0.8,0.7,0.2,8,81,5,0,58,Matches
Tomás Cuello,ar ARG,"FW,MF",23.0,22.3,602,867,69.4,10764,3495,270,320,84.4,259,347,74.6,60,140,42.9,5,4.2,4.0,0.8,43,54,30,12,88,Matches
Leonardo Godoy,ar ARG,DF,28.0,18.2,509,727,70.0,9397,4240,194,222,87.4,253,346,73.1,53,131,40.5,2,1.0,1.0,1.0,10,51,15,8,61,Matches
Pablo,br BRA,"FW,MF",31.0,18.9,338,454,74.4,5592,1005,162,213,76.1,133,162,82.1,29,43,67.4,2,1.8,1.5,0.2,23,20,12,1,52,Matches
Nikão,br BRA,"FW,MF",31.0,18.0,603,764,78.9,12065,2725,241,275,87.6,244,294,83.0,110,166,66.3,2,2.9,2.9,-0.9,50,59,22,7,89,Matches
Julimar,br BRA,"FW,MF",23.0,18.5,433,578,74.9,6708,1251,233,275,84.7,168,210,80.0,21,37,56.8,2,2.3,2.3,-0.3,27,20,19,8,43,Matches
Mycael,br BRA,GK,19.0,17.4,264,405,65.2,8506,6785,51,51,100.0,99,99,100.0,110,249,44.2,0,0.0,0.0,0.0,1,9,0,0,0,Matches
Fernandinho,br BRA,MF,38.0,17.2,799,1004,79.6,15318,5893,321,365,87.9,364,415,87.7,105,191,55.0,3,2.4,2.8,0.6,37,138,28,3,168,Matches
Christian,br BRA,"MF,FW",23.0,16.7,403,507,79.5,6301,1694,210,239,87.9,154,182,84.6,29,50,58.0,0,1.8,0.9,-1.8,14,37,11,2,58,Matches
Mateo Gamarra,py PAR,DF,23.0,16.5,665,826,80.5,13107,5827,212,239,88.7,366,409,89.5,81,158,51.3,0,0.2,0.2,-0.2,2,61,3,0,59,Matches
Gabriel,br BRA,MF,31.0,15.9,766,858,89.3,13531,3603,339,368,92.1,344,377,91.2,69,81,85.2,2,0.3,0.5,1.7,12,90,9,2,103,Matches
Bruno Zapelli,ar ARG,"MF,FW",21.0,15.7,536,738,72.6,8593,2366,280,333,84.1,177,239,74.1,54,113,47.8,5,4.7,4.6,0.3,47,49,30,7,82,Matches
