Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-10,16:00,Série A,Matchweek 1,Sun,Home,W,3,0,Internacional,39.0,10499.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-05-16,18:30,Série A,Matchweek 2,Sat,Away,L,0,2,Goiás,59.0,100.0,,4-2-3-1,4-3-1-2,Heber Roberto Lopes,Match Report,
2015-05-24,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,Atlético Mineiro,36.0,13510.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-05-30,21:00,Série A,Matchweek 4,Sat,Away,W,2,1,Joinville,46.0,9144.0,,4-2-3-1,4-4-2,Avelar Rodrigo Da Silva,Match Report,
2015-06-03,19:30,Série A,Matchweek 5,Wed,Home,W,1,0,Figueirense,48.0,13637.0,,4-4-1-1,4-1-2-1-2,Marcelo de Lima Henrique,Match Report,
2015-06-06,22:00,Série A,Matchweek 6,Sat,Home,W,2,0,Vasco da Gama,45.0,15177.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-06-14,16:00,Série A,Matchweek 7,Sun,Away,L,1,2,Grêmio,44.0,17781.0,,4-2-3-1,4-4-1-1,Marcos Andre Gomes da Penha,Match Report,
2015-06-21,16:00,Série A,Matchweek 8,Sun,Home,D,2,2,Coritiba,51.0,26773.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Away,L,1,2,Ponte Preta,48.0,4858.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2015-07-01,22:00,Série A,Matchweek 10,Wed,Home,W,2,1,São Paulo,47.0,22016.0,,4-2-3-1,4-3-1-2,Elmo Alves Resende Cunha,Match Report,
2015-07-04,21:00,Série A,Matchweek 11,Sat,Away,L,0,2,Cruzeiro,47.0,7427.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-07-09,19:30,Série A,Matchweek 12,Thu,Away,L,0,2,Corinthians,52.0,32442.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-07-12,16:00,Série A,Matchweek 13,Sun,Home,L,1,2,Fluminense,59.0,17522.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-07-19,11:00,Série A,Matchweek 14,Sun,Home,W,1,0,Chapecoense,57.0,15411.0,,4-2-3-1,4-3-2-1,Luis César De Oliveira Magalhães,Match Report,
2015-07-25,18:30,Série A,Matchweek 15,Sat,Away,W,2,1,Avaí,56.0,4919.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2015-08-02,11:00,Série A,Matchweek 16,Sun,Away,W,1,0,Palmeiras,53.0,38794.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-08-09,11:00,Série A,Matchweek 17,Sun,Home,D,1,1,Sport Recife,58.0,24826.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-08-12,19:30,Série A,Matchweek 18,Wed,Away,L,2,3,Flamengo,48.0,20881.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-08-15,18:30,Série A,Matchweek 19,Sat,Home,D,0,0,Santos,60.0,19849.0,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2015-08-20,21:15,Sudamericana,Second stage,Thu,Away,W,2,0,br Joinville,,,,,,Christian Ferreyra,Match Report,Leg 1 of 2
2015-08-23,16:00,Série A,Matchweek 20,Sun,Away,L,0,2,Internacional,52.0,22393.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2015-08-27,21:15,Sudamericana,Second stage,Thu,Home,W,1,0,br Joinville,,,,,,Wilson Lamouroux,Match Report,Leg 2 of 2; Ath Paranaense won
2015-08-30,18:30,Série A,Matchweek 21,Sun,Home,W,3,0,Goiás,61.0,14348.0,,4-2-3-1,4-3-3,Jailson Macêdo Freitas,Match Report,
2015-09-02,21:00,Série A,Matchweek 22,Wed,Away,W,1,0,Atlético Mineiro,49.0,12064.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-09-05,21:00,Série A,Matchweek 23,Sat,Home,D,0,0,Joinville,75.0,14715.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2015-09-09,21:00,Série A,Matchweek 24,Wed,Away,D,1,1,Figueirense,50.0,5890.0,,4-2-3-1,4-4-2,Dewson Fernando Freitas da Silva,Match Report,
2015-09-13,16:00,Série A,Matchweek 25,Sun,Away,L,0,2,Vasco da Gama,55.0,10805.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-09-16,21:00,Série A,Matchweek 26,Wed,Home,L,1,2,Grêmio,48.0,13619.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2015-09-20,18:30,Série A,Matchweek 27,Sun,Away,L,0,2,Coritiba,60.0,30867.0,,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,
2015-09-23,22:00,Sudamericana,Round of 16,Wed,Home,W,1,0,br Brasilia,,,,,,Gery Vargas,Match Report,Leg 1 of 2
