Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Santos,br BRA,GK,27.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,3,1.47,42.0,28.0,14.0,0.44,-0.06,Matches
Pablo,br BRA,"FW,MF",25.0,33,2730.0,83.0,79.8,30.3,30,88.0,25.0,3,31.0,2,1.58,45.0,29.0,16.0,0.53,0.4,Matches
Nikão,br BRA,"FW,MF",25.0,32,2311.0,72.0,67.6,25.7,26,83.0,14.0,6,26.0,3,1.59,37.0,24.0,13.0,0.51,0.18,Matches
Raphael Veiga,br BRA,MF,22.0,31,2124.0,69.0,62.1,23.6,24,85.0,15.0,7,11.0,4,1.58,35.0,20.0,15.0,0.64,0.5,Matches
Lucho González,ar ARG,MF,37.0,27,1750.0,65.0,51.2,19.4,23,73.0,7.0,4,21.0,5,1.33,25.0,17.0,8.0,0.41,-0.07,Matches
Bruno Guimarães,br BRA,MF,20.0,32,1953.0,61.0,57.1,21.7,21,83.0,13.0,11,18.0,4,1.66,37.0,18.0,19.0,0.88,1.0,Matches
Renan Lodi,br BRA,"DF,MF",19.0,24,1848.0,77.0,54.0,20.5,21,84.0,17.0,3,26.0,12,1.58,34.0,14.0,20.0,0.97,1.15,Matches
Jonathan Moreira,br BRA,DF,31.0,23,1828.0,79.0,53.5,20.3,21,84.0,17.0,2,27.0,5,1.83,37.0,17.0,20.0,0.98,1.15,Matches
Thiago Heleno,br BRA,DF,29.0,20,1716.0,86.0,50.2,19.1,20,86.0,19.0,0,,6,1.25,24.0,21.0,3.0,0.16,-0.58,Matches
Marcinho,br BRA,"FW,MF",22.0,25,1591.0,64.0,46.5,17.7,19,78.0,10.0,6,19.0,12,1.64,22.0,17.0,5.0,0.28,-0.31,Matches
Zé Ivaldo,br BRA,DF,20.0,19,1569.0,83.0,45.9,17.4,18,86.0,16.0,1,14.0,14,1.47,25.0,20.0,5.0,0.29,-0.3,Matches
Léo Pereira,br BRA,DF,22.0,18,1537.0,85.0,44.9,17.1,17,90.0,17.0,1,6.0,11,1.72,23.0,13.0,10.0,0.59,0.25,Matches
Wellington Martins,br BRA,MF,27.0,19,1490.0,78.0,43.6,16.6,17,86.0,14.0,2,10.0,3,2.11,26.0,10.0,16.0,0.97,0.92,Matches
Guilherme Camacho,br BRA,MF,27.0,19,1434.0,75.0,41.9,15.9,16,86.0,10.0,3,18.0,15,1.32,17.0,22.0,-5.0,-0.31,-1.31,Matches
Marcelo Cirino,br BRA,"FW,MF",26.0,17,1002.0,59.0,29.3,11.1,13,72.0,4.0,4,18.0,2,1.88,18.0,6.0,12.0,1.08,0.89,Matches
Wanderson,br BRA,DF,26.0,15,1271.0,85.0,37.2,14.1,12,87.0,10.0,3,75.0,19,1.13,16.0,17.0,-1.0,-0.07,-0.82,Matches
Thiago Carleto,br BRA,"DF,MF",28.0,12,1037.0,86.0,30.3,11.5,12,86.0,10.0,0,,0,0.75,9.0,12.0,-3.0,-0.26,-1.02,Matches
Guilherme,br BRA,"FW,MF",29.0,14,934.0,67.0,27.3,10.4,11,79.0,4.0,3,22.0,13,0.86,8.0,15.0,-7.0,-0.67,-1.54,Matches
Paulo André,br BRA,DF,34.0,11,928.0,84.0,27.1,10.3,11,84.0,10.0,0,,3,1.55,18.0,6.0,12.0,1.16,0.98,Matches
Matheus Rossetto,br BRA,MF,21.0,18,1070.0,59.0,31.3,11.9,10,85.0,6.0,8,28.0,18,1.39,15.0,14.0,1.0,0.08,-0.53,Matches
Bergson da Silva,br BRA,FW,26.0,16,871.0,54.0,25.5,9.7,9,88.0,7.0,7,11.0,20,0.94,12.0,15.0,-3.0,-0.31,-1.02,Matches
Diego,br BRA,DF,21.0,9,701.0,78.0,20.5,7.8,7,86.0,6.0,2,49.0,17,1.78,11.0,9.0,2.0,0.26,-0.24,Matches
Rony,br BRA,"FW,MF",22.0,15,662.0,44.0,19.4,7.4,6,82.0,2.0,9,19.0,3,1.73,17.0,8.0,9.0,1.22,0.96,Matches
Márcio Azevedo,br BRA,DF,31.0,11,607.0,55.0,17.7,6.7,6,91.0,6.0,5,12.0,13,1.73,10.0,13.0,-3.0,-0.44,-1.08,Matches
Felipe Alves Raymundo,br BRA,GK,29.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,31,1.67,12.0,9.0,3.0,0.5,0.06,Matches
Esteban Pavez,cl CHI,MF,27.0,7,501.0,72.0,14.6,5.6,6,74.0,4.0,1,58.0,2,0.71,7.0,7.0,0.0,0.0,-0.52,Matches
Bruno Nazário,br BRA,"FW,MF",22.0,9,284.0,32.0,8.3,3.2,2,70.0,0.0,7,21.0,1,1.67,3.0,2.0,1.0,0.32,-0.14,Matches
Ribamar,br BRA,FW,20.0,3,105.0,35.0,3.1,1.2,1,56.0,0.0,2,25.0,6,1.33,1.0,1.0,0.0,0.0,-0.46,Matches
Nicolas,br BRA,DF,20.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,1,0.0,1.0,2.0,-1.0,-1.0,-1.49,Matches
Éderson,br BRA,FW,28.0,4,102.0,26.0,3.0,1.1,0,,0.0,4,25.0,8,1.0,4.0,1.0,3.0,2.65,2.27,Matches
Anderson Plata,co COL,"FW,MF",27.0,3,60.0,20.0,1.8,0.7,0,,0.0,3,19.0,9,2.0,1.0,0.0,1.0,1.5,1.07,Matches
Gabriel Taliari,br BRA,FW,20.0,3,41.0,14.0,1.2,0.5,0,,0.0,3,13.0,3,0.0,0.0,0.0,0.0,0.0,-0.45,Matches
Crysan,br BRA,"FW,MF",21.0,1,17.0,17.0,0.5,0.2,0,,0.0,1,16.0,5,3.0,0.0,0.0,0.0,0.0,-0.45,Matches
Deivid,br BRA,MF,29.0,1,5.0,5.0,0.1,0.1,0,,0.0,1,4.0,4,3.0,2.0,0.0,2.0,36.0,35.6,Matches
Caio Alan,br BRA,GK,21.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Matheus Anjos,br BRA,MF,19.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Yago César,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Eder,br BRA,DF,22.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Felipe Gedoz,br BRA,"FW,MF",24.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Arthur Jose Gregio,br BRA,MF,21.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Juliano,br BRA,GK,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Léo,br BRA,GK,27.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Lucas Macanhan,br BRA,GK,23.0,0,,,,,0,,0.0,0,,9,,,,,,,Matches
Reginaldo,br BRA,"DF,MF",24.0,0,,,,,0,,0.0,0,,14,,,,,,,Matches
Squad Total,,,26.1,38,3420.0,90.0,100.0,38.0,418,84.0,,112,21.0,319,1.5,54.0,37.0,17.0,0.45,,
Opponent Total,,,27.1,38,3420.0,90.0,100.0,38.0,418,84.0,,114,24.0,309,1.26,37.0,54.0,-17.0,-0.45,,
