Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Bento,br BRA,GK,23.0,33.0,886,517,362,72,1,0,0,0,0,0,0,0,580,7,1,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,1526,1439,83,81,1,15,0,0,0,0,0,0,1276,4,7,Matches
Erick,br BRA,MF,25.0,27.8,1148,1118,26,20,4,15,4,6,0,0,0,0,982,4,12,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,1042,907,130,43,12,10,146,6,79,34,44,0,769,5,23,Matches
Fernandinho,br BRA,MF,37.0,21.5,1222,1154,66,53,8,22,13,13,0,0,0,0,1029,2,15,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,840,768,70,7,7,5,69,40,23,4,9,0,639,2,29,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,994,831,159,12,1,6,123,123,24,10,10,0,670,4,37,Matches
Vitor Roque,br BRA,FW,17.0,19.0,267,221,45,2,1,0,6,5,0,0,0,0,195,1,18,Matches
Cacá,br BRA,DF,23.0,18.8,752,727,23,22,0,9,4,1,0,0,0,0,612,2,8,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,1072,816,253,51,1,7,86,174,28,8,16,1,794,3,21,Matches
Hugo Moura,br BRA,MF,25.0,14.7,625,601,22,16,0,18,7,6,0,0,0,0,525,2,10,Matches
Pablo,br BRA,FW,30.0,15.5,442,410,29,8,2,4,10,4,0,0,0,0,338,3,15,Matches
Christian,br BRA,"MF,FW",22.0,15.1,613,583,27,4,2,5,21,22,1,0,1,0,489,3,25,Matches
Mádson,br BRA,"DF,MF",31.0,14.8,519,390,126,9,0,2,19,117,0,0,0,0,356,3,6,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,12.7,583,523,54,9,9,7,39,7,33,9,13,0,438,6,15,Matches
Khellven,br BRA,DF,21.0,11.1,468,350,113,10,2,3,40,91,12,3,7,0,318,5,14,Matches
Zé Ivaldo,br BRA,DF,25.0,11.3,567,527,38,28,0,19,3,10,0,0,0,0,457,2,5,Matches
Pedro Henrique,br BRA,DF,27.0,9.5,472,455,17,17,0,14,4,0,0,0,0,0,399,0,3,Matches
Alex Santana,br BRA,MF,27.0,11.1,434,420,14,13,0,4,3,1,0,0,0,0,378,0,7,Matches
Kaique Rocha,br BRA,DF,21.0,7.2,304,291,12,7,0,1,0,2,0,0,0,0,266,1,5,Matches
Matheus Felipe,br BRA,DF,24.0,5.9,245,230,14,11,0,4,0,3,0,0,0,0,205,1,1,Matches
Willian,br BRA,"FW,MF",36.0,6.4,156,143,13,0,0,1,2,1,0,0,0,0,128,0,2,Matches
Fernando,br BRA,DF,23.0,5.3,322,264,57,3,0,2,21,54,0,0,0,0,260,1,5,Matches
Arturo Vidal,cl CHI,MF,35.0,4.2,179,162,16,8,0,2,7,5,2,1,0,0,143,1,4,Matches
Rômulo,br BRA,"FW,MF",20.0,5.7,192,175,16,2,0,1,10,12,0,0,0,0,131,1,10,Matches
Leonardo Linck,br BRA,GK,21.0,5.0,132,78,54,24,0,0,0,0,0,0,0,0,77,0,1,Matches
David Terans,uy URU,"MF,FW",28.0,4.4,139,114,23,5,2,4,20,4,13,4,8,0,102,2,3,Matches
Vinicius Kaue,br BRA,"DF,MF",19.0,3.8,222,182,40,4,0,0,9,36,0,0,0,0,175,0,9,Matches
Pedro Henrique,br BRA,"DF,MF",20.0,4.0,200,167,31,4,0,0,6,27,0,0,0,0,155,2,3,Matches
Léo Cittadini,br BRA,"MF,FW",28.0,2.2,79,73,6,4,0,0,6,0,1,0,1,0,65,0,3,Matches
Thiago,br BRA,"FW,MF",22.0,2.5,82,81,1,0,0,0,2,1,0,0,0,0,69,0,3,Matches
Luciano Arriagada,cl CHI,"FW,MF",20.0,2.1,51,49,2,0,0,0,1,0,0,0,0,0,39,0,2,Matches
Bruno Peres,br BRA,"DF,MF",32.0,1.7,86,71,15,2,0,2,3,13,0,0,0,0,71,0,2,Matches
Marcelo Cirino,br BRA,"FW,MF",31.0,1.1,18,18,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Lucas Belezi,br BRA,DF,19.0,0.5,20,19,1,1,0,0,1,0,0,0,0,0,15,0,0,Matches
Reinaldo,br BRA,FW,21.0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Chiqueti,br BRA,MF,17.0,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
Danielzinho,br BRA,FW,20.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Dudu,br BRA,MF,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bryan García,ec ECU,MF,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.1,38.0,16909,14884,1958,552,53,182,685,784,216,73,109,1,13162,67,325,
Opponent Total,,,27.6,38.0,18062,15978,2021,616,39,128,703,759,186,83,63,0,14321,63,357,
