Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Otávio,br BRA,MF,21.0,35,35,3128.0,34.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Thiago Heleno,br BRA,DF,27.0,33,33,2954.0,32.8,4.0,0.0,4.0,2.0,2.0,2.0,7.0,0.0,0.12,0.0,0.12,0.06,0.06,Matches
Wéverton,br BRA,GK,28.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo,br BRA,"FW,MF",23.0,33,30,2624.0,29.2,9.0,0.0,9.0,9.0,0.0,0.0,5.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Leonardo Morais,br BRA,DF,24.0,30,30,2537.0,28.2,1.0,2.0,3.0,1.0,0.0,0.0,12.0,1.0,0.04,0.07,0.11,0.04,0.11,Matches
Hernani,br BRA,MF,21.0,30,28,2453.0,27.3,6.0,1.0,7.0,4.0,2.0,2.0,8.0,0.0,0.22,0.04,0.26,0.15,0.18,Matches
Paulo André,br BRA,DF,32.0,26,26,2311.0,25.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches
Sidcley,br BRA,"DF,MF",22.0,26,22,1981.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
André Lima,br BRA,FW,30.0,26,21,1820.0,20.2,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches
Lucas Fernandes,br BRA,"FW,MF",21.0,20,15,1203.0,13.4,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches
Nikão,br BRA,"FW,MF",23.0,19,13,1274.0,14.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.07,0.14,0.21,0.07,0.21,Matches
Nicolas,br BRA,DF,18.0,15,13,1202.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Walter,br BRA,FW,26.0,19,12,1090.0,12.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.25,0.17,0.41,0.25,0.41,Matches
Lucho González,ar ARG,MF,35.0,12,12,911.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Wanderson,br BRA,DF,24.0,13,11,1065.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinícius,br BRA,"FW,MF",24.0,15,11,957.0,10.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches
Matheus Rossetto,br BRA,MF,19.0,15,9,853.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Marcos Guilherme,br BRA,"FW,MF",20.0,20,8,804.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Santos,br BRA,GK,25.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Deivid,br BRA,MF,27.0,9,7,696.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Ewandro,br BRA,"FW,MF",19.0,9,7,563.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches
Luan,br BRA,"FW,MF",27.0,6,5,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcão,br BRA,DF,19.0,12,4,493.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Galhardo,br BRA,DF,24.0,6,4,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo,br BRA,DF,29.0,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
Yago César,br BRA,MF,18.0,6,4,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cleberson,br BRA,DF,23.0,4,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanny,br BRA,MF,18.0,11,3,327.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches
Renan Lodi,br BRA,"DF,MF",17.0,3,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Cabral,cl CHI,"FW,MF",20.0,6,2,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juninho,br BRA,"FW,MF",19.0,7,1,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson Lopes,br BRA,"FW,MF",22.0,4,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Renan,br BRA,"GK,MF",20.0,3,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jadson,br BRA,MF,22.0,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Pedro Heinen,br BRA,MF,19.0,9,0,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,Matches
Guilherme Schettine,br BRA,FW,20.0,2,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Barrientos,ar ARG,MF,24.0,0,0,,,,,,,,,,,,,,,,Matches
Gustavo Cascardo,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Ikaro,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Zé Ivaldo,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Lucas Macanhan,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches
Rodolfo de Melo,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches
Mosquito,br BRA,FW,20.0,0,0,,,,,,,,,,,,,,,,Matches
Pará,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Léo Pereira,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Bruno Pereirinha,pt POR,"DF,MF",27.0,0,0,,,,,,,,,,,,,,,,Matches
Christian Vilches,cl CHI,DF,32.0,0,0,,,,,,,,,,,,,,,,Matches
Warleson,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.8,38,418,3420.0,38.0,37.0,24.0,61.0,33.0,4.0,4.0,77.0,1.0,0.97,0.63,1.61,0.87,1.5,
Opponent Total,,,26.7,38,418,3420.0,38.0,32.0,19.0,51.0,27.0,5.0,6.0,79.0,3.0,0.84,0.5,1.34,0.71,1.21,
