Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Santos,br BRA,GK,30.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,32.0,27.7,1,19,3,15.8,0.69,0.11,0.05,0.33,12.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
Pedro Henrique,br BRA,DF,25.0,26.0,1,16,4,25.0,0.61,0.15,0.06,0.25,17.5,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Marcinho,br BRA,"DF,MF",24.0,24.9,2,26,3,11.5,1.05,0.12,0.08,0.67,23.9,5,0,0,1.1,1.1,0.04,0.9,0.9,Matches
Christian,br BRA,MF,20.0,23.5,2,28,6,21.4,1.19,0.26,0.07,0.33,22.2,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
Abner,br BRA,"DF,MF",20.0,21.6,0,14,0,0.0,0.65,0.0,0.0,,19.3,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Nikão,br BRA,"FW,MF",28.0,22.2,3,48,15,31.3,2.16,0.68,0.04,0.13,22.7,2,1,1,3.8,3.0,0.06,-0.8,-1.0,Matches
Zé Ivaldo,br BRA,DF,23.0,20.7,1,12,6,50.0,0.58,0.29,0.08,0.17,15.4,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
David Terans,uy URU,"MF,FW",26.0,19.5,6,73,22,30.1,3.75,1.13,0.08,0.27,22.6,12,0,0,5.7,5.7,0.08,0.3,0.3,Matches
Richard,br BRA,MF,26.0,15.6,1,19,4,21.1,1.22,0.26,0.05,0.25,29.5,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Léo Cittadini,br BRA,MF,26.0,18.9,0,18,6,33.3,0.95,0.32,0.0,0.0,21.2,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Erick,br BRA,"MF,DF",23.0,16.4,0,29,2,6.9,1.77,0.12,0.0,0.0,19.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
Renato Kayser,br BRA,FW,24.0,14.8,6,36,12,33.3,2.43,0.81,0.17,0.5,14.8,2,0,0,5.2,5.2,0.15,0.8,0.8,Matches
Nicolas,br BRA,DF,23.0,11.9,0,8,2,25.0,0.67,0.17,0.0,0.0,29.2,4,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Pedro Rocha Neves,br BRA,"FW,MF",26.0,13.6,4,30,9,30.0,2.2,0.66,0.13,0.44,19.1,0,0,0,3.2,3.2,0.11,0.8,0.8,Matches
Guilherme Bissoli,br BRA,FW,23.0,11.2,3,29,11,37.9,2.58,0.98,0.07,0.18,17.8,2,1,1,2.5,1.7,0.06,0.5,0.3,Matches
Carlos Eduardo,br BRA,"FW,MF",24.0,11.2,1,16,4,25.0,1.43,0.36,0.06,0.25,20.9,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
Khellven,br BRA,DF,19.0,11.5,2,10,3,30.0,0.87,0.26,0.2,0.67,23.8,4,0,0,1.0,1.0,0.1,1.0,1.0,Matches
Bento,br BRA,GK,21.0,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vitinho,br BRA,"MF,FW",21.0,9.0,2,15,6,40.0,1.67,0.67,0.13,0.33,20.6,0,0,0,1.5,1.5,0.1,0.5,0.5,Matches
Nicolás Hernández,co COL,DF,23.0,7.9,0,1,0,0.0,0.13,0.0,0.0,,8.4,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Matheus Babi,br BRA,FW,23.0,7.8,3,22,9,40.9,2.82,1.16,0.14,0.33,11.4,0,0,0,3.2,3.2,0.14,-0.2,-0.2,Matches
Lucas Fasson,br BRA,DF,19.0,8.0,0,4,1,25.0,0.5,0.12,0.0,0.0,17.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Fernando Canesin,br BRA,"MF,FW",28.0,6.7,1,7,2,28.6,1.05,0.3,0.14,0.5,17.4,0,0,0,0.9,0.9,0.12,0.1,0.1,Matches
Pedro Henrique,br BRA,"DF,MF",18.0,5.1,0,2,0,0.0,0.39,0.0,0.0,,15.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
Jader,br BRA,"MF,FW",17.0,4.5,0,9,2,22.2,1.99,0.44,0.0,0.0,24.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Márcio Azevedo,br BRA,"DF,MF",34.0,4.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jádson,br BRA,"MF,FW",37.0,3.7,2,6,2,33.3,1.63,0.54,0.33,1.0,17.3,1,0,0,0.7,0.7,0.11,1.3,1.3,Matches
Jáderson,br BRA,"FW,MF",20.0,2.7,0,2,1,50.0,0.73,0.36,0.0,0.0,19.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Juninho,br BRA,MF,17.0,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luan Patrick,br BRA,DF,19.0,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vinicius Mingotti,br BRA,FW,21.0,1.7,0,2,0,0.0,1.21,0.0,0.0,,10.2,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
João Vialle,br BRA,DF,18.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,14.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Jaime Alvarado,co COL,MF,21.0,0.8,0,1,0,0.0,1.29,0.0,0.0,,37.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Pierre,br BRA,MF,18.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julimar,br BRA,MF,20.0,0.2,0,1,0,0.0,5.0,0.0,0.0,,17.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Daniel Cruz,br BRA,MF,19.0,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,20.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Vinicius Kaue,br BRA,DF,17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
