Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Wéverton,br BRA,GK,26.0,35,35,3150,35.0,,,0,0.0,,14,8,13,11,31.4,6,6,0,0,0.0,Matches
Santos,br BRA,GK,23.0,3,3,270,3.0,,,0,0.0,,1,1,1,1,33.3,0,0,0,0,,Matches
Squad Total,,,23.6,38,38,3420,38.0,0.0,0.0,0,0.0,,15,9,14,12,31.6,6,6,0,0,0.0,
Opponent Total,,,26.6,38,38,3420,38.0,,,0,,,14,9,15,10,26.3,4,2,1,1,33.3,
