Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Bento,br BRA,GK,23.0,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,18,1,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,41,26,28,12,1,27,39,69.2,12,35,19,16,41,82,138,1,Matches
Erick,br BRA,MF,25.0,27.8,48,27,18,26,4,21,44,47.7,23,33,12,21,42,90,32,0,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,16,7,6,7,3,5,18,27.8,13,16,2,14,6,22,1,0,Matches
Fernandinho,br BRA,MF,37.0,21.5,26,15,10,13,3,16,33,48.5,17,19,7,12,16,42,27,0,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,59,39,19,24,16,30,65,46.2,35,48,3,45,8,67,18,0,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,54,25,22,27,5,29,51,56.9,22,19,2,17,37,91,29,1,Matches
Vitor Roque,br BRA,FW,17.0,19.0,19,10,8,8,3,7,18,38.9,11,12,2,10,2,21,2,0,Matches
Cacá,br BRA,DF,23.0,18.8,27,16,23,4,0,16,25,64.0,9,23,15,8,18,45,69,1,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,34,27,15,14,5,13,27,48.1,14,28,7,21,21,55,50,0,Matches
Hugo Moura,br BRA,MF,25.0,14.7,41,19,21,19,1,14,45,31.1,31,31,4,27,19,60,27,0,Matches
Pablo,br BRA,FW,30.0,15.5,18,10,4,11,3,7,16,43.8,9,11,1,10,8,26,19,0,Matches
Christian,br BRA,"MF,FW",22.0,15.1,23,13,5,15,3,8,19,42.1,11,15,1,14,10,33,9,1,Matches
Mádson,br BRA,"DF,MF",31.0,14.8,12,4,5,7,0,5,9,55.6,4,12,5,7,11,23,41,0,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,12.7,16,7,6,8,2,13,21,61.9,8,17,1,16,7,23,3,0,Matches
Khellven,br BRA,DF,21.0,11.1,14,11,6,8,0,11,21,52.4,10,9,5,4,16,30,29,0,Matches
Zé Ivaldo,br BRA,DF,25.0,11.3,17,13,13,4,0,10,14,71.4,4,7,5,2,16,33,45,0,Matches
Pedro Henrique,br BRA,DF,27.0,9.5,8,5,6,2,0,1,6,16.7,5,21,14,7,12,20,30,0,Matches
Alex Santana,br BRA,MF,27.0,11.1,15,11,5,7,3,9,19,47.4,10,10,7,3,11,26,8,0,Matches
Kaique Rocha,br BRA,DF,21.0,7.2,6,3,3,2,1,3,4,75.0,1,8,3,5,13,19,46,0,Matches
Matheus Felipe,br BRA,DF,24.0,5.9,5,3,5,0,0,2,6,33.3,4,10,5,5,6,11,22,0,Matches
Willian,br BRA,"FW,MF",36.0,6.4,9,7,0,7,2,2,8,25.0,6,3,0,3,1,10,0,0,Matches
Fernando,br BRA,DF,23.0,5.3,11,9,7,3,1,7,9,77.8,2,1,0,1,8,19,10,0,Matches
Arturo Vidal,cl CHI,MF,35.0,4.2,11,8,3,6,2,2,7,28.6,5,2,1,1,6,17,4,0,Matches
Rômulo,br BRA,"FW,MF",20.0,5.7,15,8,5,8,2,5,16,31.3,11,5,0,5,5,20,8,0,Matches
Leonardo Linck,br BRA,GK,21.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
David Terans,uy URU,"MF,FW",28.0,4.4,3,1,0,2,1,1,5,20.0,4,4,0,4,1,4,0,0,Matches
Vinicius Kaue,br BRA,"DF,MF",19.0,3.8,7,2,4,3,0,4,8,50.0,4,6,1,5,3,10,12,0,Matches
Pedro Henrique,br BRA,"DF,MF",20.0,4.0,6,4,1,5,0,3,8,37.5,5,10,0,10,9,15,10,0,Matches
Léo Cittadini,br BRA,"MF,FW",28.0,2.2,4,4,2,1,1,2,5,40.0,3,1,1,0,2,6,2,0,Matches
Thiago,br BRA,"FW,MF",22.0,2.5,5,3,3,2,0,3,7,42.9,4,1,0,1,1,6,0,0,Matches
Luciano Arriagada,cl CHI,"FW,MF",20.0,2.1,2,1,1,0,1,2,4,50.0,2,0,0,0,0,2,1,0,Matches
Bruno Peres,br BRA,"DF,MF",32.0,1.7,3,1,2,1,0,2,3,66.7,1,1,1,0,0,3,4,0,Matches
Marcelo Cirino,br BRA,"FW,MF",31.0,1.1,2,0,0,2,0,0,1,0.0,1,2,1,1,0,2,0,0,Matches
Lucas Belezi,br BRA,DF,19.0,0.5,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0,Matches
Reinaldo,br BRA,FW,21.0,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Chiqueti,br BRA,MF,17.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Danielzinho,br BRA,FW,20.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Dudu,br BRA,MF,17.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bryan García,ec ECU,MF,22.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.1,38.0,579,341,257,259,63,281,584,48.1,303,422,126,296,357,936,717,6,
Opponent Total,,,27.6,38.0,581,353,260,247,74,267,611,43.7,344,418,133,285,305,886,805,8,
