Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Léo Pereira,br BRA,DF,23.0,28.7,7,0,0,40,18,2,10,42,24,0,1,0,166,77,58,57.0,Matches
Santos,br BRA,GK,28.0,28.0,1,0,0,1,6,0,0,1,1,0,1,0,34,4,1,80.0,Matches
Rony,br BRA,"FW,MF",23.0,27.1,6,0,0,61,65,14,102,13,16,0,1,0,113,38,61,38.4,Matches
Wellington Martins,br BRA,MF,28.0,26.8,12,0,0,52,11,0,4,30,13,0,0,0,141,17,18,48.6,Matches
Mádson,br BRA,DF,27.0,26.0,2,0,0,21,37,1,104,35,19,1,0,0,87,64,46,58.2,Matches
Bruno Guimarães,br BRA,MF,21.0,21.8,4,0,0,39,68,0,59,28,23,0,0,0,162,7,12,36.8,Matches
Márcio Azevedo,br BRA,DF,32.0,20.7,7,0,0,37,24,2,95,14,17,0,3,0,113,24,24,50.0,Matches
Nikão,br BRA,"FW,MF",26.0,18.9,3,0,0,23,22,2,95,13,15,1,0,0,75,28,28,50.0,Matches
Marcelo Cirino,br BRA,"FW,MF",27.0,20.9,0,0,0,22,33,9,33,10,15,0,0,0,55,32,54,37.2,Matches
Marco Ruben,ar ARG,FW,32.0,18.6,3,0,0,46,13,10,1,2,14,0,0,0,38,25,52,32.5,Matches
Thiago Heleno,br BRA,DF,30.0,15.8,6,0,0,24,15,0,2,24,9,0,0,0,71,49,25,66.2,Matches
Thonny Anderson,br BRA,"FW,MF",21.0,15.2,6,0,0,34,20,3,8,4,17,0,0,0,44,49,59,45.4,Matches
Léo Cittadini,br BRA,MF,24.0,14.7,2,0,0,18,28,0,9,9,18,0,0,0,76,10,19,34.5,Matches
Pedro Henrique,br BRA,DF,23.0,12.7,0,0,0,5,10,0,0,14,10,0,1,0,59,42,30,58.3,Matches
Braian Romero,ar ARG,"FW,MF",27.0,10.2,2,0,0,25,17,6,10,10,8,0,1,0,44,16,13,55.2,Matches
Lucho González,ar ARG,MF,38.0,9.1,1,0,0,18,6,0,6,14,4,0,0,0,32,10,5,66.7,Matches
Guilherme Camacho,br BRA,MF,28.0,7.7,2,0,0,20,6,0,12,7,20,0,0,0,52,9,5,64.3,Matches
Erick,br BRA,"MF,DF",21.0,8.5,1,0,0,15,5,0,5,11,13,0,0,0,44,11,13,45.8,Matches
Lucas Halter,br BRA,DF,18.0,7.5,1,0,0,8,1,0,1,5,5,0,0,0,40,15,6,71.4,Matches
Léo,br BRA,GK,28.0,7.0,1,0,0,0,3,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Adriano,br BRA,"DF,FW",34.0,6.7,3,0,0,16,4,0,44,10,10,0,0,0,44,15,10,60.0,Matches
Robson Bambu,br BRA,DF,21.0,6.7,2,0,0,14,4,0,0,7,0,0,0,0,38,10,17,37.0,Matches
Vitinho,br BRA,"FW,MF",19.0,7.8,3,1,1,21,11,0,7,5,8,0,0,0,31,10,16,38.5,Matches
Bruno Nazário,br BRA,MF,23.0,7.4,1,0,0,10,17,0,7,2,7,0,0,0,31,9,12,42.9,Matches
Abner,br BRA,DF,18.0,6.1,0,0,0,8,2,0,22,3,19,0,0,0,26,9,6,60.0,Matches
Matheus Rossetto,br BRA,MF,22.0,6.1,2,0,0,11,1,0,20,6,6,0,0,0,41,3,5,37.5,Matches
Jonathan Moreira,br BRA,DF,32.0,5.5,2,0,0,5,4,0,15,10,1,0,0,0,26,8,7,53.3,Matches
Tomás Andrade,ar ARG,"MF,FW",22.0,5.4,0,0,0,11,3,0,25,0,5,0,0,0,19,1,4,20.0,Matches
Khellven,br BRA,DF,17.0,4.5,1,0,0,9,1,0,39,7,8,0,0,0,20,2,6,25.0,Matches
Paulo André,br BRA,DF,35.0,3.9,1,0,0,6,0,0,0,3,4,0,0,0,15,7,8,46.7,Matches
Caio Alan,br BRA,GK,22.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Renan Lodi,br BRA,DF,20.0,2.9,1,0,0,8,5,2,10,3,1,0,0,0,14,2,3,40.0,Matches
Abner,br BRA,DF,22.0,2.4,0,0,0,6,7,0,13,4,1,0,0,0,16,5,2,71.4,Matches
Everton Felipe,br BRA,"FW,MF",21.0,2.0,0,0,0,1,6,1,15,0,1,0,0,0,6,5,7,41.7,Matches
Pedrinho,br BRA,"FW,MF",19.0,1.4,0,0,0,7,3,3,3,0,5,0,0,0,12,3,4,42.9,Matches
Jáderson,br BRA,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.2,38.0,83,1,1,642,476,55,776,346,337,2,8,0,1794,619,636,49.3,
Opponent Total,,,27.2,38.0,92,4,2,512,614,68,653,416,381,6,4,2,1694,636,619,50.7,
