Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Matheus Henrique,br BRA,MF,22.0,29,28,2432.0,27.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,1.4,2.4,51.0,171.0,45.0,0.07,0.04,0.11,0.07,0.11,0.04,0.05,0.09,0.04,0.09,Matches
Vanderlei,br BRA,GK,35.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pepê,br BRA,"FW,MF",22.0,31,27,2421.0,26.9,9.0,5.0,14.0,8.0,1.0,1.0,1.0,0.0,7.3,6.5,5.6,12.0,80.0,70.0,207.0,0.33,0.19,0.52,0.3,0.48,0.27,0.21,0.48,0.24,0.45,Matches
Diego Souza,br BRA,FW,34.0,25,25,1986.0,22.1,13.0,3.0,16.0,11.0,2.0,3.0,7.0,1.0,8.7,6.3,3.0,9.3,27.0,42.0,91.0,0.59,0.14,0.73,0.5,0.63,0.39,0.14,0.53,0.29,0.42,Matches
Alisson,br BRA,FW,26.0,24,24,1943.0,21.6,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,5.7,5.7,3.5,9.2,94.0,113.0,195.0,0.09,0.23,0.32,0.09,0.32,0.26,0.16,0.43,0.26,0.43,Matches
Bruno Cortez,br BRA,DF,32.0,23,21,1782.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.4,0.7,59.0,71.0,103.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches
Lucas Silva,br BRA,MF,26.0,32,21,1761.0,19.6,1.0,1.0,2.0,0.0,1.0,1.0,7.0,0.0,2.0,1.2,0.4,1.5,16.0,130.0,15.0,0.05,0.05,0.1,0.0,0.05,0.1,0.02,0.12,0.06,0.08,Matches
Rodrigues,br BRA,DF,22.0,24,18,1727.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.5,1.0,21.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Diogo Barbosa,br BRA,DF,27.0,21,17,1608.0,17.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.8,2.1,61.0,65.0,93.0,0.0,0.17,0.17,0.0,0.17,0.02,0.1,0.12,0.02,0.12,Matches
