Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vanderlei,br BRA,GK,35.0,27.0,31,9,0,5,0,29.2,0.23,-1.8,-0.07,111,274,40.5,398,90,42.0,35.3,185,57.8,44.7,317,6,1.9,8,0.3,10.3,Matches
Paulo Victor Vidotti,br BRA,GK,33.0,10.0,8,1,0,0,0,11.9,0.29,3.9,0.39,32,102,31.4,135,34,47.4,38.3,67,56.7,43.4,108,2,1.9,9,0.9,15.2,Matches
Júlio César,br BRA,GK,33.0,1.0,1,0,0,0,0,1.7,0.28,0.7,0.66,8,17,47.1,17,4,47.1,39.9,9,100.0,63.1,16,0,0.0,0,0.0,11.8,Matches
Squad Total,,,27.8,38.0,40,10,0,5,0,42.8,0.25,2.8,0.07,151,393,38.4,550,128,43.5,39.9,261,59.0,45.0,441,8,1.8,17,0.45,11.8,
Opponent Total,,,26.5,38.0,53,5,4,7,2,52.0,0.29,1.0,0.03,181,437,41.4,853,115,36.9,34.8,292,41.8,36.5,527,9,1.7,17,0.45,13.2,
