Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Bruno Cortez,br BRA,DF,30.0,26,26,2325.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton Soares,br BRA,"FW,MF",21.0,27,24,2129.0,23.7,10.0,2.0,12.0,10.0,0.0,0.0,5.0,0.0,0.42,0.08,0.51,0.42,0.51,Matches
Ramiro Benetti,br BRA,"DF,MF",24.0,21,21,1773.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Cícero Santos,br BRA,MF,33.0,24,20,1822.0,20.2,2.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.1,0.05,0.15,0.05,0.1,Matches
Pedro Geromel,br BRA,DF,32.0,20,20,1800.0,20.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Bressan,br BRA,DF,25.0,21,20,1746.0,19.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Maicon Souza,br BRA,MF,32.0,21,20,1517.0,16.9,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches
Paulo Victor Vidotti,br BRA,GK,31.0,20,19,1755.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André,br BRA,FW,27.0,24,19,1495.0,16.6,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,0.24,0.0,0.24,0.18,0.18,Matches
Walter Kannemann,ar ARG,DF,26.0,18,18,1602.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Grohe,br BRA,GK,31.0,18,18,1575.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luan Vieira,br BRA,"FW,MF",24.0,18,18,1566.0,17.4,1.0,6.0,7.0,1.0,0.0,2.0,3.0,0.0,0.06,0.34,0.4,0.06,0.4,Matches
Léo Moura,br BRA,"DF,MF",39.0,18,18,1402.0,15.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Leonardo Gomes,br BRA,DF,21.0,13,13,1162.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Paulo Miranda,br BRA,DF,29.0,13,13,1096.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Oliveira,br BRA,"DF,MF",30.0,14,13,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alisson,br BRA,"FW,MF",24.0,22,12,1413.0,15.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.06,0.19,0.25,0.06,0.25,Matches
Jael Ferreira,br BRA,FW,29.0,20,12,1212.0,13.5,6.0,2.0,8.0,4.0,2.0,3.0,3.0,0.0,0.45,0.15,0.59,0.3,0.45,Matches
Jailson Siqueira,br BRA,"DF,MF",22.0,14,10,977.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Michel,br BRA,"DF,MF",27.0,10,9,755.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Pepê,br BRA,"DF,FW",20.0,20,7,809.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Matheus Henrique,br BRA,MF,20.0,12,7,759.0,8.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Thaciano,br BRA,"FW,MF",22.0,17,7,735.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Douglas dos Santos,br BRA,MF,35.0,14,7,684.0,7.6,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.26,0.13,0.39,0.13,0.26,Matches
Mádson,br BRA,"DF,MF",26.0,8,7,634.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches
Jean Pyerre,br BRA,MF,19.0,12,7,625.0,6.9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,Matches
Arthur Melo,br BRA,MF,21.0,7,7,598.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches
Thonny Anderson,br BRA,"FW,MF",20.0,16,5,591.0,6.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.46,0.15,0.61,0.46,0.61,Matches
