Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
João Pedro,br BRA,DF,27.0,30.6,1744,88,451,800,510,37,1744,68,31,45.6,30,44.1,898,5006,2644,61,44,11,37,23,1010,123,Matches
Reinaldo,br BRA,DF,34.0,28.1,1755,101,469,788,516,30,1753,52,27,51.9,23,44.2,840,3999,1958,34,29,7,38,20,936,102,Matches
Agustín Marchesín,ar ARG,GK,35.0,27.5,898,776,892,6,0,0,898,1,1,100.0,0,0.0,414,2298,1452,0,0,0,0,0,315,0,Matches
Dodi,br BRA,MF,27.0,26.7,1034,62,298,658,100,11,1034,36,22,61.1,14,38.9,571,3516,1704,24,21,0,31,21,597,15,Matches
Mathías Villasanti,py PAR,MF,27.0,26.0,1619,78,412,942,285,39,1619,43,20,46.5,20,46.5,839,3840,1682,17,27,9,43,29,979,51,Matches
Franco Cristaldo,ar ARG,"MF,FW",27.0,23.7,1436,10,107,658,684,71,1435,30,13,43.3,13,43.3,741,3012,1313,31,29,5,50,25,999,128,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26.0,18.6,854,11,80,320,472,103,854,120,62,51.7,54,45.0,624,5527,2820,120,49,59,49,53,694,138,Matches
Rodrigo Ely,br BRA,DF,30.0,18.4,1007,141,510,463,43,20,1007,5,4,80.0,1,20.0,422,1656,817,3,4,0,5,0,554,6,Matches
Martin Braithwaite,dk DEN,FW,32.0,16.2,477,16,35,229,221,68,477,28,11,39.3,15,53.6,265,1291,483,19,13,10,47,21,346,78,Matches
Edenílson,br BRA,"MF,FW",34.0,14.8,628,10,99,338,200,30,628,29,12,41.4,15,51.7,349,1581,759,21,11,5,27,23,441,61,Matches
Gustavo Martins Santos,br BRA,DF,21.0,15.3,949,121,475,448,33,14,949,1,0,0.0,1,100.0,522,1742,780,1,5,0,10,1,620,5,Matches
Cristian Pavón,ar ARG,"FW,MF",28.0,12.1,621,5,63,244,326,44,621,40,18,45.0,19,47.5,398,2120,963,29,31,11,18,28,449,93,Matches
João Pedro Pepê,br BRA,MF,26.0,14.3,877,50,223,487,181,16,877,27,11,40.7,14,51.9,526,2632,1438,21,22,2,14,16,598,28,Matches
Jemerson,br BRA,DF,31.0,12.7,559,117,327,222,12,11,559,3,3,100.0,0,0.0,286,1411,729,2,1,0,3,1,298,2,Matches
Walter Kannemann,ar ARG,DF,32.0,11.1,478,85,263,196,22,8,478,6,6,100.0,0,0.0,208,834,445,2,3,1,4,3,241,0,Matches
Gustavo Nunes,br BRA,"FW,MF",18.0,13.8,682,2,67,248,387,40,682,97,51,52.6,38,39.2,447,3255,1692,52,46,17,47,41,513,99,Matches
Alexander Aravena,cl CHI,"FW,MF",21.0,8.6,256,7,39,105,115,33,256,28,13,46.4,15,53.6,175,1273,566,22,14,9,15,15,191,65,Matches
Miguel Monsalve,co COL,"FW,MF",19.0,10.9,482,3,65,253,174,25,482,66,39,59.1,25,37.9,335,2343,1223,35,40,6,23,20,382,41,Matches
Pedro Geromel,br BRA,DF,38.0,8.6,507,61,277,210,21,10,507,2,2,100.0,0,0.0,247,807,346,2,1,0,5,0,309,2,Matches
Fábio,br BRA,DF,33.0,7.5,434,18,112,201,127,9,434,8,3,37.5,5,62.5,179,890,507,11,7,1,10,4,239,40,Matches
João Pedro,it ITA,FW,31.0,6.4,153,4,11,83,60,15,153,9,3,33.3,5,55.6,86,399,86,2,6,1,17,15,121,26,Matches
Du Queiroz,br BRA,MF,24.0,6.5,478,11,75,304,106,10,478,11,6,54.5,5,45.5,278,1359,718,13,11,0,10,4,354,19,Matches
Nata,br BRA,DF,22.0,5.6,240,45,142,97,2,0,240,0,0,,0,,97,350,134,0,0,0,0,1,119,0,Matches
Caíque,br BRA,GK,26.0,5.4,146,121,145,1,0,0,146,0,0,,0,,66,381,286,0,0,0,0,0,39,0,Matches
Felipe Carballo,uy URU,MF,27.0,5.3,311,11,54,199,62,8,311,12,8,66.7,3,25.0,164,797,404,8,7,1,3,9,214,25,Matches
Diego Costa,es ESP,FW,35.0,5.3,197,9,13,76,111,31,197,12,3,25.0,9,75.0,122,596,257,8,4,4,15,15,151,32,Matches
Rafael Cabral,br BRA,GK,33.0,5.1,161,142,161,0,0,0,161,0,0,,0,,82,498,342,0,0,0,0,0,64,0,Matches
Everton,br BRA,"FW,MF",26.0,5.1,181,3,20,78,87,14,181,22,11,50.0,10,45.5,111,716,290,11,9,2,24,6,123,28,Matches
Rodrigo Caio,br BRA,DF,30.0,4.2,286,57,151,132,8,5,286,1,1,100.0,0,0.0,186,696,413,1,0,0,4,1,192,3,Matches
Mayk,br BRA,DF,24.0,3.9,227,13,70,111,49,6,227,6,5,83.3,1,16.7,98,476,298,6,2,2,4,0,110,10,Matches
Nathan,br BRA,"FW,MF",27.0,3.6,129,1,11,64,57,9,129,9,4,44.4,5,55.6,68,361,176,6,5,0,5,7,90,18,Matches
Zé Guilherme,br BRA,DF,18.0,2.5,178,9,52,93,33,4,178,12,6,50.0,5,41.7,63,424,249,9,0,1,4,2,93,12,Matches
Cuiabano,br BRA,DF,20.0,1.8,125,7,45,62,20,2,125,0,0,,0,,49,278,129,0,1,0,1,3,64,5,Matches
Nathan Fernandes,br BRA,"FW,MF",18.0,6.0,278,4,29,95,158,32,278,35,18,51.4,16,45.7,191,1583,520,18,15,9,31,19,217,51,Matches
Igor Serrote,br BRA,"DF,FW",18.0,1.4,78,3,24,38,18,3,78,0,0,,0,,41,195,81,1,0,0,2,2,48,4,Matches
Matias Arezo,uy URU,"FW,MF",21.0,1.2,79,2,6,40,34,12,79,5,1,20.0,2,40.0,48,214,75,2,3,1,6,2,57,14,Matches
Alysson Edward,br BRA,"FW,MF",17.0,0.9,45,3,7,17,21,2,45,2,1,50.0,1,50.0,30,230,64,3,5,2,4,2,31,9,Matches
Ronald,br BRA,"MF,DF",20.0,0.5,55,5,22,29,4,2,55,0,0,,0,,25,102,51,1,0,0,1,0,31,3,Matches
Squad Total,,,28.5,38.0,20644,2212,6302,9335,5259,774,20641,826,416,50.4,364,44.1,11091,58688,28894,596,465,176,607,432,12829,1336,
Opponent Total,,,27.6,38.0,23556,2006,6471,11487,5841,774,23546,610,279,45.7,291,47.7,13697,70331,36619,704,572,134,585,362,15644,1662,
