Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Rafinha,br BRA,DF,35.0,30,27,2275.0,25.3,0.0,7.0,7.0,0.0,0.0,0.0,9.0,1.0,0.2,0.2,3.2,3.5,39.0,137.0,100.0,0.0,0.28,0.28,0.0,0.28,0.01,0.13,0.14,0.01,0.14,Matches
Thiago dos Santos,br BRA,MF,31.0,27,27,2115.0,23.5,4.0,1.0,5.0,4.0,0.0,0.0,10.0,0.0,2.4,2.4,0.6,3.0,14.0,100.0,11.0,0.17,0.04,0.21,0.17,0.21,0.1,0.03,0.13,0.1,0.13,Matches
Pedro Geromel,br BRA,DF,35.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.2,0.9,8.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Ferreira,br BRA,"FW,MF",23.0,29,24,2134.0,23.7,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,5.2,5.2,4.0,9.2,158.0,83.0,262.0,0.13,0.25,0.38,0.13,0.38,0.22,0.17,0.39,0.22,0.39,Matches
Gabriel Chapecó,br BRA,GK,20.0,24,24,2122.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Souza,br BRA,FW,35.0,31,24,1764.0,19.6,10.0,2.0,12.0,10.0,0.0,2.0,2.0,0.0,7.1,5.6,4.3,10.0,18.0,47.0,84.0,0.51,0.1,0.61,0.51,0.61,0.36,0.22,0.58,0.29,0.51,Matches
Vanderson,br BRA,DF,19.0,30,22,1970.0,21.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,1.2,1.2,2.4,3.6,65.0,103.0,111.0,0.14,0.09,0.23,0.14,0.23,0.05,0.11,0.17,0.05,0.17,Matches
Alisson,br BRA,"FW,MF",27.0,29,22,1875.0,20.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.2,4.2,2.9,7.1,75.0,79.0,187.0,0.14,0.05,0.19,0.14,0.19,0.2,0.14,0.34,0.2,0.34,Matches
Walter Kannemann,ar ARG,DF,29.0,21,21,1795.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.6,0.6,0.2,0.8,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Douglas Costa,br BRA,"FW,MF",30.0,26,20,1805.0,20.1,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,3.2,3.2,3.5,6.7,108.0,105.0,176.0,0.15,0.1,0.25,0.15,0.25,0.16,0.18,0.33,0.16,0.33,Matches
Lucas Silva,br BRA,MF,27.0,25,20,1708.0,19.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.9,0.9,1.8,2.7,20.0,132.0,22.0,0.11,0.11,0.21,0.11,0.21,0.05,0.09,0.14,0.05,0.14,Matches
Ruan,br BRA,DF,21.0,23,19,1784.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.2,1.0,11.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Bruno Cortez,br BRA,DF,33.0,20,16,1453.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.5,0.7,46.0,61.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Brenno,br BRA,GK,21.0,14,13,1208.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mathías Villasanti,py PAR,MF,24.0,16,12,1010.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.3,2.3,19.0,35.0,29.0,0.09,0.0,0.09,0.09,0.09,0.08,0.12,0.2,0.08,0.2,Matches
Miguel Borja,co COL,FW,28.0,18,11,1049.0,11.7,5.0,3.0,8.0,3.0,2.0,4.0,5.0,0.0,10.2,7.1,0.6,7.7,15.0,21.0,61.0,0.43,0.26,0.69,0.26,0.51,0.88,0.05,0.93,0.61,0.66,Matches
Rodrigues,br BRA,DF,23.0,12,11,1000.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,13.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Diogo Barbosa,br BRA,DF,28.0,16,10,912.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.1,32.0,61.0,53.0,0.1,0.1,0.2,0.1,0.2,0.02,0.09,0.11,0.02,0.11,Matches
Jean Pyerre,br BRA,"MF,FW",22.0,24,9,981.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.2,3.5,18.0,105.0,57.0,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.32,0.12,0.32,Matches
Jaminton Campaz,co COL,MF,20.0,17,9,907.0,10.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,2.3,5.2,27.0,44.0,95.0,0.2,0.0,0.2,0.2,0.2,0.29,0.23,0.52,0.29,0.52,Matches
Victor Bobsin,br BRA,MF,21.0,14,9,792.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.1,8.0,50.0,9.0,0.0,0.11,0.11,0.0,0.11,0.04,0.08,0.12,0.04,0.12,Matches
