Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Matheus Henrique,br BRA,MF,23.0,8,8,632.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.8,2.0,19.0,59.0,19.0,0.14,0.14,0.28,0.14,0.28,0.18,0.11,0.29,0.18,0.29,Matches
Jhonata Robert,br BRA,"FW,MF",21.0,14,7,633.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.1,1.1,1.2,2.4,20.0,34.0,65.0,0.28,0.0,0.28,0.28,0.28,0.16,0.18,0.33,0.16,0.33,Matches
Leo Augusto Pereira,br BRA,"FW,MF",20.0,16,5,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,28.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
Darlan Mendes,br BRA,MF,22.0,11,4,421.0,4.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,0.7,7.0,37.0,4.0,0.0,0.43,0.43,0.0,0.43,0.08,0.07,0.16,0.08,0.16,Matches
Paulo Miranda,br BRA,DF,32.0,5,4,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Fernando Henrique,br BRA,MF,19.0,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Ricardinho,br BRA,"FW,MF",19.0,12,2,436.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,1.7,0.0,4.0,27.0,0.21,0.0,0.21,0.21,0.21,0.29,0.07,0.36,0.29,0.36,Matches
Mateus Sarará,br BRA,MF,18.0,10,2,283.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,2.0,23.0,4.0,0.0,0.32,0.32,0.0,0.32,0.08,0.09,0.16,0.08,0.16,Matches
Luiz Fernando,br BRA,"FW,MF",24.0,9,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.4,7.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,Matches
Guilherme Guedes,br BRA,"DF,MF",21.0,4,2,211.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,11.0,13.0,15.0,0.43,0.0,0.43,0.43,0.43,0.08,0.43,0.51,0.08,0.51,Matches
Elias Manoel,br BRA,FW,19.0,5,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9,0.08,0.98,0.9,0.98,Matches
Léo Chú,br BRA,"FW,DF",20.0,4,1,112.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,6.0,4.0,17.0,0.0,0.8,0.8,0.0,0.8,0.27,0.29,0.56,0.27,0.56,Matches
Paulo Victor Vidotti,br BRA,GK,34.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maicon Souza,br BRA,MF,35.0,4,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Diego Churín,ar ARG,FW,31.0,6,0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.27,0.17,0.44,0.27,0.44,Matches
Éverton,br BRA,FW,32.0,4,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
César Pinares,cl CHI,FW,29.0,2,0,21.0,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,1.0,4.29,0.0,4.29,0.0,0.0,3.38,0.0,3.38,0.0,0.0,Matches
Gui Azevedo,br BRA,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adriel,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Victor Ferraz,br BRA,"DF,MF",33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Leonardo Gomes,br BRA,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pedro Lucas,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Felipe Scheibig,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,418,3420.0,38.0,43.0,33.0,76.0,40.0,3.0,7.0,102.0,7.0,50.5,45.1,37.2,82.3,813.0,1621.0,1605.0,1.13,0.87,2.0,1.05,1.92,1.33,0.98,2.31,1.19,2.17,
Opponent Total,,,26.8,38,418,3420.0,38.0,50.0,37.0,87.0,46.0,4.0,5.0,83.0,1.0,43.2,39.2,31.5,70.7,572.0,1307.0,1292.0,1.32,0.97,2.29,1.21,2.18,1.14,0.83,1.96,1.03,1.86,
