Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Marcelo Grohe,br BRA,GK,29.0,27.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Douglas dos Santos,br BRA,MF,33.0,25.9,4,39,13,33.3,1.5,0.5,0.1,0.31,,0,0,Matches
Pedro Geromel,br BRA,DF,30.0,25.7,3,13,5,38.5,0.51,0.19,0.23,0.6,,0,0,Matches
Marcelo Oliveira,br BRA,"DF,MF",28.0,25.4,1,10,2,20.0,0.39,0.08,0.1,0.5,,0,0,Matches
Edílson Mendes,br BRA,DF,29.0,25.4,1,39,13,33.3,1.54,0.51,0.03,0.08,,0,0,Matches
Luan Vieira,br BRA,"FW,MF",22.0,24.3,6,81,22,27.2,3.34,0.91,0.06,0.23,,1,1,Matches
Walace,br BRA,MF,20.0,23.1,1,39,9,23.1,1.69,0.39,0.03,0.11,,0,0,Matches
Jailson Siqueira,br BRA,"DF,MF",20.0,23.2,2,17,5,29.4,0.73,0.22,0.12,0.4,,0,0,Matches
Maicon Souza,br BRA,MF,30.0,19.3,0,15,6,40.0,0.78,0.31,0.0,0.0,,0,0,Matches
Everton Soares,br BRA,"FW,MF",19.0,19.4,3,63,21,33.3,3.25,1.08,0.05,0.14,,0,0,Matches
Wallace Reis,br BRA,DF,28.0,16.3,0,5,0,0.0,0.31,0.0,0.0,,,0,0,Matches
Giuliano de Paula,br BRA,"FW,MF",25.0,14.5,4,25,12,48.0,1.72,0.83,0.16,0.33,,0,0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",21.0,13.9,3,29,11,37.9,2.08,0.79,0.1,0.27,,0,0,Matches
Ramiro Benetti,br BRA,"DF,MF",22.0,13.8,1,14,5,35.7,1.01,0.36,0.07,0.2,,0,0,Matches
Miller Bolaños,ec ECU,"FW,MF",25.0,13.8,3,33,16,48.5,2.39,1.16,0.09,0.19,,0,0,Matches
Walter Kannemann,ar ARG,DF,24.0,11.8,0,4,1,25.0,0.34,0.08,0.0,0.0,,0,0,Matches
Fred,br BRA,DF,30.0,9.8,2,6,2,33.3,0.61,0.2,0.33,1.0,,0,0,Matches
Wallace Oliveira,br BRA,DF,21.0,8.5,0,8,0,0.0,0.94,0.0,0.0,,,0,0,Matches
Rafael Thyere,br BRA,DF,22.0,7.9,0,2,0,0.0,0.25,0.0,0.0,,,0,0,Matches
Negueba,br BRA,"FW,MF",23.0,7.1,1,12,3,25.0,1.68,0.42,0.08,0.33,,0,0,Matches
Henrique Almeida,br BRA,FW,24.0,6.8,1,18,8,44.4,2.63,1.17,0.06,0.13,,0,0,Matches
Bruno Grassi,br BRA,GK,28.0,7.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Iago Sampaio Silva,br BRA,DF,20.0,7.0,0,2,2,100.0,0.29,0.29,0.0,0.0,,0,0,Matches
Kaio Mendes,br BRA,MF,20.0,5.5,0,3,0,0.0,0.55,0.0,0.0,,,0,0,Matches
Marcelo Hermes,br BRA,"DF,MF",20.0,6.8,2,6,2,33.3,0.88,0.29,0.33,1.0,,0,0,Matches
Bobô,br BRA,FW,31.0,3.4,1,10,4,40.0,2.92,1.17,0.1,0.25,,0,0,Matches
Guilherme,br BRA,"FW,MF",20.0,5.0,0,18,2,11.1,3.58,0.4,0.0,0.0,,0,0,Matches
Bressan,br BRA,DF,23.0,4.1,0,1,1,100.0,0.24,0.24,0.0,0.0,,0,0,Matches
Léo Jardim,br BRA,GK,20.0,3.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Lincoln,br BRA,MF,17.0,3.4,0,5,0,0.0,1.47,0.0,0.0,,,0,0,Matches
Guilherme Amorim,br BRA,MF,22.0,1.8,0,1,0,0.0,0.55,0.0,0.0,,,0,0,Matches
Matheus Batista,br BRA,FW,20.0,2.3,1,8,4,50.0,3.51,1.76,0.13,0.25,,0,0,Matches
Ty Sandows,za RSA,FW,20.0,1.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Léo Tilica,br BRA,"FW,MF",20.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Arthur Melo,br BRA,MF,19.0,0.4,0,1,0,0.0,2.43,0.0,0.0,,,0,0,Matches
Moisés Wolschick,br BRA,MF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Edinho Campos,br BRA,MF,33.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,25.7,38.0,40,527,169,32.1,13.87,4.45,0.07,0.23,,1,1,
Opponent Total,,,26.8,38.0,44,502,147,29.3,13.21,3.87,0.08,0.27,,5,7,
