Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
5,Atlético Mineiro,19,12,5,2,28,12,16,41,2.16,19,5,6,8,23,26,-3,21,1.11
6,Fluminense,19,11,6,2,40,19,21,39,2.05,19,6,4,9,21,23,-2,22,1.16
7,Grêmio,19,12,4,3,24,11,13,40,2.11,19,5,6,8,12,13,-1,21,1.11
8,Ath Paranaense,19,10,5,4,24,14,10,35,1.84,19,5,4,10,19,28,-9,19,1.0
9,Santos,19,10,3,6,25,12,13,33,1.74,19,5,5,9,17,23,-6,20,1.05
