Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-02-13,22:15,Libertadores,Second stage,Thu,Away,W,1,0,uy Nacional,,25000.0,,,,Antonio Arias,Match Report,
2014-02-25,22:00,Libertadores,Second stage,Tue,Home,W,3,0,co Nacional,,30000.0,,,,Patricio Polic,Match Report,
2014-03-13,21:15,Libertadores,Second stage,Thu,Home,D,0,0,ar Newell's OB,,,,,,Carlos Amarilla,Match Report,
2014-03-19,22:00,Libertadores,Second stage,Wed,Away,D,1,1,ar Newell's OB,,,,,,Carlos Vera,Match Report,
2014-04-02,19:00,Libertadores,Second stage,Wed,Away,W,2,0,co Nacional,,,,,,Enrique Cáceres,Match Report,
2014-04-10,21:00,Libertadores,Second stage,Thu,Home,W,1,0,uy Nacional,,,,,,Óscar Maldonado,Match Report,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Away,L,0,1,Ath Paranaense,,2495.0,,4-3-2-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-04-23,22:00,Libertadores,Round of 16,Wed,Away,L,0,1,ar San Lorenzo,,,,,,Enrique Osses,Match Report,Leg 1 of 2
2014-04-27,18:30,Série A,Matchweek 2,Sun,Home,W,2,1,Atlético Mineiro,,9245.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2014-04-30,22:00,Libertadores,Round of 16,Wed,Home,W,1 (2),0 (4),ar San Lorenzo,,,,,,Roberto Silvera,Match Report,Leg 2 of 2; San Lorenzo won; San Lorenzo won on penalty kicks following extra time
2014-05-03,18:30,Série A,Matchweek 3,Sat,Away,D,0,0,Santos,,7934.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Away,W,2,1,Chapecoense,,19165.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Home,W,1,0,Fluminense,,19328.0,,4-5-1,4-2-3-1,Sandro Ricci,Match Report,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Home,W,2,1,Botafogo (RJ),,7010.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2014-05-24,21:00,Série A,Matchweek 7,Sat,Away,L,0,1,São Paulo,,14971.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2014-05-28,19:30,Série A,Matchweek 8,Wed,Away,D,0,0,Sport Recife,,6893.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Home,D,0,0,Palmeiras,,15136.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-07-16,19:30,Série A,Matchweek 10,Wed,Home,D,0,0,Goiás,,24449.0,,4-2-3-1,4-5-1,Luiz Flávio de Oliveira,Match Report,
2014-07-19,18:30,Série A,Matchweek 11,Sat,Away,W,1,0,Figueirense,,6461.0,,4-2-3-1,4-2-2-2,Marcelo de Lima Henrique,Match Report,
2014-07-27,18:30,Série A,Matchweek 12,Sun,Home,L,2,3,Coritiba,,19944.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-08-02,21:00,Série A,Matchweek 13,Sat,Away,L,1,2,Vitória,,10637.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2014-08-10,16:00,Série A,Matchweek 14,Sun,Away,L,0,2,Internacional,,32643.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
