Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Rafinha,br BRA,DF,35.0,25.3,50,36,28,15,7,23,45,51.1,22,21,6,15,43,93,44,0,Matches
Thiago dos Santos,br BRA,MF,31.0,23.5,67,39,27,36,4,23,69,33.3,46,31,5,26,44,111,32,0,Matches
Pedro Geromel,br BRA,DF,35.0,24.0,28,16,18,9,1,18,32,56.3,14,16,13,3,49,77,73,0,Matches
Ferreira,br BRA,"FW,MF",23.0,23.7,31,20,12,10,9,19,52,36.5,33,23,1,22,16,47,10,0,Matches
Gabriel Chapecó,br BRA,GK,20.0,23.6,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,5,4,Matches
Diego Souza,br BRA,FW,35.0,19.6,6,5,0,6,0,3,6,50.0,3,2,1,1,1,7,10,0,Matches
Vanderson,br BRA,DF,19.0,21.9,58,32,29,23,6,29,53,54.7,24,27,6,21,37,95,26,0,Matches
Alisson,br BRA,"FW,MF",27.0,20.8,19,11,6,9,4,8,36,22.2,28,15,3,12,14,33,12,0,Matches
Walter Kannemann,ar ARG,DF,29.0,19.9,27,14,17,10,0,15,26,57.7,11,25,14,11,45,72,51,0,Matches
Douglas Costa,br BRA,"FW,MF",30.0,20.1,17,11,5,7,5,5,29,17.2,24,9,0,9,4,21,4,0,Matches
Lucas Silva,br BRA,MF,27.0,19.0,36,16,20,15,1,14,31,45.2,17,17,5,12,20,56,14,0,Matches
Ruan,br BRA,DF,21.0,19.8,27,17,21,5,1,8,19,42.1,11,20,8,12,33,60,59,1,Matches
Bruno Cortez,br BRA,DF,33.0,16.1,29,23,13,11,5,18,33,54.5,15,17,2,15,12,41,30,0,Matches
Brenno,br BRA,GK,21.0,13.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
Mathías Villasanti,py PAR,MF,24.0,11.2,40,25,8,20,12,15,38,39.5,23,22,4,18,17,57,9,0,Matches
Miguel Borja,co COL,FW,28.0,11.7,4,4,0,4,0,2,5,40.0,3,4,1,3,0,4,5,0,Matches
Rodrigues,br BRA,DF,23.0,11.1,23,10,18,5,0,13,22,59.1,9,11,4,7,11,34,43,0,Matches
Diogo Barbosa,br BRA,DF,28.0,10.1,20,10,10,7,3,13,31,41.9,18,11,2,9,18,38,19,0,Matches
Jean Pyerre,br BRA,"MF,FW",22.0,10.9,9,7,2,3,4,5,8,62.5,3,6,0,6,8,17,1,0,Matches
Jaminton Campaz,co COL,MF,20.0,10.1,15,8,3,9,3,7,19,36.8,12,10,0,10,4,19,1,0,Matches
Victor Bobsin,br BRA,MF,21.0,8.8,22,8,9,11,2,13,31,41.9,18,8,4,4,8,30,8,0,Matches
Matheus Henrique,br BRA,MF,23.0,7.0,9,4,3,4,2,6,12,50.0,6,1,0,1,3,12,3,0,Matches
Jhonata Robert,br BRA,"FW,MF",21.0,7.0,20,14,11,7,2,6,13,46.2,7,11,0,11,4,24,1,0,Matches
Leo Augusto Pereira,br BRA,"FW,MF",20.0,6.4,19,14,5,9,5,4,8,50.0,4,4,0,4,7,26,3,0,Matches
Darlan Mendes,br BRA,MF,22.0,4.7,6,4,2,4,0,4,15,26.7,11,7,2,5,11,17,2,0,Matches
Paulo Miranda,br BRA,DF,32.0,4.0,5,4,4,1,0,1,2,50.0,1,0,0,0,4,9,15,1,Matches
Fernando Henrique,br BRA,MF,19.0,3.1,11,7,5,5,1,6,10,60.0,4,4,1,3,9,20,3,0,Matches
Ricardinho,br BRA,"FW,MF",19.0,4.8,1,0,0,0,1,0,1,0.0,1,8,1,7,0,1,5,0,Matches
Mateus Sarará,br BRA,MF,18.0,3.1,12,4,2,9,1,5,10,50.0,5,7,1,6,5,17,9,0,Matches
Luiz Fernando,br BRA,"FW,MF",24.0,2.7,2,1,1,0,1,1,1,100.0,0,4,0,4,3,5,2,0,Matches
