Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-03-06,21:30,Libertadores,Group stage,Wed,Away,D,1,1,ar Rosario Central,2.0,1.1,54,,Maicon Souza,4-2-3-1,4-4-2,Roddy Zambrano,Match Report,
2019-03-12,21:30,Libertadores,Group stage,Tue,Home,L,0,1,py Libertad,1.2,1.2,67,,Maicon Souza,4-2-3-1,4-4-2,Diego Haro,Match Report,
2019-04-04,19:00,Libertadores,Group stage,Thu,Away,L,0,1,cl Univ Católica,0.3,0.7,59,,Maicon Souza,4-2-3-1,4-2-3-1,Wilmar Roldán,Match Report,
2019-04-10,21:30,Libertadores,Group stage,Wed,Home,W,3,1,ar Rosario Central,2.3,1.1,62,,Maicon Souza,4-2-3-1,4-2-3-1,Andrés Rojas,Match Report,
2019-04-23,18:15,Libertadores,Group stage,Tue,Away,W,2,0,py Libertad,1.2,1.0,59,,Maicon Souza,4-2-3-1,4-1-4-1,Alexis Herrera,Match Report,
2019-04-28,11:00,Série A,Matchweek 1,Sun,Home,L,1,2,Santos,3.0,0.7,64,32318.0,Maicon Souza,4-2-3-1,3-4-1-2,Bruno Arleu de Araujo,Match Report,
2019-05-01,19:15,Série A,Matchweek 2,Wed,Away,D,1,1,Avaí,0.4,1.0,56,12181.0,Pedro Geromel,4-2-3-1,5-3-2,Wagner do Nascimento Magalhaes,Match Report,
2019-05-05,19:00,Série A,Matchweek 3,Sun,Home,L,4,5,Fluminense,2.8,3.1,52,8390.0,Maicon Souza,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2019-05-08,19:15,Libertadores,Group stage,Wed,Home,W,2,0,cl Univ Católica,1.6,0.2,50,,Maicon Souza,4-2-3-1,4-2-3-1,Néstor Pitana,Match Report,
2019-05-11,19:00,Série A,Matchweek 4,Sat,Away,D,0,0,Corinthians,0.3,0.9,52,36360.0,Pedro Geromel,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2019-05-19,19:00,Série A,Matchweek 5,Sun,Away,L,1,2,Ceará,1.3,0.3,64,17506.0,Pedro Geromel,4-2-3-1,4-4-2,Igor Junior Benevenuto,Match Report,
2019-05-25,19:00,Série A,Matchweek 6,Sat,Home,W,1,0,Atlético Mineiro,2.7,0.6,56,13714.0,Maicon Souza,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2019-06-01,19:00,Série A,Matchweek 7,Sat,Away,L,0,1,Bahia,0.6,2.0,56,26930.0,Pedro Geromel,4-2-3-1,4-3-3,Dewson Fernando Freitas da Silva,Match Report,
2019-06-08,19:00,Série A,Matchweek 8,Sat,Home,W,1,0,Fortaleza,0.9,0.2,65,3761.0,Maicon Souza,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2019-06-12,19:15,Série A,Matchweek 9,Wed,Away,W,1,0,Botafogo (RJ),0.8,0.4,53,17757.0,Michel,4-2-3-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2019-07-13,17:00,Série A,Matchweek 10,Sat,Home,W,2,1,Vasco da Gama,1.8,1.5,70,9701.0,Léo Moura,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,
2019-07-20,19:00,Série A,Matchweek 11,Sat,Away,D,1,1,Internacional,0.4,1.0,57,35103.0,Léo Moura,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2019-07-25,21:30,Libertadores,Round of 16,Thu,Home,W,2,0,py Libertad,2.1,0.3,62,,Maicon Souza,4-2-3-1,4-4-2,Esteban Ostojich,Match Report,Leg 1 of 2
2019-07-29,20:00,Série A,Matchweek 12,Mon,Away,D,0,0,CSA,1.4,0.5,60,11918.0,Pedro Geromel,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
