Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Pedro,br BRA,DF,27.0,32,31,2754.0,30.6,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,2.3,3.5,61.0,120.0,123.0,0.03,0.13,0.16,0.03,0.16,0.04,0.08,0.11,0.04,0.11,Matches
Reinaldo,br BRA,DF,34.0,29,28,2526.0,28.1,3.0,2.0,5.0,1.0,2.0,2.0,6.0,0.0,2.6,1.0,2.7,3.7,34.0,128.0,102.0,0.11,0.07,0.18,0.04,0.11,0.09,0.1,0.19,0.03,0.13,Matches
Agustín Marchesín,ar ARG,GK,35.0,28,28,2475.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dodi,br BRA,MF,27.0,33,27,2400.0,26.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.9,0.9,1.1,2.1,24.0,79.0,15.0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.08,0.03,0.08,Matches
Mathías Villasanti,py PAR,MF,27.0,26,26,2339.0,26.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.1,2.1,1.6,3.6,17.0,120.0,51.0,0.12,0.04,0.15,0.12,0.15,0.08,0.06,0.14,0.08,0.14,Matches
Franco Cristaldo,ar ARG,"MF,FW",27.0,35,25,2136.0,23.7,6.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,5.2,4.4,5.5,9.9,31.0,157.0,128.0,0.25,0.08,0.34,0.21,0.29,0.22,0.23,0.45,0.19,0.42,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26.0,24,19,1673.0,18.6,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.9,2.9,4.6,7.4,120.0,79.0,138.0,0.27,0.11,0.38,0.27,0.38,0.15,0.25,0.4,0.15,0.4,Matches
Rodrigo Ely,br BRA,DF,30.0,21,19,1659.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.2,1.2,3.0,37.0,6.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches
Martin Braithwaite,dk DEN,FW,32.0,18,18,1462.0,16.2,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,5.6,5.6,1.4,7.0,19.0,31.0,78.0,0.49,0.12,0.62,0.49,0.62,0.34,0.09,0.43,0.34,0.43,Matches
