Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-03-09,18:30,Libertadores,Group stage,Thu,Away,W,2,0,ve Zamora,56,,Marcelo Oliveira,4-2-3-1,4-4-2,Darío Herrera,Match Report,
2017-04-11,21:45,Libertadores,Group stage,Tue,Home,W,3,2,cl Iquique,54,,Maicon Souza,4-2-3-1,4-2-3-1,Esteban Ostojich,Match Report,
2017-04-20,18:30,Libertadores,Group stage,Thu,Away,D,1,1,py Guaraní,42,,Lucas Barrios,4-2-3-1,4-4-2,Wilmar Roldán,Match Report,
2017-04-27,21:45,Libertadores,Group stage,Thu,Home,W,4,1,py Guaraní,48,,Marcelo Oliveira,4-4-1-1,4-5-1,Patricio Loustau,Match Report,
2017-05-03,19:30,Libertadores,Group stage,Wed,Away,L,1,2,cl Iquique,50,,Pedro Geromel,4-2-3-1,4-2-3-1,Germán Delfino,Match Report,
2017-05-14,19:00,Série A,Matchweek 1,Sun,Home,W,2,0,Botafogo (RJ),52,18551.0,Pedro Geromel,4-2-3-1,4-3-2-1,Braulio da Silva Machado,Match Report,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Away,W,2,0,Ath Paranaense,40,17244.0,Pedro Geromel,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-05-25,21:45,Libertadores,Group stage,Thu,Home,W,4,0,ve Zamora,61,,Pedro Geromel,4-2-3-1,4-2-3-1,Juan Albarracín,Match Report,
2017-05-28,18:00,Série A,Matchweek 3,Sun,Away,L,3,4,Sport Recife,33,3441.0,Bressan,3-4-3,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Home,W,2,0,Vasco da Gama,58,22578.0,Pedro Geromel,4-2-3-1,4-2-4-0,Sandro Ricci,Match Report,
2017-06-08,20:00,Série A,Matchweek 5,Thu,Away,W,6,3,Chapecoense,52,14403.0,Marcelo Grohe,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2017-06-12,20:00,Série A,Matchweek 6,Mon,Home,W,1,0,Bahia,64,22103.0,Maicon Souza,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2017-06-15,21:00,Série A,Matchweek 7,Thu,Away,W,2,0,Fluminense,50,11652.0,Maicon Souza,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2017-06-19,20:00,Série A,Matchweek 8,Mon,Away,D,3,3,Cruzeiro,45,20384.0,Pedro Geromel,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-06-22,21:00,Série A,Matchweek 9,Thu,Home,W,2,0,Coritiba,52,19035.0,Pedro Geromel,4-2-3-1,4-3-3,Pericles Bassols Pegado Cortez,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,L,0,1,Corinthians,57,50116.0,Pedro Geromel,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2017-07-01,16:00,Série A,Matchweek 11,Sat,Away,L,0,1,Palmeiras,40,31395.0,Marcelo Oliveira,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2017-07-04,19:15,Libertadores,Round of 16,Tue,Away,W,1,0,ar Godoy Cruz,54,,Pedro Geromel,4-2-3-1,4-1-3-2,Víctor Carrillo,Match Report,Leg 1 of 2
2017-07-09,16:00,Série A,Matchweek 12,Sun,Home,L,0,2,Avaí,73,27222.0,Pedro Geromel,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Away,W,1,0,Flamengo,39,18204.0,Pedro Geromel,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,W,3,1,Ponte Preta,61,19292.0,Pedro Geromel,4-2-3-1,5-3-2,Claudio Francisco Lima e Silva,Match Report,
2017-07-19,19:30,Série A,Matchweek 15,Wed,Away,W,3,1,Vitória,49,5541.0,Maicon Souza,4-1-4-1,4-2-2-2,Pericles Bassols Pegado Cortez,Match Report,
2017-07-24,20:00,Série A,Matchweek 16,Mon,Away,D,1,1,São Paulo,45,51511.0,Maicon Souza,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-07-30,19:00,Série A,Matchweek 17,Sun,Home,D,1,1,Santos,59,30034.0,Pedro Geromel,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
