Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
João Pedro,br BRA,DF,27.0,30.6,1,25,5,20.0,0.82,0.16,0.04,0.2,23.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Reinaldo,br BRA,DF,34.0,28.1,3,39,17,43.6,1.39,0.61,0.03,0.06,27.2,10,2,2,2.6,1.0,0.03,0.4,0.0,Matches
Agustín Marchesín,ar ARG,GK,35.0,27.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dodi,br BRA,MF,27.0,26.7,0,12,2,16.7,0.45,0.07,0.0,0.0,24.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Mathías Villasanti,py PAR,MF,27.0,26.0,3,19,6,31.6,0.73,0.23,0.16,0.5,19.4,0,0,0,2.1,2.1,0.11,0.9,0.9,Matches
Franco Cristaldo,ar ARG,"MF,FW",27.0,23.7,6,52,19,36.5,2.19,0.8,0.1,0.26,19.2,4,1,1,5.2,4.4,0.09,0.8,0.6,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26.0,18.6,5,27,10,37.0,1.45,0.54,0.19,0.5,16.2,0,0,0,2.9,2.9,0.11,2.1,2.1,Matches
Rodrigo Ely,br BRA,DF,30.0,18.4,1,17,7,41.2,0.92,0.38,0.06,0.14,11.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Martin Braithwaite,dk DEN,FW,32.0,16.2,8,39,15,38.5,2.4,0.92,0.21,0.53,12.5,0,0,0,5.6,5.6,0.14,2.4,2.4,Matches
Edenílson,br BRA,"MF,FW",34.0,14.8,1,16,9,56.3,1.08,0.61,0.06,0.11,18.4,2,0,0,2.2,2.2,0.14,-1.2,-1.2,Matches
Gustavo Martins Santos,br BRA,DF,21.0,15.3,2,9,4,44.4,0.59,0.26,0.22,0.5,8.1,0,0,0,2.1,2.1,0.24,-0.1,-0.1,Matches
Cristian Pavón,ar ARG,"FW,MF",28.0,12.1,1,34,11,32.4,2.82,0.91,0.03,0.09,19.7,0,0,0,2.5,2.5,0.07,-1.5,-1.5,Matches
João Pedro Pepê,br BRA,MF,26.0,14.3,1,10,3,30.0,0.7,0.21,0.1,0.33,20.1,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Jemerson,br BRA,DF,31.0,12.7,1,6,3,50.0,0.47,0.24,0.17,0.33,10.8,0,0,0,0.6,0.6,0.1,0.4,0.4,Matches
Walter Kannemann,ar ARG,DF,32.0,11.1,0,8,1,12.5,0.72,0.09,0.0,0.0,11.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Gustavo Nunes,br BRA,"FW,MF",18.0,13.8,3,18,7,38.9,1.31,0.51,0.17,0.43,19.0,0,0,0,1.9,1.9,0.1,1.1,1.1,Matches
Alexander Aravena,cl CHI,"FW,MF",21.0,8.6,2,16,8,50.0,1.87,0.94,0.13,0.25,16.7,0,0,0,2.2,2.2,0.14,-0.2,-0.2,Matches
Miguel Monsalve,co COL,"FW,MF",19.0,10.9,3,18,5,27.8,1.66,0.46,0.17,0.6,16.1,1,0,0,2.6,2.6,0.15,0.4,0.4,Matches
Pedro Geromel,br BRA,DF,38.0,8.6,0,7,1,14.3,0.82,0.12,0.0,0.0,11.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Fábio,br BRA,DF,33.0,7.5,0,5,0,0.0,0.66,0.0,0.0,,15.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
João Pedro,it ITA,FW,31.0,6.4,0,8,3,37.5,1.24,0.47,0.0,0.0,12.7,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
Du Queiroz,br BRA,MF,24.0,6.5,0,8,3,37.5,1.23,0.46,0.0,0.0,17.8,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
Nata,br BRA,DF,22.0,5.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Caíque,br BRA,GK,26.0,5.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe Carballo,uy URU,MF,27.0,5.3,0,5,1,20.0,0.94,0.19,0.0,0.0,17.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Diego Costa,es ESP,FW,35.0,5.3,1,10,5,50.0,1.88,0.94,0.1,0.2,13.3,1,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Rafael Cabral,br BRA,GK,33.0,5.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Everton,br BRA,"FW,MF",26.0,5.1,0,7,2,28.6,1.38,0.39,0.0,0.0,27.4,3,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Rodrigo Caio,br BRA,DF,30.0,4.2,0,1,0,0.0,0.24,0.0,0.0,,9.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mayk,br BRA,DF,24.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,9.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Nathan,br BRA,"FW,MF",27.0,3.6,0,8,2,25.0,2.22,0.55,0.0,0.0,22.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Zé Guilherme,br BRA,DF,18.0,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,9.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Cuiabano,br BRA,DF,20.0,1.8,0,1,0,0.0,0.55,0.0,0.0,,20.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Nathan Fernandes,br BRA,"FW,MF",18.0,6.0,0,9,2,22.2,1.49,0.33,0.0,0.0,16.9,0,0,0,1.5,1.5,0.16,-1.5,-1.5,Matches
Igor Serrote,br BRA,"DF,FW",18.0,1.4,0,1,0,0.0,0.73,0.0,0.0,,12.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Matias Arezo,uy URU,"FW,MF",21.0,1.2,0,8,4,50.0,6.43,3.21,0.0,0.0,16.1,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Alysson Edward,br BRA,"FW,MF",17.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ronald,br BRA,"MF,DF",20.0,0.5,0,1,0,0.0,1.91,0.0,0.0,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Squad Total,,,28.5,38.0,42,446,156,35.0,11.74,4.11,0.09,0.25,18.1,22,3,3,43.4,41.1,0.09,-1.4,-2.1,
Opponent Total,,,27.6,38.0,48,573,173,30.2,15.08,4.55,0.07,0.23,20.0,16,8,10,49.4,41.4,0.07,-1.4,-1.4,
