Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Matheus Henrique,br BRA,MF,22.0,27.0,34,21,8,23,3,10,29,34.5,19,15,6,9,33,67,25,1,Matches
Vanderlei,br BRA,GK,35.0,27.0,0,0,0,0,0,0,0,,0,1,0,1,3,3,7,0,Matches
Pepê,br BRA,"FW,MF",22.0,26.9,16,10,6,6,4,7,26,26.9,19,14,0,14,26,42,9,0,Matches
Diego Souza,br BRA,FW,34.0,22.1,12,8,1,10,1,4,9,44.4,5,3,1,2,5,17,24,0,Matches
Alisson,br BRA,FW,26.0,21.6,15,11,5,5,5,10,34,29.4,24,20,0,20,16,31,16,0,Matches
Bruno Cortez,br BRA,DF,32.0,19.8,38,24,24,11,3,24,43,55.8,19,25,5,20,13,51,41,0,Matches
Lucas Silva,br BRA,MF,26.0,19.6,37,24,17,18,2,14,32,43.8,18,18,6,12,25,62,15,1,Matches
Rodrigues,br BRA,DF,22.0,19.2,24,12,18,6,0,13,40,32.5,27,28,21,7,22,46,67,0,Matches
Diogo Barbosa,br BRA,DF,27.0,17.9,31,23,18,10,3,16,33,48.5,17,10,4,6,23,54,41,0,Matches
Luis Manuel Orejuela,co COL,DF,24.0,17.0,37,26,17,19,1,15,33,45.5,18,8,1,7,34,71,13,0,Matches
Jean Pyerre,br BRA,MF,21.0,16.3,16,8,4,9,3,5,21,23.8,16,16,1,15,9,25,3,1,Matches
Victor Ferraz,br BRA,DF,32.0,15.6,30,16,18,10,2,23,29,79.3,6,11,4,7,13,43,24,0,Matches
Walter Kannemann,ar ARG,DF,28.0,15.5,33,21,29,3,1,17,26,65.4,9,11,7,4,28,61,42,0,Matches
David Braz,br BRA,DF,32.0,16.0,25,18,16,9,0,11,21,52.4,10,8,6,2,33,58,65,0,Matches
Darlan Mendes,br BRA,MF,21.0,14.0,28,18,13,14,1,11,36,30.6,25,17,4,13,15,43,13,0,Matches
Paulo Miranda,br BRA,DF,31.0,11.6,9,8,7,2,0,6,9,66.7,3,12,7,5,17,26,51,0,Matches
Pedro Geromel,br BRA,DF,34.0,11.8,17,11,13,4,0,8,16,50.0,8,9,5,4,22,39,40,0,Matches
Isaque,br BRA,"MF,FW",22.0,11.9,14,8,7,5,2,4,15,26.7,11,11,0,11,1,15,4,0,Matches
Maicon Souza,br BRA,MF,34.0,9.3,10,7,4,5,1,3,10,30.0,7,7,0,7,9,19,2,0,Matches
Luiz Fernando,br BRA,"FW,MF",23.0,11.3,9,6,5,3,1,4,12,33.3,8,15,1,14,10,19,6,0,Matches
Paulo Victor Vidotti,br BRA,GK,33.0,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Thaciano,br BRA,MF,24.0,10.1,14,9,4,9,1,2,11,18.2,9,9,1,8,12,26,13,0,Matches
Ferreira,br BRA,FW,22.0,8.7,14,10,3,7,4,2,10,20.0,8,9,0,9,9,23,8,0,Matches
Éverton,br BRA,"FW,MF",31.0,7.8,15,11,8,5,2,8,20,40.0,12,9,0,9,5,20,4,0,Matches
Diego Churín,ar ARG,FW,30.0,7.5,14,8,4,7,3,3,8,37.5,5,4,0,4,5,19,8,0,Matches
Robinho,br BRA,"MF,FW",32.0,5.4,5,4,0,3,2,1,13,7.7,12,9,0,9,4,9,2,0,Matches
Vanderson,br BRA,DF,18.0,4.1,9,4,7,2,0,3,8,37.5,5,5,0,5,7,16,11,0,Matches
César Pinares,cl CHI,MF,28.0,5.0,2,1,0,2,0,1,9,11.1,8,3,1,2,2,4,1,0,Matches
Ruan,br BRA,DF,20.0,2.0,4,3,4,0,0,2,3,66.7,1,2,1,1,4,8,7,0,Matches
Thiago Neves,br BRA,MF,34.0,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
Júlio César,br BRA,GK,33.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Gui Azevedo,br BRA,"FW,MF",18.0,1.2,5,2,2,2,1,3,7,42.9,4,1,0,1,2,7,1,0,Matches
Patrick,br BRA,"FW,MF",21.0,0.2,1,1,0,0,1,0,0,,0,0,0,0,1,2,1,0,Matches
Rildo,br BRA,MF,20.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Fabrício,br BRA,"FW,MF",19.0,0.2,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
Luciano,br BRA,FW,26.0,0.1,2,2,2,0,0,0,0,,0,0,0,0,1,3,0,0,Matches
Marcelo Oliveira,br BRA,FW,32.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.8,38.0,521,336,264,210,47,230,566,40.6,336,311,82,229,410,931,570,3,
Opponent Total,,,26.5,38.0,592,362,297,240,55,271,723,37.5,452,393,121,272,464,1056,660,5,
