Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Paulo Victor Vidotti,br BRA,GK,32.0,28,2520.0,90.0,73.7,28.0,28,90.0,28.0,0,,1,2.07,51.0,21.0,30.0,1.07,1.57,43.0,28.3,14.7,0.52,0.53,Matches
Everton Soares,br BRA,"FW,MF",22.0,30,2283.0,76.0,66.8,25.4,23,90.0,23.0,7,29.0,0,1.67,48.0,23.0,25.0,0.99,0.99,40.3,26.8,13.6,0.53,0.45,Matches
Diego Tardelli,br BRA,FW,33.0,29,1944.0,67.0,56.8,21.6,23,78.0,5.0,6,26.0,0,1.9,34.0,11.0,23.0,1.06,0.94,30.7,22.1,8.6,0.4,0.03,Matches
Alisson,br BRA,FW,25.0,22,1728.0,79.0,50.5,19.2,22,79.0,12.0,0,,6,2.0,34.0,17.0,17.0,0.89,0.46,27.7,20.5,7.3,0.38,-0.01,Matches
Bruno Cortez,br BRA,DF,31.0,21,1811.0,86.0,53.0,20.1,21,86.0,18.0,0,,7,2.0,43.0,22.0,21.0,1.04,0.82,32.6,25.4,7.3,0.36,-0.05,Matches
Matheus Henrique,br BRA,MF,21.0,20,1764.0,88.0,51.6,19.6,20,88.0,18.0,0,,6,1.85,39.0,21.0,18.0,0.92,0.54,30.3,21.1,9.2,0.47,0.18,Matches
Pedro Geromel,br BRA,DF,33.0,20,1761.0,88.0,51.5,19.6,20,88.0,19.0,0,,4,1.7,28.0,18.0,10.0,0.51,-0.3,31.2,21.1,10.1,0.52,0.27,Matches
Michel,br BRA,"MF,DF",28.0,22,1704.0,77.0,49.8,18.9,20,84.0,16.0,2,14.0,3,1.91,37.0,20.0,17.0,0.9,0.48,27.2,24.6,2.6,0.14,-0.5,Matches
David Braz,br BRA,DF,31.0,18,1569.0,87.0,45.9,17.4,17,90.0,17.0,1,38.0,9,2.06,34.0,14.0,20.0,1.15,0.9,24.0,21.4,2.6,0.15,-0.44,Matches
