Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Matheus Henrique,br BRA,MF,22.0,29,2432.0,84.0,71.1,27.0,28,86.0,20.0,1,16.0,0,1.59,40.0,29.0,11.0,0.41,0.22,39.3,30.3,8.9,0.33,0.0,Matches
Vanderlei,br BRA,GK,35.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,1,1.48,37.0,31.0,6.0,0.22,-0.41,36.2,29.5,6.7,0.25,-0.28,Matches
Pepê,br BRA,"FW,MF",22.0,31,2421.0,78.0,70.8,26.9,27,85.0,16.0,4,34.0,0,1.68,38.0,25.0,13.0,0.48,0.48,37.8,28.9,8.9,0.33,0.01,Matches
Diego Souza,br BRA,FW,34.0,25,1986.0,79.0,58.1,22.1,25,79.0,8.0,0,,3,1.6,33.0,24.0,9.0,0.41,0.16,29.8,24.1,5.7,0.26,-0.17,Matches
Alisson,br BRA,FW,26.0,24,1943.0,81.0,56.8,21.6,24,81.0,10.0,0,,0,1.33,27.0,20.0,7.0,0.32,-0.04,29.9,22.7,7.2,0.33,0.0,Matches
Bruno Cortez,br BRA,DF,32.0,23,1782.0,77.0,52.1,19.8,21,84.0,17.0,2,6.0,14,1.48,19.0,14.0,5.0,0.25,-0.19,28.0,18.2,9.8,0.5,0.34,Matches
Lucas Silva,br BRA,MF,26.0,32,1761.0,55.0,51.5,19.6,21,71.0,3.0,11,24.0,2,1.63,22.0,23.0,-1.0,-0.05,-0.81,20.6,22.1,-1.5,-0.08,-0.84,Matches
Rodrigues,br BRA,DF,22.0,24,1727.0,72.0,50.5,19.2,18,90.0,18.0,6,18.0,13,1.63,28.0,25.0,3.0,0.16,-0.38,26.0,24.7,1.4,0.07,-0.52,Matches
Diogo Barbosa,br BRA,DF,27.0,21,1608.0,77.0,47.0,17.9,17,90.0,17.0,4,20.0,6,1.71,34.0,25.0,9.0,0.5,0.31,25.1,22.8,2.3,0.13,-0.38,Matches
