Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcelo Grohe,br BRA,GK,29.0,28,28,2475,27.5,29,1.05,97,73,75.3,11,9,8,15,53.6,7,5,0,2,0.0,Matches
Bruno Grassi,br BRA,GK,28.0,8,7,675,7.5,9,1.2,28,19,67.9,2,2,3,3,42.9,0,0,0,0,,Matches
Léo Jardim,br BRA,GK,20.0,3,3,270,3.0,6,2.0,13,7,53.8,1,0,2,1,33.3,0,0,0,0,,Matches
Squad Total,,,25.7,38,38,3420,38.0,44,1.16,138,99,71.7,14,11,13,18,47.4,7,5,0,2,0.0,
Opponent Total,,,26.8,38,38,3420,38.0,41,1.08,166,126,75.9,13,11,14,13,34.2,1,1,0,0,0.0,
