Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Paulo Victor Vidotti,br BRA,GK,32.0,28.0,354,557,63.6,10412,8218,59,60,98.3,169,171,98.8,124,323,38.4,0,0.0,0.0,0.0,0,9,0,0,0,Matches
Everton Soares,br BRA,"FW,MF",22.0,25.4,660,827,79.8,9555,1894,394,436,90.4,193,246,78.5,42,68,61.8,5,3.8,4.0,1.2,28,44,30,2,90,Matches
Diego Tardelli,br BRA,FW,33.0,21.6,820,973,84.3,11169,2945,475,545,87.2,251,287,87.5,28,42,66.7,1,2.6,2.4,-1.6,27,89,23,2,107,Matches
Alisson,br BRA,FW,25.0,19.2,877,1119,78.4,12815,3240,510,564,90.4,266,335,79.4,61,132,46.2,6,4.0,3.5,2.0,55,69,24,8,93,Matches
Bruno Cortez,br BRA,DF,31.0,20.1,853,1045,81.6,12473,4466,486,527,92.2,322,398,80.9,26,58,44.8,2,2.0,2.4,0.0,22,61,12,8,74,Matches
Matheus Henrique,br BRA,MF,21.0,19.6,1372,1509,90.9,22970,5990,630,676,93.2,564,592,95.3,117,143,81.8,1,0.8,1.3,0.2,20,166,9,0,142,Matches
Pedro Geromel,br BRA,DF,33.0,19.6,834,981,85.0,16289,6603,284,306,92.8,413,460,89.8,115,183,62.8,0,0.2,0.2,-0.2,3,46,3,1,47,Matches
Michel,br BRA,"MF,DF",28.0,18.9,1100,1237,88.9,20053,6131,460,496,92.7,479,526,91.1,133,163,81.6,1,0.8,0.5,0.2,11,85,4,0,97,Matches
David Braz,br BRA,DF,31.0,17.4,903,1029,87.8,17167,6810,299,313,95.5,491,531,92.5,97,158,61.4,2,1.2,0.4,0.8,6,37,1,0,53,Matches
Walter Kannemann,ar ARG,DF,27.0,17.0,634,746,85.0,12285,5389,227,252,90.1,318,353,90.1,77,120,64.2,0,0.0,0.1,0.0,0,48,1,0,45,Matches
Léo Moura,br BRA,DF,40.0,16.4,1070,1233,86.8,17414,5344,557,590,94.4,405,469,86.4,79,113,69.9,1,1.4,1.7,-0.4,16,68,17,6,71,Matches
Juninho Capixaba,br BRA,DF,21.0,16.3,785,998,78.7,12427,4212,416,463,89.8,286,367,77.9,56,90,62.2,1,0.7,1.7,0.3,16,63,23,8,80,Matches
Luciano,br BRA,"FW,MF",25.0,13.7,392,496,79.0,6063,1331,206,230,89.6,133,169,78.7,29,46,63.0,3,1.3,1.0,1.7,14,36,8,1,48,Matches
Luan Vieira,br BRA,MF,25.0,14.6,655,821,79.8,10219,2911,364,404,90.1,203,249,81.5,59,108,54.6,6,3.9,2.6,2.1,32,74,15,2,97,Matches
Rafael Galhardo,br BRA,"DF,FW",27.0,13.0,613,743,82.5,8770,2777,362,384,94.3,198,241,82.2,26,58,44.8,3,2.0,1.7,1.0,9,34,8,3,48,Matches
Maicon Souza,br BRA,MF,33.0,12.9,1314,1426,92.1,23348,5862,601,622,96.6,534,571,93.5,150,180,83.3,3,2.2,1.5,0.8,22,170,17,0,169,Matches
Pepê,br BRA,"FW,MF",21.0,18.8,509,630,80.8,6587,1480,340,381,89.2,130,158,82.3,14,29,48.3,3,2.6,2.9,0.4,18,16,12,1,43,Matches
Thaciano,br BRA,"MF,FW",23.0,14.7,535,618,86.6,9026,2019,234,263,89.0,252,277,91.0,34,50,68.0,1,1.2,0.7,-0.2,10,62,5,0,69,Matches
Rômulo,br BRA,MF,28.0,10.8,606,671,90.3,10054,2452,272,297,91.6,273,292,93.5,40,49,81.6,0,0.3,0.4,-0.3,8,57,2,1,50,Matches
Paulo Miranda,br BRA,DF,30.0,10.5,526,605,86.9,10414,3673,176,189,93.1,281,312,90.1,65,95,68.4,0,0.0,0.1,0.0,1,27,1,0,31,Matches
André,br BRA,FW,28.0,9.9,181,235,77.0,2421,558,104,129,80.6,45,59,76.3,10,12,83.3,2,1.4,0.5,0.6,11,16,5,1,19,Matches
Jean Pyerre,br BRA,MF,20.0,9.0,610,686,88.9,10682,2915,279,289,96.5,241,266,90.6,69,91,75.8,1,1.2,1.7,-0.2,13,90,11,2,116,Matches
Leonardo Gomes,br BRA,DF,22.0,9.0,520,616,84.4,7345,2558,300,330,90.9,184,221,83.3,16,29,55.2,0,0.6,1.2,-0.6,5,52,14,7,68,Matches
Júlio César,br BRA,GK,32.0,8.0,91,172,52.9,2795,2310,17,17,100.0,33,33,100.0,41,122,33.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rodrigues,br BRA,DF,21.0,6.7,291,332,87.7,5254,2355,112,120,93.3,151,168,89.9,23,34,67.6,1,0.1,0.0,0.9,2,13,0,0,12,Matches
Darlan Mendes,br BRA,MF,20.0,6.7,442,492,89.8,7287,1622,201,211,95.3,201,218,92.2,26,39,66.7,1,1.8,1.0,-0.8,12,41,4,0,33,Matches
Felipe Vizeu,br BRA,FW,21.0,4.3,88,117,75.2,1087,230,57,69,82.6,18,22,81.8,5,7,71.4,0,1.5,0.4,-1.5,7,3,1,0,4,Matches
Walter Montoya,ar ARG,FW,25.0,2.4,105,129,81.4,1630,356,56,64,87.5,40,49,81.6,7,10,70.0,1,0.3,0.2,0.7,1,7,1,0,10,Matches
Phelipe Megiolaro,br BRA,GK,19.0,2.0,22,36,61.1,522,339,5,5,100.0,13,13,100.0,4,18,22.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Patrick,br BRA,"MF,FW",20.0,3.9,141,166,84.9,2385,693,62,71,87.3,59,64,92.2,14,19,73.7,0,0.4,0.8,-0.4,8,19,7,1,25,Matches
Ferreira,br BRA,"FW,MF",21.0,1.7,37,52,71.2,442,83,29,31,93.5,5,8,62.5,1,5,20.0,3,0.7,0.5,2.3,3,0,0,0,1,Matches
Isaque,br BRA,"FW,MF",21.0,1.1,31,42,73.8,358,38,22,24,91.7,8,9,88.9,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,4,Matches
Felipe Albuquerque,br BRA,DF,19.0,1.0,33,45,73.3,421,194,22,24,91.7,11,15,73.3,0,3,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Ruan,br BRA,DF,19.0,1.0,25,30,83.3,418,173,13,13,100.0,9,10,90.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Matheus Frizzo,br BRA,MF,20.0,0.9,44,51,86.3,646,198,21,22,95.5,13,15,86.7,3,6,50.0,0,0.3,0.0,-0.3,1,3,0,0,5,Matches
Marinho,br BRA,"MF,FW",28.0,0.5,16,23,69.6,250,35,8,11,72.7,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Gui Azevedo,br BRA,FW,17.0,0.3,7,8,87.5,100,8,4,4,100.0,2,3,66.7,0,0,,0,0.1,0.0,-0.1,1,0,1,1,0,Matches
Da Silva,br BRA,FW,19.0,0.3,4,6,66.7,58,14,3,4,75.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Emanuel,br BRA,DF,19.0,0.2,4,6,66.7,56,33,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jhonata Robert,br BRA,MF,19.0,0.1,2,5,40.0,20,18,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,27.6,38.0,18106,21513,84.2,303687,98477,8670,9440,91.8,7203,8192,87.9,1595,2615,61.0,48,38.9,35.7,9.1,382,1510,260,55,1759,
Opponent Total,,,27.6,38.0,13258,16544,80.1,225891,86153,6221,6998,88.9,5256,6196,84.8,1277,2323,55.0,17,27.3,23.9,-10.3,355,1001,240,50,1380,
