Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Lucas Araujo,br BRA,MF,17.0,0,0,,,,,,,,,,,,,,,,Matches
Brenno,br BRA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches
Raul Cardoso,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Denilson,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches
Renan Dida,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches
Ezequiel Esperon,ar ARG,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Guilherme Guedes,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches
Jadson Negão,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches
Jeferson Negueba,br BRA,FW,23.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.4,38,418,3420.0,38.0,55.0,33.0,88.0,51.0,4.0,7.0,72.0,2.0,1.45,0.87,2.32,1.34,2.21,
Opponent Total,,,26.8,38,418,3420.0,38.0,34.0,23.0,57.0,32.0,2.0,2.0,113.0,5.0,0.89,0.61,1.5,0.84,1.45,
