Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Paulo Victor Vidotti,br BRA,GK,32.0,28,28,2520,28.0,21,0.75,103,84,87.4,18,4,6,12,42.9,8,8,0,0,0.0,Matches
Júlio César,br BRA,GK,32.0,8,8,720,8.0,13,1.62,43,31,72.1,1,4,3,2,25.0,1,1,0,0,0.0,Matches
Phelipe Megiolaro,br BRA,GK,19.0,2,2,180,2.0,5,2.5,11,6,54.5,0,0,2,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.6,38,38,3420,38.0,39,1.03,157,121,80.9,19,8,11,14,36.8,9,9,0,0,0.0,
Opponent Total,,,27.6,38,38,3414,38.0,64,1.69,189,125,69.8,11,8,19,8,21.1,9,7,1,1,12.5,
