Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Marcelo Grohe,br BRA,GK,27.0,35,3142.0,90.0,91.9,34.9,35,90.0,34.0,0,,1,1.66,33.0,21.0,12.0,0.34,0.34,Matches
Dudu,br BRA,"FW,MF",22.0,35,2860.0,82.0,83.6,31.8,33,85.0,15.0,2,33.0,0,1.63,29.0,17.0,12.0,0.38,0.38,Matches
Pará,br BRA,"DF,MF",27.0,33,2879.0,87.0,84.2,32.0,32,89.0,30.0,1,20.0,2,1.48,28.0,21.0,7.0,0.22,-0.61,Matches
Ramiro Benetti,br BRA,"DF,MF",20.0,33,2747.0,83.0,80.3,30.5,32,85.0,25.0,1,28.0,2,1.61,27.0,19.0,8.0,0.26,-0.27,Matches
Hernán Barcos,ar ARG,FW,29.0,32,2723.0,85.0,79.6,30.3,32,85.0,22.0,0,,0,1.56,31.0,20.0,11.0,0.36,0.23,Matches
Zé Roberto,br BRA,"DF,MF",39.0,31,2268.0,73.0,66.3,25.2,24,90.0,24.0,7,14.0,4,1.71,25.0,14.0,11.0,0.44,0.36,Matches
Rhodolfo,br BRA,DF,27.0,24,2132.0,89.0,62.3,23.7,24,89.0,23.0,0,,2,1.63,24.0,15.0,9.0,0.38,0.17,Matches
Pedro Geromel,br BRA,DF,28.0,24,2098.0,87.0,61.3,23.3,24,87.0,23.0,0,,4,1.63,24.0,13.0,11.0,0.47,0.4,Matches
Luan Vieira,br BRA,"FW,MF",20.0,28,1834.0,66.0,53.6,20.4,24,74.0,5.0,4,17.0,0,1.64,23.0,14.0,9.0,0.44,0.27,Matches
Fellipe Bastos,br BRA,MF,23.0,21,1603.0,76.0,46.9,17.8,20,79.0,11.0,1,14.0,4,1.67,19.0,8.0,11.0,0.62,0.57,Matches
Cristian Riveros,py PAR,MF,31.0,23,1460.0,63.0,42.7,16.2,16,81.0,12.0,7,23.0,4,1.3,15.0,13.0,2.0,0.12,-0.34,Matches
Bressan,br BRA,DF,21.0,18,1318.0,73.0,38.5,14.6,16,81.0,12.0,2,14.0,11,1.61,12.0,11.0,1.0,0.07,-0.4,Matches
Walace,br BRA,MF,18.0,19,1214.0,64.0,35.5,13.5,14,83.0,10.0,5,10.0,6,1.79,14.0,10.0,4.0,0.3,-0.03,Matches
Alan Ruiz,ar ARG,"FW,MF",20.0,23,1075.0,47.0,31.4,11.9,12,76.0,6.0,11,15.0,3,1.78,12.0,3.0,9.0,0.75,0.64,Matches
Werley,br BRA,DF,25.0,13,1093.0,84.0,32.0,12.1,11,90.0,11.0,2,51.0,21,1.46,10.0,7.0,3.0,0.25,-0.1,Matches
Giuliano de Paula,br BRA,"FW,MF",23.0,17,1016.0,60.0,29.7,11.3,9,87.0,5.0,8,30.0,1,1.53,12.0,11.0,1.0,0.09,-0.32,Matches
Matheus Biteco,br BRA,MF,18.0,18,911.0,51.0,26.6,10.1,9,81.0,6.0,9,20.0,8,2.17,7.0,4.0,3.0,0.3,-0.03,Matches
Rodriguinho Marinho,br BRA,"FW,MF",25.0,11,674.0,61.0,19.7,7.5,8,69.0,1.0,3,40.0,7,1.36,7.0,5.0,2.0,0.27,-0.06,Matches
Breno Lorran,br BRA,DF,18.0,8,673.0,84.0,19.7,7.5,8,84.0,6.0,0,,8,1.63,7.0,6.0,1.0,0.13,-0.23,Matches
Edinho Campos,br BRA,MF,31.0,10,692.0,69.0,20.2,7.7,7,90.0,7.0,3,20.0,6,1.2,3.0,6.0,-3.0,-0.39,-0.89,Matches
Lucas Coelho,br BRA,FW,19.0,18,627.0,35.0,18.3,7.0,6,82.0,2.0,12,11.0,18,1.67,7.0,2.0,5.0,0.72,0.49,Matches
Matías Rodríguez,ar ARG,"DF,MF",27.0,8,547.0,68.0,16.0,6.1,6,82.0,3.0,2,27.0,16,2.0,9.0,5.0,4.0,0.66,0.41,Matches
Saimon Tormen,br BRA,DF,22.0,5,386.0,77.0,11.3,4.3,4,79.0,3.0,1,70.0,6,1.6,3.0,1.0,2.0,0.47,0.17,Matches
Fernandinho,br BRA,"FW,MF",28.0,13,428.0,33.0,12.5,4.8,3,83.0,1.0,10,18.0,9,1.46,5.0,6.0,-1.0,-0.21,-0.6,Matches
Tiago Machowski,br BRA,GK,20.0,3,188.0,63.0,5.5,2.1,2,91.0,2.0,1,7.0,23,1.33,3.0,2.0,1.0,0.48,0.17,Matches
Wendell,br BRA,DF,20.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,0,2.0,2.0,1.0,1.0,0.5,0.19,Matches
Erik Nascimento,br BRA,"FW,MF",18.0,3,94.0,31.0,2.7,1.0,1,73.0,0.0,2,11.0,6,1.33,0.0,1.0,-1.0,-0.96,-1.31,Matches
Gustavo Busatto,br BRA,GK,23.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,0.0,1.0,-1.0,-1.0,-1.35,Matches
Moisés Dallazen,br BRA,"DF,MF",23.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,7,3.0,2.0,1.0,1.0,1.0,0.7,Matches
Marquinhos Pedroso,br BRA,DF,20.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,2,1.0,0.0,0.0,0.0,0.0,-0.32,Matches
Ronan,br BRA,FW,18.0,2,70.0,35.0,2.0,0.8,1,64.0,0.0,1,6.0,2,1.5,0.0,0.0,0.0,0.0,-0.32,Matches
Everton Soares,br BRA,"FW,MF",17.0,7,142.0,20.0,4.2,1.6,0,,0.0,7,20.0,8,1.14,1.0,2.0,-1.0,-0.63,-0.99,Matches
Maxi Rodríguez,uy URU,"FW,MF",23.0,4,69.0,17.0,2.0,0.8,0,,0.0,4,16.0,7,1.75,1.0,0.0,1.0,1.3,1.01,Matches
Kléber,br BRA,FW,30.0,2,43.0,22.0,1.3,0.5,0,,0.0,2,21.0,0,1.0,0.0,0.0,0.0,0.0,-0.32,Matches
Nicolas Careca,br BRA,FW,16.0,1,30.0,30.0,0.9,0.3,0,,0.0,1,29.0,4,1.0,1.0,0.0,1.0,3.0,2.71,Matches
Léo Gago,br BRA,MF,30.0,1,24.0,24.0,0.7,0.3,0,,0.0,1,23.0,1,0.0,0.0,0.0,0.0,0.0,-0.32,Matches
Jean Deretti,br BRA,MF,20.0,1,13.0,13.0,0.4,0.1,0,,0.0,1,12.0,3,0.0,0.0,1.0,-1.0,-6.92,-7.27,Matches
Rafael Thyere,br BRA,DF,20.0,1,3.0,3.0,0.1,0.0,0,,0.0,1,2.0,0,3.0,0.0,0.0,0.0,0.0,-0.32,Matches
Guilherme Amorim,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Balbino,br BRA,FW,17.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Leandro Canhoto,br BRA,MF,19.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Marcelo Hermes,br BRA,"DF,MF",18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Léo Jardim,br BRA,GK,18.0,0,,,,,0,,0.0,0,,13,,,,,,,Matches
Liverson,br BRA,MF,16.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Yuri Mamute,br BRA,FW,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marcos Paulo,br BRA,FW,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Júnior Tavares,br BRA,"DF,MF",17.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,25.6,38,3420.0,90.0,100.0,38.0,418,85.0,,112,19.0,233,1.61,36.0,24.0,12.0,0.32,,
Opponent Total,,,26.4,38,3420.0,90.0,100.0,38.0,418,85.0,,109,23.0,263,1.13,24.0,36.0,-12.0,-0.32,,
