Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
João Pedro,br BRA,DF,27.0,30.6,1448,1171,276,16,1,4,38,260,0,0,0,0,1142,1,30,Matches
Reinaldo,br BRA,DF,34.0,28.1,1459,1107,349,55,1,15,94,249,45,3,17,0,1098,3,42,Matches
Agustín Marchesín,ar ARG,GK,35.0,27.5,822,513,304,89,0,1,0,0,0,0,0,0,521,5,1,Matches
Dodi,br BRA,MF,27.0,26.7,769,748,19,19,2,0,4,0,0,0,0,0,670,2,8,Matches
Mathías Villasanti,py PAR,MF,27.0,26.0,1311,1204,104,94,6,3,11,8,1,0,0,0,1138,3,22,Matches
Franco Cristaldo,ar ARG,"MF,FW",27.0,23.7,1208,1021,185,64,10,13,147,8,103,27,41,1,921,2,24,Matches
Yeferson Soteldo,ve VEN,"FW,MF",26.0,18.6,647,625,21,6,1,2,79,6,8,2,5,0,493,1,23,Matches
Rodrigo Ely,br BRA,DF,30.0,18.4,787,740,46,44,0,6,1,2,0,0,0,0,634,1,3,Matches
Martin Braithwaite,dk DEN,FW,32.0,16.2,313,275,35,0,5,2,6,0,1,0,0,0,231,3,9,Matches
Edenílson,br BRA,"MF,FW",34.0,14.8,490,467,22,4,1,3,18,11,4,0,4,0,372,1,19,Matches
Gustavo Martins Santos,br BRA,DF,21.0,15.3,792,782,10,8,0,1,1,2,0,0,0,0,684,0,4,Matches
Cristian Pavón,ar ARG,"FW,MF",28.0,12.1,483,460,23,2,0,4,58,6,15,0,4,0,337,0,13,Matches
João Pedro Pepê,br BRA,MF,26.0,14.3,705,670,32,22,3,11,7,9,0,0,0,0,616,3,11,Matches
Jemerson,br BRA,DF,31.0,12.7,434,396,37,25,1,2,1,0,0,0,0,0,371,1,3,Matches
Walter Kannemann,ar ARG,DF,32.0,11.1,351,340,11,8,0,6,0,3,0,0,0,0,279,0,4,Matches
Gustavo Nunes,br BRA,"FW,MF",18.0,13.8,490,473,16,4,5,2,22,4,8,0,0,0,353,1,24,Matches
Alexander Aravena,cl CHI,"FW,MF",21.0,8.6,174,172,1,0,0,0,12,1,0,0,0,0,134,1,8,Matches
Miguel Monsalve,co COL,"FW,MF",19.0,10.9,367,355,11,5,1,4,7,2,4,0,1,0,314,1,15,Matches
Pedro Geromel,br BRA,DF,38.0,8.6,403,391,11,8,0,0,2,3,0,0,0,0,338,1,1,Matches
Fábio,br BRA,DF,33.0,7.5,363,287,74,6,1,4,21,68,0,0,0,0,271,2,7,Matches
João Pedro,it ITA,FW,31.0,6.4,105,87,18,0,0,0,0,0,0,0,0,0,84,0,0,Matches
Du Queiroz,br BRA,MF,24.0,6.5,404,398,4,0,1,3,4,4,0,0,0,0,351,2,6,Matches
Nata,br BRA,DF,22.0,5.6,172,164,8,8,0,1,0,0,0,0,0,0,144,0,2,Matches
Caíque,br BRA,GK,26.0,5.4,131,73,58,11,0,0,0,0,0,0,0,0,74,0,0,Matches
Felipe Carballo,uy URU,MF,27.0,5.3,268,261,7,7,0,0,2,0,0,0,0,0,220,0,8,Matches
Diego Costa,es ESP,FW,35.0,5.3,131,117,14,1,1,0,3,1,0,0,0,0,101,0,4,Matches
Rafael Cabral,br BRA,GK,33.0,5.1,153,99,54,7,0,0,0,0,0,0,0,0,102,0,0,Matches
Everton,br BRA,"FW,MF",26.0,5.1,112,102,10,1,0,2,2,2,2,2,0,0,89,0,6,Matches
Rodrigo Caio,br BRA,DF,30.0,4.2,230,217,13,12,0,1,0,0,0,0,0,0,215,0,1,Matches
Mayk,br BRA,DF,24.0,3.9,186,144,42,4,0,0,3,38,0,0,0,0,129,0,5,Matches
Nathan,br BRA,"FW,MF",27.0,3.6,91,86,4,0,0,1,2,0,1,1,0,0,69,1,3,Matches
Zé Guilherme,br BRA,DF,18.0,2.5,144,119,25,2,0,0,6,23,0,0,0,0,114,0,5,Matches
Cuiabano,br BRA,DF,20.0,1.8,106,83,23,3,0,0,2,20,0,0,0,0,77,0,6,Matches
Nathan Fernandes,br BRA,"FW,MF",18.0,6.0,176,165,10,0,3,4,3,5,5,0,0,0,138,1,6,Matches
Igor Serrote,br BRA,"DF,FW",18.0,1.4,58,54,4,0,0,0,5,4,0,0,0,0,34,0,2,Matches
Matias Arezo,uy URU,"FW,MF",21.0,1.2,48,46,1,0,0,1,0,0,0,0,0,0,34,1,1,Matches
Alysson Edward,br BRA,"FW,MF",17.0,0.9,29,27,2,2,0,0,1,0,0,0,0,0,27,0,1,Matches
Ronald,br BRA,"MF,DF",20.0,0.5,42,41,1,1,0,0,0,0,0,0,0,0,37,0,0,Matches
Squad Total,,,28.5,38.0,16402,14480,1885,538,43,96,562,739,197,35,72,1,12956,37,327,
Opponent Total,,,27.6,38.0,19223,17603,1569,415,35,106,755,657,193,81,84,1,15783,51,321,
