Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Rafinha,br BRA,DF,35.0,25.3,1819,69,413,924,495,16,1819,10,5,50.0,5,50.0,1023,3681,1929,39,29,2,17,7,1155,100,Matches
Thiago dos Santos,br BRA,MF,31.0,23.5,1224,44,276,833,131,19,1224,26,22,84.6,4,15.4,658,3256,1233,14,14,2,18,15,687,11,Matches
Pedro Geromel,br BRA,DF,35.0,24.0,1324,117,590,698,44,14,1324,7,6,85.7,1,14.3,721,2712,1531,8,10,1,8,3,808,5,Matches
Ferreira,br BRA,"FW,MF",23.0,23.7,1386,11,109,495,816,119,1386,168,88,52.4,80,47.6,959,7289,4243,158,90,54,56,37,1048,262,Matches
Gabriel Chapecó,br BRA,GK,20.0,23.6,527,444,525,2,0,0,527,0,0,,0,,264,1482,994,0,0,0,0,0,152,0,Matches
Diego Souza,br BRA,FW,35.0,19.6,595,10,21,275,303,85,593,17,11,64.7,6,35.3,324,1486,553,18,11,6,50,11,469,84,Matches
Vanderson,br BRA,DF,19.0,21.9,1664,44,388,783,515,23,1664,68,46,67.6,22,32.4,911,5030,2914,65,59,8,50,19,994,111,Matches
Alisson,br BRA,"FW,MF",27.0,20.8,1160,14,108,438,625,67,1160,40,18,45.0,22,55.0,770,4215,2290,75,70,22,25,36,881,187,Matches
Walter Kannemann,ar ARG,DF,29.0,19.9,1025,107,487,523,23,13,1025,6,5,83.3,1,16.7,573,2452,1153,7,3,2,3,3,593,0,Matches
Douglas Costa,br BRA,"FW,MF",30.0,20.1,1123,5,74,457,620,48,1123,101,71,70.3,30,29.7,763,5464,3089,108,86,19,53,28,855,176,Matches
Lucas Silva,br BRA,MF,27.0,19.0,1232,40,214,805,231,9,1232,37,24,64.9,13,35.1,750,3332,1379,20,18,3,20,16,818,22,Matches
Ruan,br BRA,DF,21.0,19.8,1058,111,494,539,38,12,1058,10,8,80.0,2,20.0,621,3179,1650,11,4,2,12,8,627,4,Matches
Bruno Cortez,br BRA,DF,33.0,16.1,897,39,236,493,179,14,897,19,7,36.8,12,63.2,463,2894,1782,46,27,4,15,10,487,51,Matches
Brenno,br BRA,GK,21.0,13.4,315,280,315,0,0,0,315,0,0,,0,,146,729,462,0,0,0,2,0,103,0,Matches
Mathías Villasanti,py PAR,MF,24.0,11.2,619,10,103,349,180,19,619,24,12,50.0,12,50.0,337,1758,737,19,12,3,13,10,389,29,Matches
Miguel Borja,co COL,FW,28.0,11.7,373,6,14,159,205,68,369,10,6,60.0,4,40.0,210,882,372,15,16,9,39,10,290,61,Matches
Rodrigues,br BRA,DF,23.0,11.1,542,64,256,274,14,4,542,4,4,100.0,0,0.0,309,1989,1259,13,5,0,1,0,312,2,Matches
Diogo Barbosa,br BRA,DF,28.0,10.1,667,22,164,309,203,10,667,11,5,45.5,6,54.5,351,2191,1226,32,25,2,9,2,382,53,Matches
Jean Pyerre,br BRA,"MF,FW",22.0,10.9,948,3,68,535,353,23,948,22,18,81.8,4,18.2,617,2577,1167,18,21,5,23,6,758,57,Matches
Jaminton Campaz,co COL,MF,20.0,10.1,613,1,19,256,349,45,613,31,21,67.7,10,32.3,363,1694,779,27,24,10,31,16,454,95,Matches
