Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Rafinha,br BRA,DF,35.0,25.3,73,2.89,59,9,0,2,1,2,10,0.4,9,0,0,1,0,0,Matches
Thiago dos Santos,br BRA,MF,31.0,23.5,37,1.57,29,0,3,0,3,2,4,0.17,2,0,1,0,1,0,Matches
Pedro Geromel,br BRA,DF,35.0,24.0,16,0.67,14,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Ferreira,br BRA,"FW,MF",23.0,23.7,121,5.1,79,3,24,8,4,3,13,0.55,10,0,2,1,0,0,Matches
Gabriel Chapecó,br BRA,GK,20.0,23.6,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Souza,br BRA,FW,35.0,19.6,48,2.45,33,0,3,4,7,1,6,0.31,3,0,2,1,0,0,Matches
Vanderson,br BRA,DF,19.0,21.9,59,2.69,45,9,2,2,1,0,5,0.23,3,2,0,0,0,0,Matches
Alisson,br BRA,"FW,MF",27.0,20.8,81,3.89,57,15,2,3,4,0,8,0.38,4,0,0,2,2,0,Matches
Walter Kannemann,ar ARG,DF,29.0,19.9,10,0.5,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Douglas Costa,br BRA,"FW,MF",30.0,20.1,95,4.74,61,15,13,1,5,0,6,0.3,5,0,1,0,0,0,Matches
Lucas Silva,br BRA,MF,27.0,19.0,55,2.9,50,0,1,1,2,1,1,0.05,1,0,0,0,0,0,Matches
Ruan,br BRA,DF,21.0,19.8,9,0.45,7,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
Bruno Cortez,br BRA,DF,33.0,16.1,23,1.43,18,1,1,1,2,0,1,0.06,1,0,0,0,0,0,Matches
Brenno,br BRA,GK,21.0,13.4,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mathías Villasanti,py PAR,MF,24.0,11.2,29,2.58,26,0,1,0,0,2,1,0.09,1,0,0,0,0,0,Matches
Miguel Borja,co COL,FW,28.0,11.7,17,1.46,10,0,0,2,5,0,3,0.26,2,0,0,0,1,0,Matches
Rodrigues,br BRA,DF,23.0,11.1,9,0.81,8,0,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Diogo Barbosa,br BRA,DF,28.0,10.1,23,2.27,16,4,2,0,1,0,2,0.2,1,0,1,0,0,0,Matches
Jean Pyerre,br BRA,"MF,FW",22.0,10.9,59,5.42,52,3,2,0,1,1,3,0.28,2,0,0,0,1,0,Matches
Jaminton Campaz,co COL,MF,20.0,10.1,42,4.16,27,6,2,3,3,1,2,0.2,1,0,1,0,0,0,Matches
Victor Bobsin,br BRA,MF,21.0,8.8,18,2.04,14,0,1,2,1,0,1,0.11,1,0,0,0,0,0,Matches
Matheus Henrique,br BRA,MF,23.0,7.0,27,3.84,24,1,1,0,1,0,1,0.14,1,0,0,0,0,0,Matches
Jhonata Robert,br BRA,"FW,MF",21.0,7.0,34,4.83,23,4,3,2,2,0,1,0.14,1,0,0,0,0,0,Matches
Leo Augusto Pereira,br BRA,"FW,MF",20.0,6.4,12,1.87,7,0,0,2,2,1,0,0.0,0,0,0,0,0,0,Matches
Darlan Mendes,br BRA,MF,22.0,4.7,15,3.2,14,0,0,1,0,0,3,0.64,3,0,0,0,0,0,Matches
Paulo Miranda,br BRA,DF,32.0,4.0,4,0.99,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Henrique,br BRA,MF,19.0,3.1,2,0.65,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Ricardinho,br BRA,"FW,MF",19.0,4.8,11,2.28,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mateus Sarará,br BRA,MF,18.0,3.1,8,2.54,6,2,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
