Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Bruno Cortez,br BRA,DF,30.0,25.8,0,3,2,66.7,0.12,0.08,0.0,0.0,,0,0,Matches
Everton Soares,br BRA,"FW,MF",21.0,23.7,10,88,39,44.3,3.72,1.65,0.11,0.26,,0,0,Matches
Ramiro Benetti,br BRA,"DF,MF",24.0,19.7,0,25,10,40.0,1.27,0.51,0.0,0.0,,0,0,Matches
Cícero Santos,br BRA,MF,33.0,20.2,2,29,12,41.4,1.43,0.59,0.03,0.08,,1,1,Matches
Pedro Geromel,br BRA,DF,32.0,20.0,2,20,7,35.0,1.0,0.35,0.1,0.29,,0,0,Matches
Bressan,br BRA,DF,25.0,19.4,1,6,2,33.3,0.31,0.1,0.17,0.5,,0,0,Matches
Maicon Souza,br BRA,MF,32.0,16.9,3,14,7,50.0,0.83,0.42,0.21,0.43,,0,1,Matches
Paulo Victor Vidotti,br BRA,GK,31.0,19.5,0,0,0,,0.0,0.0,,,,0,0,Matches
André,br BRA,FW,27.0,16.6,4,32,11,34.4,1.93,0.66,0.09,0.27,,1,1,Matches
Walter Kannemann,ar ARG,DF,26.0,17.8,0,5,0,0.0,0.28,0.0,0.0,,,0,0,Matches
Marcelo Grohe,br BRA,GK,31.0,17.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Luan Vieira,br BRA,"FW,MF",24.0,17.4,1,51,13,25.5,2.93,0.75,0.02,0.08,,0,2,Matches
Léo Moura,br BRA,"DF,MF",39.0,15.6,0,3,1,33.3,0.19,0.06,0.0,0.0,,0,0,Matches
Leonardo Gomes,br BRA,DF,21.0,12.9,0,6,2,33.3,0.46,0.15,0.0,0.0,,0,0,Matches
Paulo Miranda,br BRA,DF,29.0,12.2,0,5,1,20.0,0.41,0.08,0.0,0.0,,0,0,Matches
Marcelo Oliveira,br BRA,"DF,MF",30.0,12.0,0,1,0,0.0,0.08,0.0,0.0,,,0,0,Matches
Alisson,br BRA,"FW,MF",24.0,15.7,1,27,9,33.3,1.72,0.57,0.04,0.11,,0,0,Matches
Jael Ferreira,br BRA,FW,29.0,13.5,6,29,13,44.8,2.15,0.97,0.14,0.31,,2,3,Matches
Jailson Siqueira,br BRA,"DF,MF",22.0,10.9,1,3,3,100.0,0.28,0.28,0.33,0.33,,0,0,Matches
Michel,br BRA,"DF,MF",27.0,8.4,0,7,1,14.3,0.83,0.12,0.0,0.0,,0,0,Matches
Pepê,br BRA,"DF,FW",20.0,9.0,2,12,4,33.3,1.33,0.44,0.17,0.5,,0,0,Matches
Matheus Henrique,br BRA,MF,20.0,8.4,2,8,2,25.0,0.95,0.24,0.25,1.0,,0,0,Matches
Thaciano,br BRA,"FW,MF",22.0,8.2,1,14,6,42.9,1.71,0.73,0.07,0.17,,0,0,Matches
Douglas dos Santos,br BRA,MF,35.0,7.6,2,10,5,50.0,1.32,0.66,0.1,0.2,,1,1,Matches
Mádson,br BRA,"DF,MF",26.0,7.0,0,6,1,16.7,0.85,0.14,0.0,0.0,,0,0,Matches
Jean Pyerre,br BRA,MF,19.0,6.9,1,24,6,25.0,3.46,0.86,0.0,0.0,,1,1,Matches
Arthur Melo,br BRA,MF,21.0,6.6,1,5,2,40.0,0.75,0.3,0.2,0.5,,0,0,Matches
Thonny Anderson,br BRA,"FW,MF",20.0,6.6,3,20,8,40.0,3.05,1.22,0.15,0.38,,0,0,Matches
Marinho,br BRA,"FW,MF",27.0,5.7,1,24,6,25.0,4.24,1.06,0.04,0.17,,0,0,Matches
Lima,br BRA,"FW,MF",21.0,4.1,0,8,3,37.5,1.93,0.72,0.0,0.0,,0,0,Matches
Juninho Capixaba,br BRA,"DF,MF",20.0,4.0,3,8,3,37.5,2.0,0.75,0.25,0.67,,1,1,Matches
Kaio Mendes,br BRA,MF,22.0,3.5,0,4,1,25.0,1.15,0.29,0.0,0.0,,0,0,Matches
Maicosuel,br BRA,MF,31.0,1.5,0,2,1,50.0,1.32,0.66,0.0,0.0,,0,0,Matches
Bruno Grassi,br BRA,GK,30.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Guilherme Guedes,br BRA,DF,18.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Hernane,br BRA,FW,31.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Derlan,br BRA,DF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Vico,br BRA,MF,19.0,0.1,0,1,1,100.0,6.92,6.92,0.0,0.0,,0,0,Matches
Lincoln,br BRA,MF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,27.5,38.0,47,500,182,36.4,13.16,4.79,0.08,0.22,,7,11,
Opponent Total,,,26.9,38.0,26,381,107,28.1,10.03,2.82,0.07,0.24,,0,0,
