Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Matheus Henrique,br BRA,MF,22.0,27.0,2,20,6,30.0,0.74,0.22,0.1,0.33,26.7,1,0,0,1.0,1.0,0.05,1.0,1.0,Matches
Vanderlei,br BRA,GK,35.0,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pepê,br BRA,"FW,MF",22.0,26.9,9,46,17,37.0,1.71,0.63,0.17,0.47,18.1,0,1,1,7.3,6.5,0.14,1.7,1.5,Matches
Diego Souza,br BRA,FW,34.0,22.1,13,50,21,42.0,2.27,0.95,0.22,0.52,16.7,10,2,3,8.7,6.3,0.13,4.3,4.7,Matches
Alisson,br BRA,FW,26.0,21.6,2,56,23,41.1,2.59,1.07,0.04,0.09,16.3,0,0,0,5.7,5.7,0.1,-3.7,-3.7,Matches
Bruno Cortez,br BRA,DF,32.0,19.8,0,5,1,20.0,0.25,0.05,0.0,0.0,18.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Lucas Silva,br BRA,MF,26.0,19.6,1,30,7,23.3,1.53,0.36,0.0,0.0,31.1,10,1,1,2.0,1.2,0.04,-1.0,-1.2,Matches
Rodrigues,br BRA,DF,22.0,19.2,0,10,0,0.0,0.52,0.0,0.0,,15.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Diogo Barbosa,br BRA,DF,27.0,17.9,0,8,2,25.0,0.45,0.11,0.0,0.0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Luis Manuel Orejuela,co COL,DF,24.0,17.0,1,13,4,30.8,0.77,0.24,0.08,0.25,17.8,0,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches
Jean Pyerre,br BRA,MF,21.0,16.3,5,44,13,29.5,2.7,0.8,0.11,0.38,26.2,15,0,1,4.2,3.4,0.08,0.8,1.6,Matches
Victor Ferraz,br BRA,DF,32.0,15.6,0,8,2,25.0,0.51,0.13,0.0,0.0,20.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Walter Kannemann,ar ARG,DF,28.0,15.5,0,8,2,25.0,0.52,0.13,0.0,0.0,10.7,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
David Braz,br BRA,DF,32.0,16.0,2,13,4,30.8,0.81,0.25,0.15,0.5,18.9,1,0,0,1.4,1.4,0.11,0.6,0.6,Matches
Darlan Mendes,br BRA,MF,21.0,14.0,1,11,2,18.2,0.79,0.14,0.09,0.5,22.4,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
Paulo Miranda,br BRA,DF,31.0,11.6,1,3,1,33.3,0.26,0.09,0.33,1.0,12.0,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
Pedro Geromel,br BRA,DF,34.0,11.8,0,5,0,0.0,0.42,0.0,0.0,,9.6,0,0,0,1.0,1.0,0.19,-1.0,-1.0,Matches
Isaque,br BRA,"MF,FW",22.0,11.9,2,34,10,29.4,2.85,0.84,0.06,0.2,14.9,0,0,0,4.3,4.3,0.13,-2.3,-2.3,Matches
Maicon Souza,br BRA,MF,34.0,9.3,1,9,4,44.4,0.97,0.43,0.11,0.25,21.1,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Luiz Fernando,br BRA,"FW,MF",23.0,11.3,1,22,8,36.4,1.95,0.71,0.05,0.13,17.3,0,0,0,2.2,2.2,0.1,-1.2,-1.2,Matches
