Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Paulo Victor Vidotti,br BRA,GK,32.0,28.0,1,0,0,0,2,0,0,2,0,0,0,0,23,5,0,100.0,Matches
Everton Soares,br BRA,"FW,MF",22.0,25.4,3,0,0,19,35,2,30,14,19,1,0,0,112,21,32,39.6,Matches
Diego Tardelli,br BRA,FW,33.0,21.6,2,1,0,26,26,6,17,7,17,1,0,0,81,8,34,19.0,Matches
Alisson,br BRA,FW,25.0,19.2,5,0,0,24,53,1,138,17,11,1,0,0,82,47,33,58.8,Matches
Bruno Cortez,br BRA,DF,31.0,20.1,4,0,0,23,23,5,57,20,21,1,1,0,107,20,14,58.8,Matches
Matheus Henrique,br BRA,MF,21.0,19.6,9,0,0,36,20,0,8,20,21,0,1,0,142,9,19,32.1,Matches
Pedro Geromel,br BRA,DF,33.0,19.6,4,0,0,16,13,0,10,32,24,0,1,0,110,48,27,64.0,Matches
Michel,br BRA,"MF,DF",28.0,18.9,5,0,0,43,4,1,2,32,30,0,1,2,109,49,29,62.8,Matches
David Braz,br BRA,DF,31.0,17.4,0,0,0,15,3,0,2,26,16,1,1,0,88,47,34,58.0,Matches
Walter Kannemann,ar ARG,DF,27.0,17.0,8,0,0,29,18,0,1,38,23,0,1,0,76,32,22,59.3,Matches
Léo Moura,br BRA,DF,40.0,16.4,1,0,0,9,14,1,46,9,11,0,2,0,103,20,18,52.6,Matches
Juninho Capixaba,br BRA,DF,21.0,16.3,7,0,0,26,38,3,68,20,14,0,0,0,77,22,26,45.8,Matches
Luciano,br BRA,"FW,MF",25.0,13.7,3,0,0,18,24,3,11,11,16,1,0,0,45,14,30,31.8,Matches
Luan Vieira,br BRA,MF,25.0,14.6,0,0,0,11,34,3,68,6,7,0,0,0,72,6,29,17.1,Matches
