Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
5,Atlético Mineiro,38,17,11,10,51,38,13,62,1.63,14132,Diego Tardelli - 10,Victor Leandro Bagy,→ Copa Libertadores via cup win 1
6,Fluminense,38,17,10,11,61,42,19,61,1.61,21272,Fred - 18,Diego Cavalieri,
7,Grêmio,38,17,10,11,36,24,12,61,1.61,21028,Hernán Barcos - 14,Marcelo Grohe,
8,Ath Paranaense,38,15,9,14,43,42,1,54,1.42,12237,Cléo - 9,Wéverton,
9,Santos,38,15,8,15,42,35,7,53,1.39,9243,Gabriel Barbosa - 8,Aranha,
