Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-02-17,20:00,Libertadores,Second stage,Wed,Away,L,0,2,mx Toluca,,,,4-2-3-1,4-3-2-1,Gery Vargas,Match Report,
2016-03-02,21:45,Libertadores,Second stage,Wed,Home,W,4,0,ec LDU de Quito,,,,4-2-3-1,4-4-1-1,Jesús Valenzuela,Match Report,
2016-03-09,21:45,Libertadores,Second stage,Wed,Home,D,1,1,ar San Lorenzo,,,,4-2-3-1,4-1-3-2,Daniel Fedorczuk,Match Report,
2016-03-15,21:45,Libertadores,Second stage,Tue,Away,D,1,1,ar San Lorenzo,,,,4-2-3-1,4-1-3-2,Andrés Cunha,Match Report,
2016-04-13,19:45,Libertadores,Second stage,Wed,Away,W,3,2,ec LDU de Quito,,,,4-2-3-1,4-2-3-1,Roberto Tobar,Match Report,
2016-04-19,21:45,Libertadores,Second stage,Tue,Home,W,1,0,mx Toluca,,,,4-2-3-1,4-2-3-1,Gustavo Murillo,Match Report,
2016-04-27,21:45,Libertadores,Round of 16,Wed,Home,L,0,1,ar Rosario Central,,,,4-2-3-1,4-1-2-1-2,Víctor Carrillo,Match Report,Leg 1 of 2
2016-05-05,19:15,Libertadores,Round of 16,Thu,Away,L,0,3,ar Rosario Central,,,,4-2-3-1,4-1-2-1-2,Enrique Cáceres,Match Report,Leg 2 of 2; Rosario Central won
2016-05-15,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Corinthians,40.0,31533.0,,4-4-2,4-1-4-1,Wilton Sampaio,Match Report,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Home,W,1,0,Flamengo,45.0,15976.0,,4-2-2-2,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-05-26,21:00,Série A,Matchweek 3,Thu,Away,W,3,0,Atlético Mineiro,45.0,15742.0,,4-2-3-1,4-4-2,Raphael Claus,Match Report,
2016-05-29,18:30,Série A,Matchweek 4,Sun,Home,W,2,0,Coritiba,55.0,10825.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2016-06-02,21:00,Série A,Matchweek 5,Thu,Away,L,3,4,Palmeiras,55.0,19198.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Ponte Preta,72.0,15125.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-06-11,18:30,Série A,Matchweek 7,Sat,Away,D,1,1,Fluminense,39.0,3636.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Away,D,3,3,Chapecoense,54.0,13154.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-06-19,19:00,Série A,Matchweek 9,Sun,Home,W,2,0,Cruzeiro,56.0,14658.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-06-23,19:15,Série A,Matchweek 10,Thu,Home,L,1,2,Vitória,63.0,12636.0,,4-2-3-1,5-4-1,Sandro Ricci,Match Report,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,L,0,2,Ath Paranaense,51.0,16838.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-06-29,19:30,Série A,Matchweek 12,Wed,Home,W,3,2,Santos,37.0,13088.0,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-07-03,11:00,Série A,Matchweek 13,Sun,Away,W,1,0,Internacional,46.0,36229.0,,4-2-3-1,4-1-3-2,Dewson Fernando Freitas da Silva,Match Report,
2016-07-10,11:00,Série A,Matchweek 14,Sun,Home,W,2,1,Figueirense,62.0,34013.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2016-07-17,18:30,Série A,Matchweek 15,Sun,Away,L,2,4,Sport Recife,54.0,10891.0,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Home,W,1,0,São Paulo,51.0,37069.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2016-07-31,18:30,Série A,Matchweek 17,Sun,Away,D,0,0,América (MG),53.0,1534.0,,4-2-3-1,4-5-1,Raphael Claus,Match Report,
2016-08-04,19:30,Série A,Matchweek 18,Thu,Home,D,0,0,Santa Cruz,61.0,16068.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-08-14,11:00,Série A,Matchweek 20,Sun,Home,W,3,0,Corinthians,40.0,46163.0,,4-2-3-1,4-2-2-2,Braulio da Silva Machado,Match Report,
2016-08-21,11:00,Série A,Matchweek 21,Sun,Away,L,1,2,Flamengo,50.0,22552.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-08-28,16:00,Série A,Matchweek 22,Sun,Home,D,1,1,Atlético Mineiro,62.0,30631.0,,4-3-2-1,4-2-2-2,Claudio Francisco Lima e Silva,Match Report,
2016-09-04,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Botafogo (RJ),63.0,5199.0,,4-3-3,4-3-3,Wagner Reway,Match Report,
2016-09-07,21:45,Série A,Matchweek 23,Wed,Away,L,0,4,Coritiba,61.0,8507.0,,4-3-3,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2016-09-11,18:30,Série A,Matchweek 24,Sun,Home,D,0,0,Palmeiras,60.0,19514.0,,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,
2016-09-14,21:00,Série A,Matchweek 25,Wed,Away,L,0,3,Ponte Preta,60.0,3713.0,,4-2-3-1,4-1-4-1,Jailson Macêdo Freitas,Match Report,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Home,L,0,1,Fluminense,67.0,12136.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Home,W,1,0,Chapecoense,47.0,11152.0,,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2016-10-01,18:30,Série A,Matchweek 28,Sat,Away,L,0,1,Cruzeiro,48.0,16678.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-10-05,19:30,Série A,Matchweek 29,Wed,Away,W,1,0,Vitória,43.0,19652.0,,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Home,W,1,0,Ath Paranaense,57.0,16123.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-10-16,19:30,Série A,Matchweek 31,Sun,Away,D,1,1,Santos,32.0,7969.0,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-10-23,17:00,Série A,Matchweek 32,Sun,Home,D,0,0,Internacional,69.0,47622.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2016-10-29,19:30,Série A,Matchweek 33,Sat,Away,D,0,0,Figueirense,50.0,8431.0,,4-2-2-2,4-3-3,Eduardo Tomaz De Aquino Valadão,Match Report,
