Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Vanderlei,br BRA,GK,35.0,27,27,2430,27.0,31,1.15,92,61,76.1,9,13,5,6,22.2,9,9,0,0,0.0,Matches
Paulo Victor Vidotti,br BRA,GK,33.0,10,10,900,10.0,8,0.8,37,29,81.1,5,4,1,5,50.0,1,1,0,0,0.0,Matches
Júlio César,br BRA,GK,33.0,1,1,90,1.0,1,1.0,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.8,38,38,3420,38.0,40,1.05,135,95,77.8,14,17,7,11,28.9,10,10,0,0,0.0,
Opponent Total,,,26.5,38,38,3420,38.0,53,1.39,163,111,70.6,7,17,14,7,18.4,7,5,1,1,16.7,
