Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Luciano Castán,br BRA,DF,29.0,34.0,1758,315,976,733,63,19,1758,15,12,80.0,3,20.0,913,5721,3779,19,17,0,7,7,1114,6,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,953,63,267,400,305,46,953,38,20,52.6,18,47.4,513,3915,2278,86,55,19,53,27,548,141,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,845,808,845,0,0,0,845,0,0,,0,,350,2858,2236,0,0,0,2,0,186,0,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,1486,84,426,766,309,21,1486,13,9,69.2,4,30.8,669,3137,1680,33,34,3,20,9,866,51,Matches
Alan Costa,br BRA,DF,28.0,25.3,1207,239,667,519,33,19,1207,4,3,75.0,1,25.0,641,3260,1895,5,6,1,6,2,729,2,Matches
Carlinhos,br BRA,DF,32.0,25.2,1361,106,439,619,320,14,1361,31,18,58.1,13,41.9,679,3685,2370,57,39,4,16,12,736,104,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,1056,12,134,605,335,26,1053,48,32,66.7,16,33.3,716,4315,2186,48,49,3,40,33,789,66,Matches
Naldo,br BRA,MF,28.0,19.4,901,86,294,509,106,18,901,23,15,65.2,8,34.8,426,1705,758,7,10,2,14,7,481,20,Matches
João Vitor,br BRA,MF,30.0,18.9,1026,52,281,663,97,0,1026,11,9,81.8,2,18.2,516,2303,1324,18,23,0,4,7,668,9,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,641,17,52,357,245,61,640,34,22,64.7,12,35.3,452,2481,1055,33,28,7,60,34,543,92,Matches
Alecsandro,br BRA,FW,37.0,13.0,326,14,36,191,102,31,325,11,7,63.6,4,36.4,150,616,244,7,4,2,25,7,207,39,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,573,7,77,238,267,30,573,47,27,57.4,20,42.6,380,2525,1191,32,23,8,49,33,385,112,Matches
Didira,br BRA,"FW,MF",30.0,11.1,535,17,95,316,130,12,535,12,9,75.0,3,25.0,324,1393,608,8,10,0,19,14,354,32,Matches
Nílton,br BRA,MF,31.0,9.8,452,32,112,289,57,11,452,9,6,66.7,3,33.3,214,927,459,6,4,0,10,3,277,8,Matches
Jean Cléber,br BRA,MF,28.0,13.8,744,33,176,468,112,15,744,21,11,52.4,10,47.6,414,2258,1165,18,21,1,17,20,505,14,Matches
Euller,br BRA,"DF,FW",24.0,9.9,428,13,81,206,146,13,428,21,14,66.7,7,33.3,249,1857,1042,28,26,5,16,13,286,45,Matches
João Carlos,br BRA,GK,30.0,10.0,301,273,301,0,0,0,301,0,0,,0,,131,857,683,0,0,0,0,0,78,0,Matches
Celsinho,br BRA,DF,30.0,9.7,535,45,194,272,77,1,535,8,6,75.0,2,25.0,251,1388,698,7,11,0,3,5,275,18,Matches
Gerson,br BRA,DF,27.0,9.0,346,71,221,120,8,7,346,1,1,100.0,0,0.0,156,702,410,3,0,0,2,0,187,0,Matches
Maranhão,br BRA,"FW,MF",28.0,7.6,249,2,39,89,124,15,249,16,4,25.0,12,75.0,158,1127,545,24,14,1,17,10,178,67,Matches
Warley,br BRA,"FW,MF",19.0,7.6,292,12,57,137,104,9,292,13,8,61.5,5,38.5,213,1486,742,18,13,5,23,11,199,43,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,7.2,312,6,48,152,121,12,312,19,12,63.2,7,36.8,200,1002,437,7,9,2,14,7,214,44,Matches
Rafinha,br BRA,DF,31.0,7.0,388,23,116,164,112,2,388,2,2,100.0,0,0.0,149,932,529,14,12,0,5,1,167,17,Matches
Cassiano,br BRA,"FW,MF",29.0,6.3,148,7,16,64,68,18,148,7,4,57.1,3,42.9,62,542,266,12,7,3,12,5,94,21,Matches
Ronaldo Alves,br BRA,DF,29.0,5.7,309,54,189,112,11,8,309,1,1,100.0,0,0.0,151,714,315,1,0,0,3,1,186,0,Matches
Madson,br BRA,"MF,FW",32.0,4.0,183,2,18,116,53,6,183,7,6,85.7,1,14.3,128,847,275,4,3,2,9,2,138,15,Matches
Patrick Fabiano,tl TLS,FW,31.0,3.9,119,2,7,67,46,15,119,5,4,80.0,1,20.0,72,234,70,2,1,2,13,5,89,21,Matches
Bruno Alves,br BRA,"FW,MF",26.0,4.9,195,3,36,81,84,6,195,14,9,64.3,5,35.7,119,852,338,13,6,1,19,9,127,33,Matches
Bruno Ramires,br BRA,MF,24.0,2.1,95,2,22,69,6,1,95,1,1,100.0,0,0.0,60,238,140,0,1,0,2,1,65,2,Matches
Pablo Armero,co COL,DF,32.0,2.3,111,8,45,46,21,0,111,0,0,,0,,48,234,124,1,1,0,5,0,53,8,Matches
Victor Paraíba,br BRA,"MF,FW",20.0,3.1,107,1,20,45,45,9,107,10,5,50.0,5,50.0,76,550,262,10,8,1,6,2,78,27,Matches
Safira,br BRA,"FW,MF",23.0,1.7,43,1,8,20,15,3,43,1,0,0.0,1,100.0,33,105,35,0,1,0,4,2,39,11,Matches
Lucas Dias,br BRA,DF,23.0,1.1,66,6,38,23,5,3,66,0,0,,0,,37,264,178,0,0,0,0,0,41,2,Matches
Leandro Rosa Souza,br BRA,DF,32.0,1.1,33,9,16,13,4,3,33,0,0,,0,,10,57,47,0,0,0,1,0,15,0,Matches
Robinho,br BRA,"FW,MF",24.0,0.8,27,0,1,15,11,3,27,3,3,100.0,0,0.0,22,126,83,2,1,1,3,1,24,4,Matches
Cristian Maidana,ar ARG,MF,32.0,0.3,11,0,1,6,4,0,11,0,0,,0,,9,47,34,0,0,0,1,1,10,2,Matches
Jarro Pedroso,br BRA,FW,25.0,1.3,37,1,4,14,20,5,37,3,1,33.3,2,66.7,33,203,66,2,1,0,5,4,33,11,Matches
Rodolfo Gamarra,py PAR,"MF,FW",30.0,0.6,23,1,3,9,11,1,23,0,0,,0,,16,54,14,1,0,0,3,2,17,5,Matches
Gerson Júnior,br BRA,"FW,MF",19.0,0.2,10,0,2,8,2,0,10,0,0,,0,,7,66,53,2,2,0,1,1,6,1,Matches
Matheus Prado,br BRA,"FW,MF",18.0,0.2,9,0,2,3,4,0,9,3,0,0.0,3,100.0,6,36,1,0,0,0,1,0,5,1,Matches
Squad Total,,,28.7,38.0,18241,2427,6362,8524,3583,463,18236,452,281,62.2,171,37.8,9753,55619,30615,528,440,73,510,298,10992,1094,
Opponent Total,,,27.2,38.0,24996,1657,5409,12930,6915,884,24991,725,442,61.0,283,39.0,15326,84543,46190,831,699,188,477,310,17839,2028,
