Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Luciano Castán,br BRA,DF,29.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,0.94,23.0,49.0,-26.0,-0.76,1.24,33.0,57.8,-24.8,-0.73,0.76,Matches
Apodi,br BRA,"DF,FW",32.0,32,2606.0,81.0,76.2,29.0,31,83.0,21.0,1,25.0,1,0.94,20.0,44.0,-24.0,-0.83,0.28,28.4,51.9,-23.5,-0.81,-0.01,Matches
Jordi Almeida,br BRA,GK,25.0,29,2521.0,87.0,73.7,28.0,28,88.0,27.0,1,45.0,1,0.93,18.0,43.0,-25.0,-0.89,0.01,25.9,50.8,-24.9,-0.89,-0.3,Matches
Dawhan,br BRA,"DF,MF",22.0,32,2457.0,77.0,71.8,27.3,26,88.0,23.0,6,28.0,4,0.97,19.0,45.0,-26.0,-0.95,-0.2,27.4,50.1,-22.6,-0.83,-0.07,Matches
Alan Costa,br BRA,DF,28.0,26,2277.0,88.0,66.6,25.3,26,88.0,25.0,0,,0,0.88,20.0,37.0,-17.0,-0.67,0.67,24.7,42.8,-18.1,-0.72,0.28,Matches
Carlinhos,br BRA,DF,32.0,26,2272.0,87.0,66.4,25.2,26,87.0,23.0,0,,2,0.92,17.0,40.0,-23.0,-0.91,-0.05,24.6,44.8,-20.2,-0.8,0.03,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,26,2159.0,83.0,63.1,24.0,25,84.0,16.0,1,50.0,1,0.96,16.0,32.0,-16.0,-0.67,0.62,22.4,40.5,-18.0,-0.75,0.16,Matches
Naldo,br BRA,MF,28.0,24,1746.0,73.0,51.1,19.4,21,82.0,14.0,3,11.0,2,1.08,13.0,27.0,-14.0,-0.72,0.35,16.3,35.0,-18.7,-0.96,-0.31,Matches
João Vitor,br BRA,MF,30.0,20,1697.0,85.0,49.6,18.9,20,85.0,15.0,0,,1,1.0,13.0,24.0,-11.0,-0.58,0.62,17.8,30.3,-12.4,-0.66,0.3,Matches
Ricardo Bueno,br BRA,FW,31.0,23,1610.0,70.0,47.1,17.9,17,83.0,14.0,6,33.0,1,0.96,14.0,31.0,-17.0,-0.95,-0.11,16.8,30.6,-13.8,-0.77,0.08,Matches
Alecsandro,br BRA,FW,37.0,20,1167.0,58.0,34.1,13.0,15,70.0,4.0,5,25.0,4,0.95,7.0,17.0,-10.0,-0.77,0.19,12.0,20.5,-8.5,-0.66,0.23,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,19,1168.0,61.0,34.2,13.0,14,73.0,3.0,5,29.0,1,1.11,12.0,15.0,-3.0,-0.23,1.01,12.6,19.7,-7.1,-0.55,0.4,Matches
Didira,br BRA,"FW,MF",30.0,14,997.0,71.0,29.2,11.1,13,75.0,8.0,1,18.0,8,0.57,3.0,16.0,-13.0,-1.17,-0.39,8.6,19.1,-10.5,-0.94,-0.19,Matches
Nílton,br BRA,MF,31.0,12,886.0,74.0,25.9,9.8,12,74.0,4.0,0,,13,0.75,3.0,12.0,-9.0,-0.91,-0.03,7.5,16.5,-9.0,-0.91,-0.14,Matches
Jean Cléber,br BRA,MF,28.0,24,1238.0,52.0,36.2,13.8,11,84.0,7.0,13,25.0,1,1.04,11.0,27.0,-16.0,-1.16,-0.42,13.8,24.6,-10.8,-0.78,0.04,Matches
Euller,br BRA,"DF,FW",24.0,16,891.0,56.0,26.1,9.9,11,70.0,3.0,5,25.0,2,0.5,8.0,12.0,-4.0,-0.4,0.66,11.3,14.8,-3.5,-0.36,0.61,Matches
João Carlos,br BRA,GK,30.0,11,899.0,82.0,26.3,10.0,10,85.0,9.0,1,45.0,26,0.45,6.0,17.0,-11.0,-1.1,-0.28,9.4,15.4,-6.0,-0.6,0.28,Matches
Celsinho,br BRA,DF,30.0,12,871.0,73.0,25.5,9.7,9,88.0,8.0,3,27.0,14,0.42,5.0,13.0,-8.0,-0.83,0.09,6.3,17.1,-10.8,-1.12,-0.41,Matches
Gerson,br BRA,DF,27.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,4,0.67,3.0,15.0,-12.0,-1.33,-0.57,7.2,17.5,-10.3,-1.15,-0.44,Matches
Maranhão,br BRA,"FW,MF",28.0,11,682.0,62.0,19.9,7.6,7,76.0,2.0,4,38.0,4,0.82,2.0,10.0,-8.0,-1.06,-0.2,5.1,12.7,-7.6,-1.0,-0.24,Matches
Warley,br BRA,"FW,MF",19.0,13,680.0,52.0,19.9,7.6,7,80.0,4.0,6,21.0,4,0.77,6.0,13.0,-7.0,-0.93,-0.04,6.8,13.9,-7.1,-0.94,-0.16,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,8,652.0,82.0,19.1,7.2,7,84.0,4.0,1,65.0,0,0.75,3.0,10.0,-7.0,-0.97,-0.09,6.4,12.5,-6.2,-0.85,-0.06,Matches
Rafinha,br BRA,DF,31.0,10,626.0,63.0,18.3,7.0,6,90.0,5.0,4,22.0,25,0.3,4.0,13.0,-9.0,-1.29,-0.49,5.8,11.1,-5.4,-0.77,0.05,Matches
