Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Luciano Castán,br BRA,DF,29.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,0.3,0.8,19.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Apodi,br BRA,"DF,FW",32.0,32,31,2606.0,29.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,2.0,2.0,2.2,4.2,86.0,57.0,141.0,0.14,0.03,0.17,0.14,0.17,0.07,0.08,0.14,0.07,0.14,Matches
Jordi Almeida,br BRA,GK,25.0,29,28,2521.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Dawhan,br BRA,"DF,MF",22.0,32,26,2457.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.9,1.9,1.1,3.1,33.0,121.0,51.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches
Alan Costa,br BRA,DF,28.0,26,26,2277.0,25.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,0.6,2.0,5.0,36.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.08,0.05,0.08,Matches
Carlinhos,br BRA,DF,32.0,26,26,2272.0,25.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.3,2.4,57.0,95.0,104.0,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.1,0.04,0.1,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,26,25,2159.0,24.0,5.0,3.0,8.0,2.0,3.0,3.0,8.0,1.0,5.0,2.6,3.6,6.2,48.0,89.0,66.0,0.21,0.13,0.33,0.08,0.21,0.21,0.15,0.36,0.11,0.26,Matches
Naldo,br BRA,MF,28.0,24,21,1746.0,19.4,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.2,1.8,7.0,59.0,20.0,0.0,0.15,0.15,0.0,0.15,0.03,0.06,0.09,0.03,0.09,Matches
João Vitor,br BRA,MF,30.0,20,20,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.2,0.2,0.6,0.8,18.0,82.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Ricardo Bueno,br BRA,FW,31.0,23,17,1610.0,17.9,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,5.6,4.8,1.5,6.3,33.0,55.0,92.0,0.22,0.0,0.22,0.17,0.17,0.31,0.08,0.4,0.27,0.35,Matches
Alecsandro,br BRA,FW,37.0,20,15,1167.0,13.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.6,2.7,0.2,2.9,7.0,18.0,39.0,0.15,0.0,0.15,0.15,0.15,0.27,0.01,0.29,0.21,0.23,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,19,14,1168.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,1.1,2.6,32.0,42.0,112.0,0.08,0.08,0.15,0.08,0.15,0.11,0.09,0.2,0.11,0.2,Matches
Didira,br BRA,"FW,MF",30.0,14,13,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.4,1.8,8.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches
Nílton,br BRA,MF,31.0,12,12,886.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.1,1.3,6.0,41.0,8.0,0.1,0.0,0.1,0.1,0.1,0.12,0.01,0.13,0.12,0.13,Matches
Jean Cléber,br BRA,MF,28.0,24,11,1238.0,13.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,1.1,1.9,18.0,64.0,14.0,0.0,0.15,0.15,0.0,0.15,0.06,0.08,0.14,0.06,0.14,Matches
Euller,br BRA,"DF,FW",24.0,16,11,891.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.4,3.0,28.0,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,Matches
João Carlos,br BRA,GK,30.0,11,10,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Celsinho,br BRA,DF,30.0,12,9,871.0,9.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,7.0,25.0,18.0,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.1,0.01,0.1,Matches
Gerson,br BRA,DF,27.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Maranhão,br BRA,"FW,MF",28.0,11,7,682.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.4,24.0,16.0,67.0,0.13,0.0,0.13,0.13,0.13,0.08,0.11,0.19,0.08,0.19,Matches
