Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Jordi Almeida,br BRA,GK,25.0,29,28,2520,28.0,43,1.54,177,131,76.8,7,6,15,9,32.1,5,2,2,1,50.0,Matches
João Carlos,br BRA,GK,30.0,11,10,899,10.0,15,1.5,45,34,66.7,1,2,7,1,10.0,0,0,0,0,,Matches
Squad Total,,,28.7,38,38,3419,38.0,58,1.53,222,165,74.8,8,8,22,10,26.3,5,2,2,1,50.0,
Opponent Total,,,27.2,38,38,3420,38.0,24,0.63,116,91,82.8,22,8,8,20,52.6,5,4,1,0,20.0,
