Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Luciano Castán,br BRA,DF,29.0,34.0,9,0,0,31,14,2,8,37,15,0,0,1,126,75,34,68.8,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,6,0,0,51,48,13,41,24,25,0,0,0,107,46,47,49.5,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,5,0,0,2,4,0,0,2,1,0,0,0,17,18,2,90.0,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,8,0,0,35,13,1,31,27,48,1,0,0,121,36,25,59.0,Matches
Alan Costa,br BRA,DF,28.0,25.3,6,0,0,24,6,2,3,41,14,0,2,0,72,65,42,60.7,Matches
Carlinhos,br BRA,DF,32.0,25.2,2,0,0,22,24,2,102,41,29,0,0,1,137,29,17,63.0,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,8,1,1,36,76,2,38,11,24,1,0,0,108,16,38,29.6,Matches
Naldo,br BRA,MF,28.0,19.4,5,0,0,42,14,2,9,30,16,1,1,0,110,36,29,55.4,Matches
João Vitor,br BRA,MF,30.0,18.9,9,2,2,43,14,1,3,28,41,0,0,0,102,22,21,51.2,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,5,0,0,25,61,13,10,5,9,1,0,0,52,52,89,36.9,Matches
Alecsandro,br BRA,FW,37.0,13.0,1,0,0,18,12,7,0,4,4,0,0,0,38,52,52,50.0,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,2,0,0,38,16,1,43,10,15,0,0,0,71,0,11,0.0,Matches
Didira,br BRA,"FW,MF",30.0,11.1,3,0,0,14,13,0,12,10,16,0,0,0,69,7,16,30.4,Matches
Nílton,br BRA,MF,31.0,9.8,3,0,0,15,10,0,3,15,15,0,0,0,33,29,11,72.5,Matches
Jean Cléber,br BRA,MF,28.0,13.8,6,0,0,30,17,0,5,17,28,0,0,0,58,10,12,45.5,Matches
Euller,br BRA,"DF,FW",24.0,9.9,3,0,0,17,9,2,29,8,4,0,0,0,44,6,3,66.7,Matches
João Carlos,br BRA,GK,30.0,10.0,1,1,0,0,1,0,0,0,0,0,0,0,3,5,1,83.3,Matches
Celsinho,br BRA,DF,30.0,9.7,1,0,0,7,3,0,24,22,22,0,0,0,60,8,10,44.4,Matches
Gerson,br BRA,DF,27.0,9.0,1,0,0,5,0,0,0,7,9,0,1,0,26,19,15,55.9,Matches
Maranhão,br BRA,"FW,MF",28.0,7.6,0,0,0,10,18,4,25,4,3,0,0,0,21,2,21,8.7,Matches
Warley,br BRA,"FW,MF",19.0,7.6,2,0,0,9,27,0,6,7,4,0,0,0,35,1,4,20.0,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,7.2,0,0,0,6,9,2,20,2,9,0,0,0,34,2,10,16.7,Matches
Rafinha,br BRA,DF,31.0,7.0,0,0,0,4,5,0,63,12,15,0,0,0,34,4,3,57.1,Matches
Cassiano,br BRA,"FW,MF",29.0,6.3,1,0,0,15,12,3,7,0,5,0,0,0,9,23,42,35.4,Matches
Ronaldo Alves,br BRA,DF,29.0,5.7,1,0,0,9,4,0,0,11,4,0,1,1,25,15,6,71.4,Matches
Madson,br BRA,"MF,FW",32.0,4.0,0,0,0,2,11,0,22,2,3,0,0,0,20,1,7,12.5,Matches
