Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Luciano Castán,br BRA,DF,29.0,34.0,23,15,16,6,1,13,31,41.9,18,34,29,5,37,60,157,0,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,38,25,22,11,5,19,38,50.0,19,11,3,8,24,62,60,0,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,1,1,1,0,0,0,2,0.0,2,3,0,3,2,3,11,2,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,70,48,45,23,2,42,94,44.7,52,19,6,13,27,97,68,0,Matches
Alan Costa,br BRA,DF,28.0,25.3,20,14,17,3,0,6,14,42.9,8,31,25,6,41,61,148,0,Matches
Carlinhos,br BRA,DF,32.0,25.2,43,29,31,10,2,25,48,52.1,23,17,8,9,41,84,66,1,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,37,24,20,13,4,16,59,27.1,43,13,2,11,11,48,12,0,Matches
Naldo,br BRA,MF,28.0,19.4,33,16,19,14,0,13,51,25.5,38,46,16,30,30,63,66,0,Matches
João Vitor,br BRA,MF,30.0,18.9,52,41,34,17,1,20,51,39.2,31,23,18,5,28,80,29,1,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,16,9,6,8,2,7,29,24.1,22,7,1,6,5,21,12,0,Matches
Alecsandro,br BRA,FW,37.0,13.0,5,4,2,2,1,3,17,17.6,14,10,5,5,4,9,12,0,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,24,15,12,10,2,9,35,25.7,26,16,0,16,10,34,7,0,Matches
Didira,br BRA,"FW,MF",30.0,11.1,23,16,9,13,1,12,30,40.0,18,16,5,11,10,33,7,0,Matches
Nílton,br BRA,MF,31.0,9.8,22,15,11,10,1,8,19,42.1,11,7,4,3,15,37,23,0,Matches
Jean Cléber,br BRA,MF,28.0,13.8,43,28,24,17,2,12,27,44.4,15,16,4,12,17,60,19,0,Matches
Euller,br BRA,"DF,FW",24.0,9.9,8,4,1,4,3,3,11,27.3,8,4,1,3,8,16,8,0,Matches
João Carlos,br BRA,GK,30.0,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Celsinho,br BRA,DF,30.0,9.7,26,22,16,10,0,15,25,60.0,10,7,3,4,22,48,30,0,Matches
Gerson,br BRA,DF,27.0,9.0,13,9,8,5,0,6,9,66.7,3,13,6,7,7,20,58,0,Matches
Maranhão,br BRA,"FW,MF",28.0,7.6,9,3,4,3,2,5,11,45.5,6,2,0,2,4,13,3,0,Matches
Warley,br BRA,"FW,MF",19.0,7.6,7,4,3,3,1,4,11,36.4,7,6,2,4,7,14,3,0,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,7.2,17,9,11,4,2,11,23,47.8,12,4,1,3,2,19,2,0,Matches
Rafinha,br BRA,DF,31.0,7.0,20,15,13,6,1,10,13,76.9,3,5,4,1,12,32,19,0,Matches
Cassiano,br BRA,"FW,MF",29.0,6.3,7,5,1,5,1,1,8,12.5,7,4,1,3,0,7,7,0,Matches
Ronaldo Alves,br BRA,DF,29.0,5.7,7,4,6,1,0,4,5,80.0,1,10,5,5,11,18,27,0,Matches
Madson,br BRA,"MF,FW",32.0,4.0,4,3,2,2,0,2,5,40.0,3,1,1,0,2,6,0,0,Matches
Patrick Fabiano,tl TLS,FW,31.0,3.9,0,0,0,0,0,0,6,0.0,6,3,0,3,2,2,2,0,Matches
Bruno Alves,br BRA,"FW,MF",26.0,4.9,6,3,3,3,0,3,17,17.6,14,4,2,2,6,12,3,0,Matches
Bruno Ramires,br BRA,MF,24.0,2.1,1,0,1,0,0,1,3,33.3,2,2,0,2,3,4,2,0,Matches
Pablo Armero,co COL,DF,32.0,2.3,4,4,2,2,0,4,7,57.1,3,0,0,0,0,4,8,0,Matches
Victor Paraíba,br BRA,"MF,FW",20.0,3.1,6,3,5,1,0,4,12,33.3,8,1,0,1,1,7,1,0,Matches
Safira,br BRA,"FW,MF",23.0,1.7,4,3,2,1,1,2,6,33.3,4,2,2,0,2,6,0,0,Matches
Lucas Dias,br BRA,DF,23.0,1.1,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,6,0,Matches
Leandro Rosa Souza,br BRA,DF,32.0,1.1,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,7,0,Matches
Robinho,br BRA,"FW,MF",24.0,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Cristian Maidana,ar ARG,MF,32.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Jarro Pedroso,br BRA,FW,25.0,1.3,1,0,0,0,1,1,3,33.3,2,0,0,0,2,3,1,0,Matches
Rodolfo Gamarra,py PAR,"MF,FW",30.0,0.6,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
Gerson Júnior,br BRA,"FW,MF",19.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Matheus Prado,br BRA,"FW,MF",18.0,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,38.0,592,392,348,208,36,283,725,39.0,442,340,155,185,394,986,884,4,
Opponent Total,,,27.2,38.0,469,312,182,225,62,171,452,37.8,281,264,89,175,300,769,549,6,
