Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Luciano Castán,br BRA,DF,29.0,34.0,1467,1361,105,96,0,14,8,9,0,0,0,0,1237,1,7,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,657,564,90,6,1,2,41,83,0,0,0,0,469,3,13,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,747,402,342,50,0,1,0,0,0,0,0,0,412,3,1,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,1240,1059,177,31,0,7,31,142,4,0,4,0,1036,4,8,Matches
Alan Costa,br BRA,DF,28.0,25.3,942,871,66,64,1,11,3,2,0,0,0,0,775,5,7,Matches
Carlinhos,br BRA,DF,32.0,25.2,1126,898,221,33,0,5,102,174,14,8,6,0,817,7,19,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,824,766,53,20,7,7,38,5,14,7,7,0,648,5,11,Matches
Naldo,br BRA,MF,28.0,19.4,662,642,18,8,0,0,9,10,0,0,0,0,530,2,15,Matches
João Vitor,br BRA,MF,30.0,18.9,872,850,17,16,0,5,3,1,0,0,0,0,764,5,7,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,453,415,36,1,1,3,10,2,0,0,0,0,342,2,9,Matches
Alecsandro,br BRA,FW,37.0,13.0,221,199,22,0,0,1,0,4,0,0,0,0,147,0,6,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,389,356,29,10,0,1,43,5,14,10,3,0,287,4,13,Matches
Didira,br BRA,"FW,MF",30.0,11.1,432,410,20,6,2,1,12,6,5,1,4,0,341,2,10,Matches
Nílton,br BRA,MF,31.0,9.8,351,338,13,11,0,4,3,2,0,0,0,0,275,0,5,Matches
Jean Cléber,br BRA,MF,28.0,13.8,589,559,28,23,2,9,5,3,0,0,0,0,488,2,10,Matches
Euller,br BRA,"DF,FW",24.0,9.9,343,286,52,16,0,3,29,27,9,2,7,0,261,5,6,Matches
João Carlos,br BRA,GK,30.0,10.0,284,150,132,15,0,0,0,0,0,0,0,0,178,2,0,Matches
Celsinho,br BRA,DF,30.0,9.7,450,346,101,21,1,3,24,72,8,0,8,0,352,3,11,Matches
Gerson,br BRA,DF,27.0,9.0,244,231,12,12,0,0,0,0,0,0,0,0,208,1,1,Matches
Maranhão,br BRA,"FW,MF",28.0,7.6,179,169,10,4,1,2,25,1,5,1,4,0,122,0,13,Matches
Warley,br BRA,"FW,MF",19.0,7.6,219,205,14,2,0,1,6,11,1,0,1,0,172,0,9,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,7.2,239,219,20,8,0,5,20,2,9,5,2,0,184,0,3,Matches
Rafinha,br BRA,DF,31.0,7.0,314,211,101,27,0,4,63,51,23,11,12,0,224,2,4,Matches
Cassiano,br BRA,"FW,MF",29.0,6.3,86,75,10,0,0,1,7,0,0,0,0,0,50,1,2,Matches
Ronaldo Alves,br BRA,DF,29.0,5.7,244,234,10,10,0,1,0,0,0,0,0,0,201,0,2,Matches
Madson,br BRA,"MF,FW",32.0,4.0,154,135,18,10,0,1,22,0,7,2,4,0,113,1,3,Matches
Patrick Fabiano,tl TLS,FW,31.0,3.9,82,70,12,0,2,2,2,0,0,0,0,0,56,0,1,Matches
Bruno Alves,br BRA,"FW,MF",26.0,4.9,136,116,18,5,0,2,33,0,12,5,5,0,80,2,7,Matches
Bruno Ramires,br BRA,MF,24.0,2.1,84,82,2,1,0,0,1,1,0,0,0,0,74,0,1,Matches
Pablo Armero,co COL,DF,32.0,2.3,86,73,13,1,0,2,4,12,0,0,0,0,58,0,0,Matches
Victor Paraíba,br BRA,"MF,FW",20.0,3.1,79,76,2,2,0,1,3,0,0,0,0,0,56,1,3,Matches
Safira,br BRA,"FW,MF",23.0,1.7,27,25,2,0,0,0,0,1,0,0,0,0,22,0,1,Matches
Lucas Dias,br BRA,DF,23.0,1.1,54,52,2,1,0,0,0,1,0,0,0,0,46,0,0,Matches
Leandro Rosa Souza,br BRA,DF,32.0,1.1,19,17,2,2,0,0,0,0,0,0,0,0,14,0,0,Matches
Robinho,br BRA,"FW,MF",24.0,0.8,22,21,1,0,0,0,0,1,0,0,0,0,18,0,0,Matches
Cristian Maidana,ar ARG,MF,32.0,0.3,10,9,1,0,0,0,1,1,0,0,0,0,8,0,0,Matches
Jarro Pedroso,br BRA,FW,25.0,1.3,17,16,1,0,0,0,3,0,1,0,0,0,9,0,0,Matches
Rodolfo Gamarra,py PAR,"MF,FW",30.0,0.6,16,15,1,0,0,0,3,1,0,0,0,0,12,0,1,Matches
Gerson Júnior,br BRA,"FW,MF",19.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Matheus Prado,br BRA,"FW,MF",18.0,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,28.7,38.0,14371,12534,1774,512,18,99,554,630,126,52,67,0,11096,63,209,
Opponent Total,,,27.2,38.0,21365,19444,1871,584,27,114,838,709,261,106,118,0,17968,50,250,
