Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Luciano Castán,br BRA,DF,29.0,34.0,19,0.56,16,2,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,46,1.59,30,4,1,2,9,0,5,0.17,5,0,0,0,0,0,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,5,0.18,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,56,2.05,45,6,3,0,1,1,3,0.11,2,0,0,0,1,0,Matches
Alan Costa,br BRA,DF,28.0,25.3,14,0.55,11,2,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Carlinhos,br BRA,DF,32.0,25.2,51,2.02,36,10,3,0,2,0,1,0.04,0,0,1,0,0,0,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,83,3.46,56,9,9,4,5,0,5,0.21,3,1,0,0,1,0,Matches
Naldo,br BRA,MF,28.0,19.4,37,1.91,30,2,0,2,3,0,5,0.26,5,0,0,0,0,0,Matches
João Vitor,br BRA,MF,30.0,18.9,41,2.17,36,0,2,0,1,2,1,0.05,1,0,0,0,0,0,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,53,2.96,36,0,1,8,8,0,5,0.28,2,0,0,2,1,0,Matches
Alecsandro,br BRA,FW,37.0,13.0,16,1.23,11,0,2,2,1,0,2,0.15,1,0,0,0,1,0,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,37,2.85,24,4,4,2,3,0,4,0.31,4,0,0,0,0,0,Matches
Didira,br BRA,"FW,MF",30.0,11.1,24,2.17,20,2,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Nílton,br BRA,MF,31.0,9.8,12,1.22,9,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Jean Cléber,br BRA,MF,28.0,13.8,25,1.81,19,1,3,1,1,0,4,0.29,3,0,1,0,0,0,Matches
Euller,br BRA,"DF,FW",24.0,9.9,29,2.93,16,5,5,2,1,0,0,0.0,0,0,0,0,0,0,Matches
João Carlos,br BRA,GK,30.0,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Celsinho,br BRA,DF,30.0,9.7,12,1.24,5,7,0,0,0,0,1,0.1,0,1,0,0,0,0,Matches
Gerson,br BRA,DF,27.0,9.0,3,0.33,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Maranhão,br BRA,"FW,MF",28.0,7.6,24,3.17,19,2,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Warley,br BRA,"FW,MF",19.0,7.6,16,2.12,10,0,0,1,5,0,1,0.13,1,0,0,0,0,0,Matches
Matheus Sávio,br BRA,"FW,MF",21.0,7.2,23,3.18,15,4,1,1,2,0,1,0.14,0,0,0,1,0,0,Matches
Rafinha,br BRA,DF,31.0,7.0,25,3.59,7,16,0,2,0,0,1,0.14,0,1,0,0,0,0,Matches
Cassiano,br BRA,"FW,MF",29.0,6.3,15,2.4,11,0,0,2,2,0,0,0.0,0,0,0,0,0,0,Matches
Ronaldo Alves,br BRA,DF,29.0,5.7,1,0.18,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Madson,br BRA,"MF,FW",32.0,4.0,13,3.29,8,3,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Patrick Fabiano,tl TLS,FW,31.0,3.9,12,3.09,9,0,2,1,0,0,2,0.51,1,0,1,0,0,0,Matches
Bruno Alves,br BRA,"FW,MF",26.0,4.9,15,3.08,8,6,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Ramires,br BRA,MF,24.0,2.1,1,0.47,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Armero,co COL,DF,32.0,2.3,2,0.88,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Victor Paraíba,br BRA,"MF,FW",20.0,3.1,4,1.3,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Safira,br BRA,"FW,MF",23.0,1.7,5,2.94,1,0,0,0,4,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Dias,br BRA,DF,23.0,1.1,1,0.9,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Leandro Rosa Souza,br BRA,DF,32.0,1.1,1,0.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Robinho,br BRA,"FW,MF",24.0,0.8,3,3.75,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Maidana,ar ARG,MF,32.0,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jarro Pedroso,br BRA,FW,25.0,1.3,7,5.29,1,1,1,0,4,0,0,0.0,0,0,0,0,0,0,Matches
Rodolfo Gamarra,py PAR,"MF,FW",30.0,0.6,2,3.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gerson Júnior,br BRA,"FW,MF",19.0,0.2,2,10.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Prado,br BRA,"FW,MF",18.0,0.2,3,16.88,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,38.0,739,19.45,512,86,44,37,56,4,42,1.11,29,3,3,3,4,0,
Opponent Total,,,27.2,38.0,1203,31.66,866,98,84,71,67,17,100,2.63,71,8,6,8,7,0,
