Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Luciano Castán,br BRA,DF,29.0,34.0,0,9,1,11.1,0.26,0.03,0.0,0.0,13.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,4,40,16,40.0,1.38,0.55,0.1,0.25,23.3,0,0,0,2.0,2.0,0.05,2.0,2.0,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,0,18,2,11.1,0.66,0.07,0.0,0.0,25.2,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Matches
Alan Costa,br BRA,DF,28.0,25.3,1,11,2,18.2,0.43,0.08,0.09,0.5,12.3,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
Carlinhos,br BRA,DF,32.0,25.2,2,19,6,31.6,0.75,0.24,0.11,0.33,23.5,2,0,0,1.1,1.1,0.06,0.9,0.9,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,5,51,16,31.4,2.13,0.67,0.04,0.13,26.1,1,3,3,5.0,2.6,0.05,0.0,-0.6,Matches
Naldo,br BRA,MF,28.0,19.4,0,13,2,15.4,0.67,0.1,0.0,0.0,19.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
João Vitor,br BRA,MF,30.0,18.9,0,5,1,20.0,0.27,0.05,0.0,0.0,32.3,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Ricardo Bueno,br BRA,FW,31.0,17.9,4,37,14,37.8,2.07,0.78,0.08,0.21,15.6,1,1,1,5.6,4.8,0.14,-1.6,-1.8,Matches
Alecsandro,br BRA,FW,37.0,13.0,2,23,8,34.8,1.77,0.62,0.09,0.25,11.6,0,0,1,3.6,2.7,0.12,-1.6,-0.7,Matches
Héctor Bustamante,py PAR,"FW,MF",23.0,13.0,1,26,4,15.4,2.0,0.31,0.04,0.25,21.2,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
