Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Luciano Castán,br BRA,DF,29.0,34.0,1237,1467,84.3,25772,10731,368,401,91.8,632,683,92.5,209,329,63.5,0,0.3,0.4,-0.3,8,70,6,1,78,Matches
Apodi,br BRA,"DF,FW",32.0,29.0,469,657,71.4,7330,2500,257,313,82.1,161,231,69.7,33,63,52.4,1,2.2,1.8,-1.2,20,28,10,7,57,Matches
Jordi Almeida,br BRA,GK,25.0,28.0,412,747,55.2,15015,12190,81,81,100.0,129,130,99.2,201,531,37.9,0,0.2,0.1,-0.2,2,16,0,0,0,Matches
Dawhan,br BRA,"DF,MF",22.0,27.3,1036,1240,83.5,17348,6125,461,513,89.9,479,557,86.0,69,123,56.1,0,1.1,1.3,-1.1,21,74,10,2,121,Matches
Alan Costa,br BRA,DF,28.0,25.3,775,942,82.3,16718,6064,199,214,93.0,423,460,92.0,143,243,58.8,0,0.6,0.7,-0.6,5,37,1,0,36,Matches
Carlinhos,br BRA,DF,32.0,25.2,817,1126,72.6,14096,5918,360,398,90.5,373,490,76.1,69,188,36.7,0,1.3,1.6,-1.3,27,56,20,14,95,Matches
Jonathan David Gómez,ar ARG,"MF,FW",29.0,24.0,648,824,78.6,10814,2527,318,362,87.8,226,282,80.1,70,119,58.8,3,3.6,3.3,-0.6,40,56,15,4,89,Matches
Naldo,br BRA,MF,28.0,19.4,530,662,80.1,9209,2809,225,259,86.9,249,293,85.0,44,68,64.7,3,1.2,0.8,1.8,12,48,4,1,59,Matches
João Vitor,br BRA,MF,30.0,18.9,764,872,87.6,13370,3841,348,384,90.6,310,345,89.9,80,99,80.8,0,0.6,0.5,-0.6,19,61,6,1,82,Matches
